Model,GOF Specificity
306,0.9630459126539752
392,0.9626726390444196
389,0.9626726390444196
497,0.961926091825308
464,0.961926091825308
388,0.961926091825308
414,0.961926091825308
458,0.961926091825308
472,0.961926091825308
299,0.961926091825308
469,0.961552818215752
390,0.961552818215752
470,0.961552818215752
478,0.961552818215752
391,0.961552818215752
481,0.961552818215752
486,0.961552818215752
487,0.961552818215752
450,0.961552818215752
491,0.961552818215752
444,0.961552818215752
496,0.961552818215752
442,0.961552818215752
375,0.9611795446061964
462,0.9611795446061964
433,0.9611795446061964
434,0.9611795446061964
313,0.9611795446061964
499,0.9611795446061964
485,0.9611795446061964
400,0.9611795446061964
399,0.9611795446061964
494,0.9611795446061964
477,0.9611795446061964
482,0.9611795446061964
303,0.9611795446061964
484,0.9608062709966404
439,0.9608062709966404
493,0.9608062709966404
380,0.9608062709966404
492,0.9608062709966404
451,0.9608062709966404
489,0.9608062709966404
308,0.9608062709966404
438,0.9608062709966404
309,0.9608062709966404
461,0.9608062709966404
240,0.9608062709966404
419,0.9608062709966404
476,0.9608062709966404
459,0.9608062709966404
413,0.9604329973870848
418,0.9604329973870848
293,0.9604329973870848
386,0.9604329973870848
420,0.9604329973870848
425,0.9604329973870848
305,0.9604329973870848
422,0.9604329973870848
385,0.9604329973870848
383,0.9604329973870848
382,0.9604329973870848
421,0.9604329973870848
376,0.9604329973870848
292,0.9604329973870848
310,0.9604329973870848
318,0.9604329973870848
488,0.9604329973870848
479,0.9604329973870848
366,0.9604329973870848
441,0.9604329973870848
466,0.9604329973870848
463,0.9604329973870848
467,0.9604329973870848
457,0.9604329973870848
445,0.9604329973870848
452,0.9604329973870848
449,0.9604329973870848
378,0.9604329973870848
447,0.9604329973870848
403,0.9600597237775288
302,0.9600597237775288
358,0.9600597237775288
359,0.9600597237775288
381,0.9600597237775288
395,0.9600597237775288
317,0.9600597237775288
364,0.9600597237775288
311,0.9600597237775288
365,0.9600597237775288
369,0.9600597237775288
393,0.9600597237775288
404,0.9600597237775288
426,0.9600597237775288
430,0.9600597237775288
498,0.9600597237775288
460,0.9600597237775288
455,0.9600597237775288
448,0.9600597237775288
475,0.9600597237775288
480,0.9600597237775288
436,0.9600597237775288
435,0.9600597237775288
429,0.9600597237775288
471,0.9600597237775288
412,0.9600597237775288
410,0.9600597237775288
411,0.9600597237775288
416,0.9600597237775288
417,0.9596864501679732
371,0.9596864501679732
474,0.9596864501679732
296,0.9596864501679732
456,0.9596864501679732
454,0.9596864501679732
453,0.9596864501679732
446,0.9596864501679732
316,0.9596864501679732
483,0.9596864501679732
432,0.9596864501679732
322,0.9596864501679732
428,0.9596864501679732
495,0.9596864501679732
343,0.9596864501679732
294,0.9596864501679732
379,0.9596864501679732
340,0.9593131765584172
341,0.9593131765584172
490,0.9593131765584172
315,0.9593131765584172
354,0.9593131765584172
300,0.9593131765584172
473,0.9593131765584172
405,0.9593131765584172
443,0.9593131765584172
437,0.9593131765584172
384,0.9593131765584172
387,0.9593131765584172
427,0.9593131765584172
423,0.9593131765584172
415,0.9593131765584172
398,0.9593131765584172
401,0.9593131765584172
409,0.9593131765584172
314,0.9589399029488616
289,0.9589399029488616
320,0.9589399029488616
342,0.9589399029488616
373,0.9589399029488616
440,0.9589399029488616
431,0.9589399029488616
468,0.9589399029488616
406,0.9589399029488616
394,0.9589399029488616
360,0.9585666293393056
397,0.9585666293393056
281,0.9585666293393056
361,0.9585666293393056
465,0.9585666293393056
424,0.9585666293393056
367,0.9585666293393056
377,0.9585666293393056
362,0.95819335572975
329,0.95819335572975
351,0.95819335572975
357,0.95819335572975
407,0.95819335572975
355,0.95819335572975
408,0.95819335572975
352,0.95819335572975
286,0.95819335572975
283,0.95819335572975
402,0.95819335572975
304,0.957820082120194
396,0.957820082120194
301,0.957820082120194
307,0.957820082120194
372,0.957820082120194
370,0.957820082120194
368,0.957820082120194
363,0.957820082120194
265,0.957820082120194
325,0.957820082120194
344,0.957820082120194
346,0.957820082120194
338,0.9574468085106383
321,0.9574468085106383
336,0.9574468085106383
239,0.9574468085106383
374,0.9574468085106383
238,0.9574468085106383
345,0.9574468085106383
312,0.9570735349010824
273,0.9570735349010824
327,0.9570735349010824
347,0.9570735349010824
319,0.9570735349010824
295,0.9570735349010824
335,0.9570735349010824
349,0.9570735349010824
353,0.9570735349010824
274,0.9567002612915269
356,0.9567002612915269
323,0.9567002612915269
350,0.9567002612915269
271,0.9567002612915269
328,0.9567002612915269
290,0.9563269876819708
288,0.9563269876819708
298,0.9563269876819708
297,0.9563269876819708
282,0.9563269876819708
326,0.9563269876819708
278,0.9563269876819708
280,0.955953714072415
284,0.955953714072415
276,0.955953714072415
291,0.955953714072415
334,0.955953714072415
242,0.955953714072415
337,0.9555804404628592
348,0.9555804404628592
324,0.9555804404628592
168,0.9555804404628592
339,0.9555804404628592
254,0.9552071668533034
279,0.9552071668533034
330,0.9552071668533034
202,0.9548338932437476
249,0.9548338932437476
248,0.9548338932437476
267,0.9548338932437476
247,0.9548338932437476
275,0.9544606196341918
287,0.9544606196341918
235,0.9544606196341918
331,0.9544606196341918
264,0.9544606196341918
170,0.9544606196341918
257,0.954087346024636
169,0.954087346024636
158,0.9537140724150802
333,0.9537140724150802
262,0.9537140724150802
245,0.9537140724150802
246,0.9537140724150802
232,0.9537140724150802
260,0.9537140724150802
255,0.9537140724150802
277,0.9537140724150802
266,0.9533407988055244
272,0.9533407988055244
259,0.9533407988055244
258,0.9533407988055244
250,0.9533407988055244
236,0.9533407988055244
221,0.9533407988055244
199,0.9533407988055244
226,0.9533407988055244
203,0.9529675251959686
252,0.9529675251959686
152,0.9529675251959686
165,0.9529675251959686
261,0.9529675251959686
241,0.9529675251959686
153,0.9525942515864128
159,0.9525942515864128
154,0.9525942515864128
