accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8399858707170611,0.8523168843839212,0.8178300005984056,0.8400,0.5937,"[[1153, 0, 186], [25, 1, 126], [116, 0, 1224]]"
