accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.7403744259978806,0.8579112764717893,0.7791952447393474,0.7404,0.7685,"[[1093, 153, 93], [9, 127, 16], [111, 353, 876]]"
