accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8689509007417874,0.8772429518278922,0.8721241510398384,0.8690,0.8163,"[[1179, 37, 123], [10, 105, 37], [97, 67, 1176]]"
