accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8647121158601201,0.8734163320798918,0.8680448927354388,0.8647,0.8133,"[[1177, 36, 126], [10, 105, 37], [103, 71, 1166]]"
