accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8940303779583186,0.8925924643411418,0.8899314155343145,0.8940,0.7562,"[[1228, 2, 109], [6, 65, 81], [87, 15, 1238]]"
