accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8654185800070646,0.8614769817722838,0.8623726396720204,0.8654,0.7302,"[[1189, 10, 140], [22, 62, 68], [106, 35, 1199]]"
