accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8406923348640056,0.7972373736003234,0.8177830266157924,0.8407,0.5923,"[[1171, 0, 168], [36, 0, 116], [131, 0, 1209]]"
