accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8491699046273402,0.8396219412862628,0.8419454059184215,0.8492,0.6604,"[[1167, 15, 157], [23, 32, 97], [102, 33, 1205]]"
