accuracy,precision,f1_score,micro_recall,macro,confusion_matrix
0.8378664782762275,0.8130733359555019,0.815810912542643,0.8379,0.5922,"[[1163, 0, 176], [39, 1, 112], [130, 2, 1208]]"
