Model,GOF Recall,LOF Recall,Neutral Recall
498,0.73,0.88,0.91
468,0.73,0.89,0.91
469,0.73,0.88,0.91
470,0.73,0.89,0.91
479,0.73,0.88,0.91
497,0.73,0.89,0.91
474,0.73,0.88,0.91
487,0.73,0.88,0.91
480,0.73,0.88,0.91
481,0.73,0.88,0.91
424,0.73,0.88,0.91
483,0.73,0.88,0.91
422,0.73,0.89,0.91
484,0.73,0.88,0.91
486,0.73,0.88,0.91
488,0.73,0.88,0.91
428,0.73,0.88,0.91
489,0.73,0.88,0.91
491,0.73,0.88,0.91
492,0.73,0.89,0.91
493,0.73,0.88,0.91
494,0.73,0.89,0.91
495,0.73,0.89,0.91
496,0.73,0.88,0.91
490,0.73,0.88,0.91
499,0.73,0.88,0.91
37,0.73,0.7,0.89
80,0.73,0.82,0.91
110,0.73,0.85,0.91
108,0.73,0.85,0.91
106,0.73,0.85,0.91
105,0.73,0.85,0.91
99,0.73,0.85,0.91
78,0.73,0.82,0.91
82,0.72,0.82,0.91
102,0.72,0.86,0.91
86,0.72,0.84,0.91
85,0.72,0.84,0.91
84,0.72,0.84,0.91
83,0.72,0.83,0.91
93,0.72,0.85,0.91
81,0.72,0.82,0.91
94,0.72,0.85,0.91
79,0.72,0.82,0.91
77,0.72,0.82,0.91
97,0.72,0.84,0.91
92,0.72,0.85,0.91
478,0.72,0.89,0.91
100,0.72,0.85,0.91
101,0.72,0.85,0.91
98,0.72,0.85,0.91
103,0.72,0.85,0.91
104,0.72,0.85,0.91
117,0.72,0.86,0.91
116,0.72,0.85,0.91
115,0.72,0.85,0.91
114,0.72,0.85,0.91
113,0.72,0.85,0.91
112,0.72,0.85,0.91
111,0.72,0.85,0.91
109,0.72,0.85,0.91
90,0.72,0.84,0.91
107,0.72,0.85,0.91
76,0.71,0.82,0.91
89,0.7,0.84,0.91
87,0.7,0.85,0.91
95,0.7,0.85,0.91
74,0.68,0.83,0.91
75,0.68,0.83,0.91
88,0.67,0.85,0.91
73,0.66,0.83,0.91
39,0.59,0.71,0.91
38,0.59,0.71,0.9
40,0.58,0.71,0.9
71,0.57,0.83,0.91
72,0.57,0.83,0.91
42,0.55,0.72,0.91
43,0.54,0.78,0.9
41,0.53,0.72,0.91
45,0.53,0.78,0.9
46,0.53,0.78,0.9
64,0.53,0.8,0.91
56,0.53,0.79,0.9
44,0.53,0.78,0.9
51,0.53,0.79,0.9
50,0.53,0.79,0.9
55,0.53,0.79,0.9
47,0.53,0.78,0.9
65,0.52,0.82,0.91
66,0.52,0.81,0.91
52,0.52,0.8,0.9
49,0.51,0.79,0.9
67,0.51,0.82,0.91
53,0.51,0.79,0.9
48,0.51,0.79,0.9
54,0.5,0.79,0.9
68,0.47,0.81,0.91
69,0.46,0.82,0.91
60,0.44,0.8,0.9
62,0.44,0.8,0.91
70,0.44,0.82,0.91
57,0.43,0.79,0.9
61,0.43,0.8,0.9
63,0.43,0.8,0.91
58,0.43,0.8,0.9
2,0.42,0.35,0.75
59,0.41,0.79,0.91
