Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1
253,0.52,0.9,0.93,0.75,0.86,0.91,0.8462,0.5982,0.7783,0.61,0.88,0.92
254,0.53,0.9,0.92,0.74,0.87,0.91,0.8476,0.6034,0.7804,0.62,0.88,0.92
255,0.54,0.9,0.93,0.75,0.87,0.91,0.8483,0.6093,0.7825,0.62,0.88,0.92
256,0.52,0.9,0.93,0.74,0.87,0.91,0.8462,0.5939,0.7776,0.61,0.88,0.92
257,0.53,0.9,0.93,0.75,0.87,0.91,0.8491,0.6061,0.7818,0.62,0.88,0.92
258,0.55,0.9,0.92,0.75,0.87,0.91,0.8448,0.6159,0.7818,0.63,0.88,0.92
259,0.53,0.9,0.92,0.75,0.86,0.91,0.8469,0.6029,0.7769,0.62,0.88,0.92
260,0.53,0.9,0.93,0.75,0.87,0.91,0.8469,0.6061,0.7797,0.62,0.88,0.92
261,0.54,0.9,0.93,0.75,0.87,0.91,0.8469,0.611,0.7818,0.63,0.88,0.92
262,0.53,0.9,0.93,0.74,0.87,0.91,0.8476,0.605,0.7811,0.62,0.88,0.92
263,0.54,0.9,0.93,0.75,0.87,0.91,0.8498,0.6093,0.7839,0.62,0.88,0.92
264,0.54,0.9,0.93,0.74,0.87,0.92,0.8505,0.6083,0.7839,0.62,0.88,0.92
265,0.54,0.9,0.92,0.74,0.87,0.91,0.8462,0.604,0.7832,0.62,0.88,0.92
266,0.53,0.9,0.92,0.74,0.87,0.91,0.8462,0.6034,0.779,0.62,0.88,0.92
267,0.53,0.9,0.93,0.74,0.87,0.92,0.8505,0.6034,0.7832,0.62,0.88,0.92
268,0.53,0.9,0.93,0.74,0.87,0.91,0.8498,0.5991,0.7818,0.62,0.88,0.92
269,0.54,0.9,0.92,0.74,0.87,0.91,0.8455,0.6116,0.7818,0.63,0.88,0.92
270,0.54,0.9,0.92,0.74,0.87,0.92,0.849,0.6066,0.7833,0.62,0.88,0.92
271,0.54,0.9,0.92,0.74,0.87,0.92,0.8505,0.6116,0.7839,0.63,0.88,0.92
272,0.54,0.9,0.92,0.74,0.87,0.91,0.8476,0.61,0.7832,0.63,0.88,0.92
273,0.54,0.9,0.93,0.74,0.87,0.91,0.8512,0.6083,0.786,0.62,0.89,0.92
274,0.55,0.9,0.93,0.74,0.87,0.91,0.8498,0.6133,0.7853,0.63,0.89,0.92
275,0.55,0.9,0.92,0.74,0.87,0.91,0.8476,0.6167,0.7846,0.63,0.88,0.92
276,0.53,0.9,0.93,0.75,0.87,0.91,0.8498,0.6077,0.7832,0.62,0.88,0.92
277,0.52,0.9,0.93,0.74,0.86,0.91,0.8483,0.5954,0.779,0.61,0.88,0.92
278,0.53,0.9,0.92,0.75,0.87,0.91,0.8462,0.6045,0.7797,0.62,0.88,0.92
279,0.53,0.9,0.93,0.75,0.87,0.91,0.8476,0.6077,0.7825,0.62,0.88,0.92
280,0.54,0.9,0.93,0.75,0.87,0.91,0.849,0.6093,0.7846,0.62,0.88,0.92
281,0.54,0.9,0.93,0.76,0.87,0.91,0.8498,0.6153,0.7853,0.63,0.89,0.92
282,0.55,0.9,0.93,0.76,0.87,0.92,0.854,0.6203,0.7903,0.64,0.89,0.92
283,0.55,0.9,0.93,0.76,0.87,0.92,0.8526,0.6245,0.7896,0.64,0.89,0.92
284,0.54,0.9,0.93,0.76,0.87,0.92,0.854,0.6196,0.7889,0.63,0.89,0.92
285,0.54,0.9,0.93,0.76,0.87,0.92,0.8526,0.6179,0.7882,0.63,0.89,0.92
286,0.56,0.9,0.93,0.76,0.87,0.92,0.8526,0.6279,0.791,0.64,0.89,0.92
287,0.55,0.9,0.93,0.77,0.87,0.92,0.854,0.6272,0.7896,0.64,0.89,0.92
288,0.54,0.9,0.93,0.77,0.87,0.92,0.8512,0.6238,0.7854,0.64,0.88,0.92
289,0.55,0.9,0.93,0.77,0.87,0.92,0.8533,0.6272,0.7889,0.64,0.89,0.92
290,0.55,0.9,0.93,0.77,0.87,0.91,0.8512,0.6288,0.7875,0.64,0.89,0.92
291,0.54,0.9,0.93,0.76,0.87,0.91,0.8483,0.6196,0.7832,0.63,0.88,0.92
292,0.55,0.9,0.93,0.76,0.87,0.91,0.8505,0.6229,0.7867,0.64,0.89,0.92
293,0.56,0.9,0.93,0.77,0.87,0.92,0.8519,0.6339,0.7875,0.65,0.89,0.92
294,0.55,0.9,0.93,0.76,0.87,0.92,0.8526,0.6245,0.7896,0.64,0.89,0.92
295,0.57,0.9,0.93,0.77,0.88,0.92,0.8526,0.6374,0.791,0.65,0.89,0.92
296,0.56,0.9,0.93,0.77,0.87,0.92,0.8505,0.6322,0.7839,0.65,0.88,0.92
297,0.56,0.9,0.93,0.77,0.87,0.92,0.8533,0.6322,0.7882,0.65,0.89,0.92
298,0.57,0.9,0.93,0.77,0.87,0.92,0.8512,0.6391,0.7889,0.65,0.89,0.92
299,0.56,0.9,0.93,0.77,0.87,0.92,0.8526,0.6339,0.7896,0.65,0.89,0.92
300,0.55,0.9,0.93,0.76,0.88,0.91,0.8533,0.6262,0.791,0.64,0.89,0.92
301,0.56,0.9,0.93,0.76,0.87,0.92,0.854,0.6296,0.7917,0.64,0.89,0.92
302,0.57,0.9,0.93,0.77,0.87,0.92,0.8519,0.6409,0.7889,0.66,0.89,0.92
303,0.55,0.9,0.93,0.76,0.87,0.92,0.8512,0.6245,0.7868,0.64,0.89,0.92
304,0.56,0.9,0.93,0.76,0.88,0.92,0.8519,0.6288,0.7917,0.64,0.89,0.92
305,0.56,0.9,0.93,0.77,0.87,0.92,0.854,0.6322,0.7903,0.65,0.89,0.92
306,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6374,0.7917,0.65,0.89,0.92
307,0.54,0.9,0.93,0.76,0.87,0.92,0.8512,0.6212,0.7854,0.64,0.88,0.92
308,0.55,0.9,0.93,0.76,0.87,0.92,0.8547,0.6245,0.7889,0.64,0.89,0.92
309,0.56,0.9,0.93,0.76,0.87,0.92,0.8554,0.6331,0.7903,0.65,0.89,0.92
310,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6427,0.7896,0.66,0.89,0.92
311,0.56,0.9,0.93,0.76,0.87,0.92,0.8519,0.6331,0.7881,0.65,0.89,0.92
312,0.56,0.9,0.93,0.77,0.87,0.92,0.8554,0.6339,0.7896,0.65,0.89,0.92
313,0.56,0.9,0.93,0.77,0.87,0.92,0.8533,0.6322,0.7868,0.65,0.89,0.92
314,0.56,0.9,0.93,0.76,0.87,0.92,0.8547,0.6279,0.7875,0.64,0.89,0.92
315,0.56,0.9,0.93,0.76,0.87,0.92,0.8547,0.6279,0.7889,0.64,0.89,0.92
316,0.56,0.9,0.93,0.77,0.87,0.92,0.8554,0.6339,0.7896,0.65,0.89,0.92
317,0.56,0.9,0.93,0.77,0.87,0.92,0.8554,0.6357,0.7903,0.65,0.89,0.92
318,0.56,0.9,0.93,0.76,0.87,0.92,0.8533,0.6296,0.7882,0.64,0.89,0.92
319,0.55,0.9,0.93,0.76,0.87,0.92,0.8554,0.6262,0.7889,0.64,0.89,0.92
320,0.56,0.9,0.93,0.77,0.87,0.92,0.854,0.6322,0.7875,0.65,0.89,0.92
321,0.55,0.9,0.93,0.76,0.87,0.92,0.8533,0.6262,0.7882,0.64,0.89,0.92
322,0.57,0.9,0.93,0.76,0.87,0.92,0.8547,0.6348,0.7903,0.65,0.89,0.92
323,0.55,0.9,0.93,0.76,0.87,0.92,0.8533,0.6229,0.7854,0.64,0.88,0.92
324,0.55,0.9,0.93,0.77,0.87,0.92,0.8561,0.6305,0.7889,0.64,0.89,0.92
325,0.55,0.9,0.93,0.77,0.87,0.92,0.8554,0.6288,0.7875,0.64,0.89,0.92
326,0.54,0.9,0.93,0.77,0.87,0.91,0.8526,0.6206,0.7839,0.63,0.88,0.92
327,0.57,0.9,0.93,0.77,0.88,0.92,0.8519,0.6409,0.7903,0.66,0.89,0.92
328,0.56,0.9,0.93,0.77,0.87,0.92,0.8498,0.6339,0.7839,0.65,0.88,0.92
329,0.55,0.9,0.93,0.77,0.87,0.92,0.8526,0.6305,0.7853,0.64,0.89,0.92
330,0.56,0.9,0.93,0.77,0.87,0.91,0.8505,0.6322,0.7853,0.65,0.89,0.92
331,0.55,0.9,0.93,0.77,0.87,0.92,0.8526,0.6288,0.7861,0.64,0.89,0.92
332,0.57,0.9,0.93,0.76,0.87,0.92,0.8526,0.6348,0.7896,0.65,0.89,0.92
333,0.55,0.9,0.93,0.77,0.87,0.91,0.8505,0.6288,0.7839,0.64,0.88,0.92
334,0.56,0.9,0.93,0.77,0.87,0.91,0.8505,0.6357,0.7867,0.65,0.89,0.92
335,0.56,0.9,0.93,0.77,0.87,0.92,0.8526,0.6339,0.7867,0.65,0.89,0.92
336,0.56,0.9,0.93,0.77,0.87,0.92,0.8512,0.6339,0.7839,0.65,0.88,0.92
337,0.56,0.9,0.93,0.76,0.87,0.92,0.8526,0.6296,0.7875,0.64,0.89,0.92
338,0.55,0.9,0.93,0.77,0.87,0.92,0.8526,0.6305,0.7853,0.64,0.89,0.92
339,0.54,0.9,0.93,0.77,0.87,0.92,0.8526,0.6238,0.7825,0.64,0.88,0.92
340,0.56,0.9,0.92,0.76,0.87,0.92,0.8498,0.6314,0.7853,0.65,0.89,0.92
341,0.55,0.9,0.93,0.77,0.87,0.92,0.8526,0.6305,0.7867,0.64,0.89,0.92
342,0.56,0.9,0.93,0.77,0.87,0.92,0.854,0.6339,0.7882,0.65,0.89,0.92
343,0.57,0.9,0.93,0.76,0.88,0.92,0.8533,0.6366,0.791,0.65,0.89,0.92
344,0.56,0.9,0.93,0.77,0.87,0.92,0.8519,0.6322,0.7868,0.65,0.89,0.92
345,0.55,0.9,0.93,0.77,0.87,0.92,0.8519,0.6272,0.7846,0.64,0.88,0.92
346,0.57,0.9,0.93,0.77,0.87,0.92,0.8512,0.6374,0.7882,0.65,0.89,0.92
347,0.56,0.9,0.93,0.77,0.87,0.92,0.8519,0.6339,0.7875,0.65,0.89,0.92
348,0.56,0.9,0.93,0.77,0.87,0.92,0.8512,0.6357,0.7875,0.65,0.89,0.92
349,0.56,0.9,0.92,0.77,0.87,0.92,0.849,0.6357,0.7853,0.65,0.89,0.92
350,0.56,0.9,0.93,0.77,0.87,0.92,0.8533,0.6357,0.7882,0.65,0.89,0.92
351,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6391,0.7896,0.65,0.89,0.92
352,0.57,0.9,0.93,0.77,0.88,0.92,0.8526,0.6409,0.7896,0.66,0.89,0.92
353,0.56,0.9,0.93,0.77,0.87,0.92,0.8519,0.6322,0.7867,0.65,0.89,0.92
354,0.57,0.9,0.93,0.77,0.87,0.91,0.8498,0.6409,0.7867,0.66,0.89,0.92
355,0.57,0.9,0.93,0.77,0.87,0.92,0.8519,0.6374,0.7889,0.65,0.89,0.92
356,0.56,0.9,0.93,0.77,0.87,0.92,0.854,0.6357,0.7903,0.65,0.89,0.92
357,0.56,0.9,0.93,0.76,0.87,0.91,0.8512,0.6331,0.786,0.65,0.89,0.92
358,0.58,0.9,0.93,0.77,0.88,0.92,0.854,0.6444,0.791,0.66,0.89,0.92
359,0.57,0.9,0.93,0.77,0.88,0.92,0.8533,0.6409,0.7903,0.66,0.89,0.92
360,0.57,0.9,0.93,0.77,0.87,0.92,0.8512,0.6374,0.7882,0.65,0.89,0.92
361,0.57,0.9,0.93,0.77,0.87,0.92,0.8526,0.6374,0.7882,0.65,0.89,0.92
362,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6409,0.7889,0.66,0.89,0.92
363,0.56,0.9,0.93,0.77,0.87,0.92,0.8519,0.6339,0.786,0.65,0.89,0.92
364,0.57,0.9,0.93,0.76,0.88,0.91,0.8498,0.6402,0.7874,0.66,0.89,0.92
365,0.57,0.9,0.93,0.77,0.87,0.92,0.8512,0.6427,0.7874,0.66,0.89,0.92
366,0.57,0.9,0.93,0.77,0.87,0.92,0.8526,0.6391,0.7874,0.65,0.89,0.92
367,0.57,0.9,0.93,0.77,0.87,0.92,0.8526,0.6374,0.7867,0.65,0.89,0.92
368,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6374,0.7874,0.65,0.89,0.92
369,0.57,0.9,0.93,0.77,0.88,0.92,0.854,0.6427,0.7903,0.66,0.89,0.92
370,0.57,0.9,0.93,0.76,0.87,0.92,0.8519,0.6348,0.7875,0.65,0.89,0.92
371,0.57,0.9,0.93,0.77,0.87,0.92,0.8533,0.6374,0.7889,0.65,0.89,0.92
372,0.56,0.9,0.93,0.77,0.87,0.92,0.8533,0.6357,0.7881,0.65,0.89,0.92
373,0.56,0.9,0.93,0.76,0.87,0.92,0.8526,0.6314,0.7867,0.65,0.89,0.92
374,0.56,0.9,0.93,0.77,0.87,0.91,0.8512,0.6339,0.7853,0.65,0.89,0.92
375,0.57,0.9,0.93,0.76,0.87,0.92,0.8512,0.6348,0.7881,0.65,0.89,0.92
376,0.58,0.9,0.93,0.76,0.88,0.92,0.8512,0.642,0.7895,0.66,0.89,0.92
377,0.58,0.9,0.93,0.76,0.88,0.92,0.8519,0.642,0.7888,0.66,0.89,0.92
378,0.57,0.9,0.93,0.76,0.88,0.91,0.849,0.6359,0.7874,0.65,0.89,0.92
379,0.57,0.9,0.93,0.76,0.87,0.92,0.8505,0.6366,0.7882,0.65,0.89,0.92
380,0.57,0.9,0.93,0.76,0.88,0.92,0.8547,0.6341,0.7924,0.65,0.89,0.92
381,0.57,0.9,0.92,0.76,0.87,0.91,0.8462,0.6384,0.7846,0.65,0.89,0.92
382,0.57,0.9,0.93,0.76,0.87,0.92,0.8519,0.6348,0.7889,0.65,0.89,0.92
383,0.57,0.9,0.92,0.76,0.87,0.91,0.8483,0.6323,0.7853,0.65,0.89,0.92
384,0.57,0.9,0.93,0.76,0.88,0.91,0.8491,0.6348,0.786,0.65,0.89,0.92
385,0.56,0.9,0.92,0.76,0.87,0.92,0.849,0.6314,0.7846,0.65,0.88,0.92
386,0.57,0.9,0.92,0.76,0.87,0.91,0.8441,0.6348,0.781,0.65,0.88,0.92
387,0.56,0.9,0.92,0.76,0.87,0.91,0.8476,0.6271,0.7825,0.64,0.88,0.92
388,0.56,0.89,0.93,0.75,0.88,0.91,0.8476,0.628,0.7838,0.64,0.88,0.92
389,0.56,0.9,0.92,0.76,0.87,0.91,0.8462,0.6305,0.7824,0.65,0.88,0.92
390,0.57,0.9,0.92,0.76,0.87,0.91,0.8462,0.6323,0.7832,0.65,0.88,0.92
391,0.58,0.9,0.93,0.76,0.88,0.91,0.849,0.6438,0.7881,0.66,0.89,0.92
392,0.58,0.9,0.93,0.77,0.88,0.91,0.8483,0.6499,0.7874,0.66,0.89,0.92
393,0.59,0.89,0.93,0.75,0.88,0.91,0.8455,0.6425,0.786,0.66,0.89,0.92
394,0.58,0.89,0.92,0.75,0.88,0.91,0.8434,0.637,0.7831,0.65,0.88,0.92
395,0.57,0.89,0.93,0.74,0.88,0.91,0.8462,0.629,0.7852,0.65,0.89,0.92
396,0.58,0.89,0.93,0.76,0.88,0.91,0.8491,0.6395,0.7874,0.66,0.89,0.92
397,0.59,0.9,0.93,0.76,0.88,0.91,0.8483,0.6487,0.7888,0.66,0.89,0.92
398,0.57,0.89,0.93,0.74,0.88,0.91,0.8476,0.6264,0.7853,0.64,0.89,0.92
399,0.57,0.9,0.93,0.74,0.88,0.91,0.849,0.629,0.7853,0.65,0.89,0.92
400,0.59,0.9,0.92,0.74,0.88,0.92,0.8483,0.64,0.7888,0.66,0.89,0.92
401,0.57,0.9,0.93,0.74,0.88,0.91,0.849,0.6308,0.7874,0.65,0.89,0.92
402,0.57,0.9,0.93,0.74,0.88,0.91,0.8498,0.6308,0.7909,0.65,0.89,0.92
403,0.57,0.9,0.93,0.75,0.88,0.92,0.8519,0.6315,0.791,0.65,0.89,0.92
404,0.57,0.9,0.92,0.74,0.87,0.92,0.849,0.6246,0.786,0.64,0.89,0.92
405,0.58,0.89,0.93,0.74,0.88,0.91,0.8463,0.6319,0.7888,0.65,0.89,0.92
406,0.59,0.89,0.93,0.74,0.88,0.91,0.8498,0.6381,0.7895,0.66,0.89,0.92
407,0.58,0.89,0.93,0.74,0.89,0.91,0.8491,0.6338,0.7909,0.65,0.89,0.92
408,0.58,0.89,0.93,0.74,0.89,0.91,0.8491,0.6338,0.7909,0.65,0.89,0.92
409,0.58,0.89,0.93,0.74,0.88,0.91,0.8477,0.6326,0.7867,0.65,0.89,0.92
410,0.58,0.89,0.93,0.74,0.89,0.91,0.8491,0.6344,0.7902,0.65,0.89,0.92
411,0.58,0.89,0.93,0.74,0.88,0.91,0.8477,0.6301,0.7895,0.65,0.89,0.92
412,0.59,0.89,0.93,0.74,0.89,0.91,0.8491,0.6375,0.7924,0.65,0.89,0.92
413,0.57,0.89,0.93,0.74,0.88,0.91,0.8491,0.6264,0.7895,0.64,0.89,0.92
414,0.58,0.89,0.93,0.74,0.89,0.91,0.8477,0.6301,0.7895,0.65,0.89,0.92
415,0.59,0.89,0.93,0.74,0.89,0.91,0.8484,0.6357,0.7909,0.65,0.89,0.92
416,0.57,0.89,0.93,0.74,0.88,0.91,0.8491,0.6283,0.7888,0.65,0.89,0.92
417,0.58,0.89,0.93,0.74,0.88,0.91,0.8477,0.6301,0.7881,0.65,0.89,0.92
418,0.57,0.89,0.93,0.74,0.88,0.91,0.847,0.6228,0.7874,0.64,0.89,0.92
419,0.58,0.89,0.93,0.74,0.89,0.91,0.8484,0.6301,0.7888,0.65,0.89,0.92
420,0.58,0.89,0.93,0.74,0.88,0.91,0.8477,0.6319,0.7888,0.65,0.89,0.92
421,0.58,0.89,0.93,0.74,0.89,0.91,0.8477,0.6319,0.7888,0.65,0.89,0.92
422,0.58,0.89,0.93,0.73,0.89,0.91,0.8477,0.6313,0.7909,0.65,0.89,0.92
423,0.58,0.89,0.93,0.74,0.88,0.91,0.8477,0.6326,0.7895,0.65,0.89,0.92
424,0.58,0.89,0.93,0.73,0.88,0.91,0.8498,0.6257,0.7895,0.64,0.89,0.92
425,0.58,0.89,0.93,0.74,0.88,0.91,0.8484,0.6344,0.7895,0.65,0.89,0.92
426,0.58,0.89,0.93,0.74,0.88,0.91,0.8491,0.6301,0.7895,0.65,0.89,0.92
427,0.57,0.89,0.93,0.74,0.88,0.91,0.8477,0.6264,0.7881,0.64,0.89,0.92
428,0.58,0.89,0.93,0.73,0.88,0.91,0.8441,0.6276,0.786,0.65,0.89,0.92
429,0.58,0.89,0.93,0.74,0.88,0.91,0.8441,0.6326,0.7874,0.65,0.89,0.92
430,0.58,0.89,0.93,0.74,0.88,0.91,0.8484,0.6301,0.7874,0.65,0.89,0.92
431,0.58,0.89,0.93,0.74,0.88,0.91,0.8491,0.6319,0.7902,0.65,0.89,0.92
432,0.57,0.89,0.93,0.74,0.88,0.91,0.8498,0.6308,0.7881,0.65,0.89,0.92
433,0.58,0.89,0.93,0.74,0.89,0.91,0.8484,0.6326,0.7888,0.65,0.89,0.92
434,0.57,0.89,0.93,0.74,0.88,0.91,0.8484,0.6246,0.7867,0.64,0.89,0.92
435,0.56,0.89,0.93,0.74,0.88,0.91,0.847,0.6237,0.7838,0.64,0.89,0.92
436,0.56,0.89,0.93,0.74,0.88,0.91,0.8477,0.6219,0.7867,0.64,0.89,0.92
437,0.57,0.89,0.93,0.74,0.88,0.91,0.8463,0.6246,0.7874,0.64,0.89,0.92
438,0.57,0.89,0.93,0.74,0.88,0.91,0.8463,0.6228,0.7853,0.64,0.89,0.92
439,0.56,0.89,0.93,0.74,0.88,0.91,0.8449,0.6175,0.7831,0.63,0.89,0.92
440,0.58,0.89,0.93,0.75,0.89,0.91,0.8477,0.6388,0.7909,0.66,0.89,0.92
441,0.57,0.89,0.93,0.74,0.88,0.91,0.8498,0.629,0.7902,0.65,0.89,0.92
442,0.56,0.89,0.93,0.74,0.88,0.91,0.8498,0.6211,0.7881,0.64,0.89,0.92
443,0.57,0.9,0.93,0.74,0.88,0.91,0.8534,0.6272,0.7916,0.64,0.89,0.92
444,0.57,0.89,0.93,0.74,0.88,0.91,0.8505,0.6246,0.7902,0.64,0.89,0.92
445,0.57,0.89,0.93,0.74,0.88,0.91,0.8498,0.6272,0.7881,0.64,0.89,0.92
446,0.56,0.89,0.93,0.74,0.88,0.91,0.8519,0.6211,0.7888,0.64,0.89,0.92
447,0.57,0.89,0.93,0.74,0.88,0.91,0.8484,0.6264,0.7902,0.64,0.89,0.92
448,0.57,0.9,0.93,0.75,0.88,0.91,0.8533,0.6298,0.7902,0.65,0.89,0.92
449,0.57,0.89,0.93,0.74,0.88,0.91,0.8498,0.6228,0.7874,0.64,0.89,0.92
450,0.59,0.89,0.93,0.75,0.89,0.91,0.8498,0.6425,0.7916,0.66,0.89,0.92
451,0.58,0.9,0.93,0.74,0.88,0.91,0.8519,0.6344,0.7916,0.65,0.89,0.92
452,0.58,0.89,0.93,0.74,0.88,0.91,0.8491,0.6344,0.7888,0.65,0.89,0.92
453,0.58,0.89,0.93,0.74,0.88,0.91,0.8505,0.6326,0.7909,0.65,0.89,0.92
454,0.58,0.89,0.93,0.74,0.89,0.91,0.8498,0.6338,0.7916,0.65,0.89,0.92
455,0.58,0.9,0.93,0.74,0.89,0.91,0.8512,0.6344,0.7923,0.65,0.89,0.92
456,0.58,0.89,0.93,0.74,0.88,0.91,0.8519,0.6326,0.7909,0.65,0.89,0.92
457,0.59,0.9,0.93,0.74,0.89,0.91,0.8526,0.6381,0.7938,0.66,0.89,0.92
458,0.57,0.9,0.93,0.74,0.88,0.91,0.8498,0.6283,0.7923,0.65,0.89,0.92
459,0.58,0.89,0.93,0.74,0.89,0.91,0.8505,0.6363,0.7923,0.65,0.89,0.92
460,0.58,0.89,0.93,0.74,0.88,0.91,0.8526,0.6326,0.7902,0.65,0.89,0.92
461,0.58,0.9,0.93,0.74,0.89,0.91,0.8526,0.6319,0.7938,0.65,0.89,0.92
462,0.59,0.89,0.93,0.74,0.89,0.91,0.8519,0.6381,0.7916,0.66,0.89,0.92
463,0.57,0.89,0.93,0.74,0.88,0.91,0.8534,0.6246,0.7902,0.64,0.89,0.92
464,0.58,0.9,0.93,0.74,0.89,0.91,0.8526,0.6363,0.7945,0.65,0.89,0.92
465,0.58,0.9,0.93,0.74,0.88,0.91,0.8505,0.6326,0.7909,0.65,0.89,0.92
466,0.57,0.89,0.93,0.74,0.88,0.91,0.8491,0.6283,0.7902,0.65,0.89,0.92
467,0.57,0.9,0.93,0.74,0.88,0.91,0.8534,0.6308,0.7916,0.65,0.89,0.92
468,0.57,0.89,0.93,0.73,0.89,0.91,0.8498,0.6239,0.7902,0.64,0.89,0.92
469,0.56,0.89,0.93,0.73,0.88,0.91,0.8534,0.6185,0.7902,0.64,0.89,0.92
470,0.58,0.9,0.93,0.73,0.89,0.91,0.8548,0.6276,0.7952,0.65,0.89,0.92
471,0.57,0.89,0.93,0.74,0.88,0.91,0.8519,0.629,0.7909,0.65,0.89,0.92
472,0.58,0.9,0.93,0.74,0.88,0.91,0.8512,0.6326,0.7902,0.65,0.89,0.92
473,0.57,0.9,0.93,0.74,0.88,0.91,0.8526,0.6272,0.7909,0.64,0.89,0.92
474,0.57,0.89,0.93,0.73,0.88,0.91,0.8505,0.6221,0.7888,0.64,0.89,0.92
475,0.57,0.89,0.93,0.74,0.88,0.91,0.8512,0.6283,0.7895,0.65,0.89,0.92
476,0.58,0.89,0.93,0.74,0.88,0.91,0.8519,0.6301,0.7909,0.65,0.89,0.92
477,0.57,0.9,0.93,0.74,0.88,0.91,0.854,0.6264,0.7916,0.64,0.89,0.92
478,0.57,0.9,0.93,0.72,0.89,0.91,0.8569,0.6195,0.7966,0.64,0.89,0.92
479,0.56,0.9,0.93,0.73,0.88,0.91,0.8526,0.6167,0.793,0.63,0.89,0.92
480,0.57,0.9,0.93,0.73,0.88,0.91,0.8533,0.6203,0.7923,0.64,0.89,0.92
481,0.57,0.9,0.93,0.73,0.88,0.91,0.8526,0.6203,0.7916,0.64,0.89,0.92
482,0.56,0.9,0.93,0.74,0.88,0.91,0.854,0.6211,0.7909,0.64,0.89,0.92
483,0.57,0.89,0.93,0.73,0.88,0.91,0.8526,0.6221,0.7895,0.64,0.89,0.92
484,0.57,0.89,0.93,0.73,0.88,0.91,0.8505,0.6221,0.7888,0.64,0.89,0.92
485,0.56,0.89,0.93,0.74,0.88,0.91,0.8512,0.6175,0.7867,0.63,0.89,0.92
486,0.56,0.9,0.93,0.73,0.88,0.91,0.8541,0.6167,0.7916,0.63,0.89,0.92
487,0.56,0.9,0.93,0.73,0.88,0.91,0.8526,0.6167,0.7888,0.63,0.89,0.92
488,0.57,0.9,0.93,0.73,0.88,0.91,0.8548,0.6203,0.7923,0.64,0.89,0.92
489,0.56,0.89,0.93,0.73,0.88,0.91,0.8541,0.6185,0.7895,0.64,0.89,0.92
490,0.56,0.89,0.93,0.73,0.88,0.91,0.8526,0.6185,0.7895,0.64,0.89,0.92
491,0.56,0.9,0.93,0.73,0.88,0.91,0.8519,0.6185,0.7916,0.64,0.89,0.92
492,0.57,0.9,0.93,0.73,0.89,0.91,0.8562,0.6203,0.7938,0.64,0.89,0.92
493,0.57,0.89,0.93,0.73,0.88,0.91,0.8533,0.6203,0.7909,0.64,0.89,0.92
494,0.57,0.9,0.93,0.73,0.89,0.91,0.8555,0.6239,0.7945,0.64,0.89,0.92
495,0.57,0.9,0.93,0.73,0.89,0.91,0.8519,0.6239,0.7923,0.64,0.89,0.92
496,0.57,0.9,0.93,0.73,0.88,0.91,0.8533,0.6221,0.7916,0.64,0.89,0.92
497,0.57,0.9,0.93,0.73,0.89,0.91,0.8555,0.6239,0.7945,0.64,0.89,0.92
498,0.56,0.9,0.93,0.73,0.88,0.91,0.8569,0.6149,0.7938,0.63,0.89,0.92
499,0.55,0.9,0.93,0.73,0.88,0.91,0.8562,0.6114,0.7902,0.63,0.89,0.92
