Model,F1_Score
3,0.6940114765530744
1,0.6971600802656074
2,0.6971600802656074
4,0.7575009315290814
7,0.7767865125436646
5,0.7769216097016279
6,0.7769216097016279
8,0.7792679189212453
9,0.7807395005200637
10,0.7985725585354968
11,0.799690227179127
12,0.8048888685120149
14,0.8113000576033663
13,0.8115215459374545
24,0.8123229233032494
22,0.8124289148851973
23,0.8124289148851973
21,0.814809260480842
20,0.8154279072270019
17,0.8171821445877748
18,0.8171821445877748
19,0.8185990034087305
16,0.818846246043706
15,0.8198899647293537
69,0.8202831330595698
70,0.8202831330595698
25,0.8211207691739071
27,0.8213225728344297
26,0.8217807306040176
71,0.8235842106272757
54,0.8238575998069281
73,0.8241802655007103
60,0.8245456802345571
59,0.8245456802345571
58,0.8245456802345571
72,0.8249826308470405
61,0.8250157412530192
28,0.8250743556582684
29,0.8256209293307089
55,0.825788203764359
74,0.8258389408580158
56,0.8259425860145926
63,0.826260621676071
57,0.8265262806891608
30,0.8266407106517756
75,0.8268082744698867
31,0.827423201084281
32,0.827423201084281
62,0.8274430015189098
65,0.8276023155835434
68,0.8279849733976777
67,0.8279849733976777
66,0.8279849733976777
64,0.8293331181964959
52,0.8311522544520219
80,0.8361947427676375
82,0.83634896078355
81,0.83634896078355
33,0.8365632900710731
53,0.8372055342529916
34,0.8375065987795108
35,0.8376204314281289
36,0.8378684152747884
76,0.838727755848758
77,0.8394221053854649
78,0.8394221053854649
51,0.8396681557125703
44,0.8400194547622348
79,0.8400838793133045
43,0.8408068223060723
41,0.8409757672734665
42,0.8409757672734665
38,0.8413857682370738
87,0.8414048104593492
86,0.841421832943923
40,0.841549812800646
48,0.8418029476503968
47,0.8418029476503968
46,0.8418904630825765
45,0.8423088578469135
39,0.8423781523690131
37,0.8425034382648177
89,0.8426524673327311
88,0.8426524673327311
50,0.8427523849129523
49,0.8427523849129523
85,0.8431912802815622
90,0.8433209089148609
83,0.8453620164103409
84,0.8458641923757114
97,0.8472256323863203
94,0.8485509620680959
98,0.8490030016565606
99,0.8490030016565606
93,0.8498000248588027
100,0.8499622297981706
91,0.8500145268707744
92,0.8500145268707744
95,0.8503732242970471
