Model,micro_recall,macro_recall,confusion_matrix
218,0.8555,0.8010,"[[1176, 40, 123], [12, 102, 38], [102, 94, 1144]]"
219,0.8562,0.8015,"[[1174, 44, 121], [12, 102, 38], [101, 91, 1148]]"
220,0.8552,0.7969,"[[1172, 43, 124], [12, 100, 40], [101, 90, 1149]]"
221,0.8580,0.7989,"[[1174, 39, 126], [12, 100, 40], [99, 86, 1155]]"
222,0.8573,0.7984,"[[1173, 39, 127], [12, 100, 40], [98, 88, 1154]]"
223,0.8552,0.7910,"[[1178, 38, 123], [12, 97, 43], [103, 91, 1146]]"
224,0.8562,0.7918,"[[1177, 41, 121], [12, 97, 43], [104, 86, 1150]]"
225,0.8555,0.8010,"[[1174, 40, 125], [12, 102, 38], [102, 92, 1146]]"
226,0.8569,0.7942,"[[1176, 36, 127], [12, 98, 42], [99, 89, 1152]]"
227,0.8545,0.7867,"[[1176, 41, 122], [13, 95, 44], [98, 94, 1148]]"
228,0.8555,0.7971,"[[1178, 40, 121], [12, 100, 40], [103, 93, 1144]]"
229,0.8569,0.8020,"[[1175, 42, 122], [12, 102, 38], [102, 89, 1149]]"
230,0.8569,0.7962,"[[1176, 40, 123], [12, 99, 41], [100, 89, 1151]]"
231,0.8559,0.7954,"[[1177, 39, 123], [12, 99, 41], [100, 93, 1147]]"
232,0.8594,0.7999,"[[1176, 39, 124], [12, 100, 40], [98, 85, 1157]]"
233,0.8566,0.7998,"[[1173, 41, 125], [11, 101, 40], [101, 88, 1151]]"
234,0.8573,0.8003,"[[1176, 40, 123], [11, 101, 40], [101, 89, 1150]]"
235,0.8580,0.7989,"[[1176, 37, 126], [11, 100, 41], [102, 85, 1153]]"
236,0.8598,0.8040,"[[1174, 40, 125], [11, 102, 39], [97, 85, 1158]]"
237,0.8580,0.8008,"[[1177, 40, 122], [11, 101, 40], [100, 89, 1151]]"
238,0.8615,0.8014,"[[1175, 37, 127], [12, 100, 40], [99, 77, 1164]]"
239,0.8612,0.8011,"[[1176, 37, 126], [12, 100, 40], [101, 77, 1162]]"
240,0.8647,0.8036,"[[1174, 38, 127], [11, 100, 41], [99, 67, 1174]]"
241,0.8573,0.7964,"[[1170, 43, 126], [12, 99, 41], [99, 83, 1158]]"
242,0.8612,0.8011,"[[1175, 39, 125], [11, 100, 41], [98, 79, 1163]]"
243,0.8569,0.8020,"[[1172, 41, 126], [11, 102, 39], [100, 88, 1152]]"
244,0.8559,0.8032,"[[1172, 43, 124], [11, 103, 38], [99, 93, 1148]]"
245,0.8594,0.7999,"[[1172, 41, 126], [11, 100, 41], [96, 83, 1161]]"
246,0.8580,0.8047,"[[1172, 40, 127], [11, 103, 38], [102, 84, 1154]]"
247,0.8584,0.8011,"[[1173, 40, 126], [10, 101, 41], [103, 81, 1156]]"
248,0.8608,0.8086,"[[1174, 39, 126], [11, 104, 37], [99, 82, 1159]]"
249,0.8608,0.8086,"[[1174, 39, 126], [11, 104, 37], [99, 82, 1159]]"
250,0.8608,0.8086,"[[1174, 41, 124], [11, 104, 37], [97, 84, 1159]]"
251,0.8559,0.8013,"[[1168, 44, 127], [11, 102, 39], [99, 88, 1153]]"
252,0.8576,0.8045,"[[1174, 40, 125], [11, 103, 38], [103, 86, 1151]]"
253,0.8545,0.7925,"[[1172, 42, 125], [11, 98, 43], [102, 89, 1149]]"
254,0.8598,0.8079,"[[1170, 41, 128], [11, 104, 37], [101, 79, 1160]]"
255,0.8594,0.8038,"[[1173, 40, 126], [12, 102, 38], [98, 84, 1158]]"
256,0.8598,0.8079,"[[1177, 39, 123], [11, 104, 37], [97, 90, 1153]]"
257,0.8598,0.8098,"[[1177, 37, 125], [10, 105, 37], [102, 86, 1152]]"
258,0.8573,0.8003,"[[1174, 39, 126], [11, 101, 40], [102, 86, 1152]]"
259,0.8591,0.8054,"[[1174, 40, 125], [11, 103, 38], [100, 85, 1155]]"
260,0.8587,0.8071,"[[1173, 38, 128], [12, 104, 36], [100, 86, 1154]]"
261,0.8587,0.8071,"[[1177, 37, 125], [11, 104, 37], [101, 89, 1150]]"
262,0.8601,0.8081,"[[1177, 38, 124], [11, 104, 37], [100, 86, 1154]]"
263,0.8584,0.8108,"[[1174, 40, 125], [11, 106, 35], [100, 90, 1150]]"
264,0.8594,0.8038,"[[1174, 36, 129], [11, 102, 39], [97, 86, 1157]]"
265,0.8612,0.8069,"[[1177, 34, 128], [11, 103, 38], [103, 79, 1158]]"
266,0.8587,0.8071,"[[1176, 38, 125], [10, 104, 38], [102, 87, 1151]]"
267,0.8601,0.8081,"[[1175, 35, 129], [12, 104, 36], [98, 86, 1156]]"
268,0.8598,0.8098,"[[1175, 41, 123], [10, 105, 37], [98, 88, 1154]]"
269,0.8580,0.8086,"[[1174, 41, 124], [10, 105, 37], [100, 90, 1150]]"
270,0.8591,0.8093,"[[1173, 39, 127], [10, 105, 37], [97, 89, 1154]]"
271,0.8615,0.8111,"[[1174, 35, 130], [9, 105, 38], [99, 81, 1160]]"
272,0.8612,0.8089,"[[1175, 38, 126], [10, 104, 38], [94, 87, 1159]]"
273,0.8626,0.8079,"[[1176, 36, 127], [10, 103, 39], [98, 79, 1163]]"
274,0.8626,0.8138,"[[1174, 38, 127], [10, 106, 36], [100, 78, 1162]]"
275,0.8594,0.8057,"[[1174, 38, 127], [11, 103, 38], [100, 84, 1156]]"
276,0.8619,0.8152,"[[1176, 37, 126], [10, 107, 35], [102, 81, 1157]]"
277,0.8601,0.8120,"[[1175, 38, 126], [11, 106, 35], [100, 86, 1154]]"
278,0.8615,0.8130,"[[1177, 36, 126], [10, 106, 36], [103, 81, 1156]]"
279,0.8629,0.8160,"[[1179, 37, 123], [10, 107, 35], [100, 83, 1157]]"
280,0.8605,0.8123,"[[1174, 34, 131], [10, 106, 36], [100, 84, 1156]]"
281,0.8626,0.8099,"[[1177, 34, 128], [11, 104, 37], [102, 77, 1161]]"
282,0.8626,0.8157,"[[1177, 36, 126], [10, 107, 35], [101, 81, 1158]]"
283,0.8622,0.8116,"[[1175, 34, 130], [11, 105, 36], [101, 78, 1161]]"
284,0.8633,0.8220,"[[1176, 37, 126], [8, 110, 34], [101, 81, 1158]]"
285,0.8601,0.8120,"[[1178, 38, 123], [10, 106, 36], [100, 89, 1151]]"
286,0.8644,0.8170,"[[1179, 35, 125], [9, 107, 36], [102, 77, 1161]]"
287,0.8615,0.8150,"[[1177, 37, 125], [9, 107, 36], [100, 85, 1155]]"
288,0.8619,0.8094,"[[1178, 36, 125], [11, 104, 37], [101, 81, 1158]]"
289,0.8651,0.8155,"[[1177, 35, 127], [11, 106, 35], [99, 75, 1166]]"
290,0.8626,0.8118,"[[1178, 37, 124], [11, 105, 36], [101, 80, 1159]]"
291,0.8619,0.8133,"[[1176, 37, 126], [10, 106, 36], [101, 81, 1158]]"
292,0.8658,0.8160,"[[1176, 35, 128], [10, 106, 36], [100, 71, 1169]]"
293,0.8658,0.8180,"[[1179, 32, 128], [9, 107, 36], [101, 74, 1165]]"
294,0.8640,0.8128,"[[1179, 32, 128], [11, 105, 36], [102, 76, 1162]]"
295,0.8640,0.8187,"[[1178, 33, 128], [9, 108, 35], [98, 82, 1160]]"
296,0.8665,0.8126,"[[1179, 36, 124], [11, 104, 37], [98, 72, 1170]]"
297,0.8633,0.8162,"[[1179, 34, 126], [10, 107, 35], [99, 83, 1158]]"
298,0.8633,0.8162,"[[1179, 34, 126], [10, 107, 35], [99, 83, 1158]]"
299,0.8665,0.8146,"[[1179, 31, 129], [11, 105, 36], [100, 71, 1169]]"
300,0.8651,0.8155,"[[1180, 32, 127], [9, 106, 37], [100, 77, 1163]]"
301,0.8640,0.8109,"[[1178, 34, 127], [10, 104, 38], [97, 79, 1164]]"
302,0.8672,0.8151,"[[1181, 33, 125], [9, 105, 38], [97, 74, 1169]]"
303,0.8654,0.8138,"[[1175, 31, 133], [10, 105, 37], [97, 73, 1170]]"
