Model,F1_Score
223,0.8728461973810684
147,0.872846340809948
110,0.87291839061186
163,0.8729257502202991
22,0.873023996294947
112,0.8730493238192505
115,0.8730771355247892
191,0.8731243477951751
202,0.8732688342757614
174,0.8734172908867085
153,0.8734242746893152
194,0.8735470767003941
224,0.8736079244464457
109,0.8737373848567977
143,0.8738856960784281
189,0.8738957827745613
172,0.8738989116055637
205,0.8739515526954198
170,0.8739670034143695
190,0.8740421263595946
139,0.8741738513946845
135,0.8741980648715447
240,0.8742278590999646
137,0.8742648441352577
146,0.8743241092756718
105,0.8743973704189568
132,0.8743978902947552
199,0.8744412562589424
241,0.8744435268520033
118,0.8745865202674233
217,0.8745869919130032
187,0.8746077241680291
186,0.8746084311976149
221,0.8746090142303918
222,0.874769349363347
185,0.8747706095932135
21,0.8748556475167598
130,0.874872333674071
121,0.8749230856978014
247,0.8749431057041411
26,0.8749549632576245
162,0.8749834622084702
173,0.8749973147290651
164,0.875035552506138
229,0.875065991202325
169,0.8752760748140461
168,0.8753605674150962
113,0.8753742628072853
145,0.8754392262431465
181,0.8754909243499688
171,0.8755924189409835
128,0.8755973192492621
133,0.875840417324265
179,0.8758834602773696
245,0.8759942396398549
266,0.8760660478472152
213,0.876072154564791
141,0.8760797194069283
120,0.876092178865266
195,0.876092311421264
178,0.876156419671546
182,0.8761615150695216
228,0.876172367978662
196,0.8762093142835752
124,0.8762377507240956
184,0.876339757843102
140,0.8763447347478115
129,0.8763476363918136
215,0.8765060686799565
122,0.8765634481132458
242,0.8767207872128839
193,0.8769897438402277
220,0.8770067734945952
212,0.8770199474847729
218,0.8770224699136336
134,0.8770903691360239
231,0.8771145683231582
208,0.8771384280823089
226,0.8771811714771938
175,0.8771872665879539
125,0.8771885939899033
127,0.877325166301719
219,0.8773315656686989
144,0.8775323368809727
136,0.8775514479941046
250,0.8777209318538097
207,0.8778355600041509
138,0.8779258631851646
210,0.8779342408050932
142,0.8779369711408702
198,0.8779376897693133
244,0.8780058319223522
204,0.8780323365968812
177,0.878067130477454
257,0.8780779472719543
206,0.878092734708303
27,0.8781914551582646
246,0.8783126296154928
253,0.8783190170044427
282,0.8783689209447892
230,0.8783718776054805
263,0.8784754515604783
270,0.8784792058193165
260,0.8785489447117079
227,0.8786160104209852
180,0.8786411894753868
197,0.8787325621212868
183,0.8788488843973074
273,0.8789068767857685
262,0.8791029957848263
333,0.8791672829959846
239,0.8792558995120093
31,0.879294311369715
296,0.8794693252178781
252,0.879565283372323
233,0.879819692465014
249,0.8798218271478082
265,0.879872266713604
256,0.8798900689649398
36,0.8799153549442311
30,0.880145258715374
34,0.8801602272933016
225,0.880210140508916
261,0.8802924073568895
126,0.8803010739630571
288,0.8803861858059948
238,0.8803872189804973
337,0.8806222610110589
259,0.8806343034909138
313,0.8806694058999075
32,0.8806702398141764
342,0.8806801717873857
280,0.8807655224310852
235,0.8809517957246717
216,0.8810621297411737
278,0.8811611547813272
28,0.881200831850323
209,0.8812183953678023
339,0.8812472589248823
264,0.8813636646200843
268,0.8813952670642562
211,0.8815906029089163
275,0.8816448254480873
295,0.8816963222090402
29,0.8816983586863453
335,0.8817382607929768
355,0.8817686580735656
330,0.8819119489661947
272,0.8819626579186234
274,0.8822212094552986
326,0.8823434428213103
351,0.8824535674798648
331,0.8825068753785026
336,0.8825406787585623
269,0.8825738090247519
254,0.8825745669248977
309,0.8826015481955983
317,0.8826539930120709
232,0.8827983975038028
45,0.8828706494720864
311,0.8828780164097245
364,0.882880798230944
287,0.8829067365463643
243,0.8829123475754321
307,0.8829533149511677
290,0.8830459591611057
310,0.8831222040490715
237,0.8832437074583961
293,0.8833171612988157
349,0.8833592792057622
251,0.8833847076479998
346,0.8833966117523343
383,0.8834005734018553
255,0.8834371865794928
284,0.8834579337716637
304,0.8835623454431859
277,0.8835929544453266
356,0.8836809964326742
308,0.8836921558661307
376,0.8837336866486593
35,0.8837457532841869
365,0.8837687341048669
386,0.8838671562362829
358,0.8839240668276346
382,0.8840020505293763
324,0.8840599211173095
236,0.8840617040123897
297,0.8841452547757392
372,0.8841996239450673
341,0.8842782355698007
320,0.8843337926669391
283,0.8844519516669244
312,0.8844623931520135
37,0.8844919811471382
47,0.8845003254470595
388,0.8845038884400847
360,0.8845218239920574
475,0.8845282768862684
379,0.8846034776815735
334,0.884674176173553
286,0.8847393349001361
368,0.884767748048371
357,0.8848492898045518
369,0.8848894822068616
352,0.8850180156729365
234,0.8850386011705869
380,0.8850961304966782
40,0.885107148209972
294,0.8851220406495981
298,0.8851575652905497
332,0.8852258203596332
325,0.8852608313763373
323,0.8852820814165764
316,0.8853476308597651
361,0.8853629995217601
378,0.8854175977616555
271,0.8854308082136737
44,0.885509633104261
318,0.8855300473475876
344,0.8855801850707157
375,0.8856009875440106
322,0.8856067552465161
425,0.8856313429592252
354,0.8856934843450545
347,0.8856951113961797
50,0.8857991092130675
327,0.8858131011641756
321,0.8858295507892273
289,0.8858312848728969
348,0.8858526364091946
319,0.8858861230742696
46,0.8859130032404453
384,0.8859177475834262
493,0.8860069184416476
279,0.8860097045031078
258,0.8860224309117659
466,0.8860487757980415
345,0.8860555913259753
276,0.8860576207830105
418,0.886059898053116
362,0.8860745388984476
389,0.8861117852824452
484,0.8861585263927286
482,0.886219012280998
481,0.8862278708920245
385,0.8862738784272266
359,0.8863698282559614
350,0.886375468274942
329,0.8864086052983463
314,0.8864123097566734
338,0.8864134121621484
281,0.886437678321597
381,0.8865503405465105
328,0.8865701203341451
363,0.8865822075109371
292,0.8866176840053462
419,0.8866726919652985
373,0.8867502030074589
48,0.8867508285388418
353,0.8867620303586788
370,0.886763274116628
248,0.8867790267534241
377,0.8867868419347479
315,0.8867991939338098
267,0.8868506584537535
340,0.8868969095021992
432,0.8869332198549581
480,0.8869575093729059
457,0.8870543448384298
390,0.8870648502879167
403,0.8870651591514989
469,0.8870885764628442
39,0.887105158479295
300,0.8872136017402359
409,0.887267354960309
431,0.8872945327907821
461,0.8872988704626795
291,0.88731629241128
391,0.887391265769755
424,0.8873964904232392
366,0.8875625945203796
299,0.887567431489424
302,0.887567431489424
433,0.8875817997391531
458,0.8876040294817181
468,0.8876141643915648
417,0.8876221827409918
371,0.8876409789443787
438,0.8877021278327248
343,0.8877829960684843
41,0.8877835278193337
285,0.8878377413412244
305,0.8878478316003623
465,0.8878784814881691
303,0.8879114027599516
436,0.8879170177098732
495,0.8879253463158667
42,0.8879407227464546
49,0.8879922205447092
33,0.8879946567263295
479,0.8880010466746466
471,0.8880010466746466
367,0.8880406148227777
395,0.8880969668774229
374,0.888133681508022
483,0.888158337133219
472,0.8882337960208425
456,0.8883702993314387
498,0.8883881279224424
491,0.8883960075048564
301,0.8884144747865098
494,0.8884297873628888
412,0.888477787144522
387,0.8884889984623797
478,0.8885271529584722
459,0.8885945661647757
392,0.8886336215860573
447,0.8887832515414172
394,0.8888707393886963
414,0.8888840372448159
405,0.8889186861214936
397,0.8889354915734857
454,0.8889543640212698
439,0.8889668589880839
453,0.8890511834807872
429,0.8890583979957088
427,0.8890944848643568
428,0.889134605676308
437,0.8891357224793462
497,0.8891655948434383
449,0.8892269064794796
492,0.8892643449063643
499,0.8892887046009671
489,0.8892940306600521
435,0.8892995301948744
422,0.8893227167665461
398,0.8894294491364101
38,0.8894671890038217
476,0.8895372143704724
411,0.8896034325641018
423,0.8896090274109542
434,0.8896163481398969
396,0.8896575689427383
421,0.8896575689427383
43,0.8896843002369454
306,0.8896929388135025
474,0.8897399051608489
404,0.8897415783254208
420,0.8897521720919621
488,0.8897971402500933
399,0.889839218363489
406,0.8898769082821809
464,0.8899549964738561
413,0.8899914306522771
448,0.890025319501084
440,0.8900608432086956
430,0.8900615865775753
477,0.8900879567868414
401,0.8901825642996416
473,0.8902327067320538
426,0.8902433786796123
470,0.8902579000741595
450,0.8902590133594724
415,0.8902590133594724
416,0.8902865550129778
402,0.8902882474201522
460,0.8903149993292374
467,0.8903257260872225
400,0.890418322645254
463,0.8904922001547171
407,0.8906359855300533
487,0.8907605720873745
462,0.8907955421558928
455,0.890807752103031
485,0.8908153817323623
441,0.8908921927888934
444,0.8909755162889846
486,0.8909850862756084
442,0.8909944547269358
408,0.8910284667532208
393,0.8910699143331733
410,0.8912199594184864
443,0.8918846665195811
446,0.8918958881838605
445,0.8919366798249743
451,0.8924720631360341
452,0.8925099188602877
490,0.893298223884136
496,0.8938529768725934
