Model,ROC_AUC_Score
1,0.8206834022470485
2,0.8206834022470485
3,0.8234218222642143
5,0.8596264994941961
4,0.8709216094755184
60,0.8846322054334671
61,0.8857868835532255
62,0.8861346965156529
72,0.8866659612006397
54,0.8875251270327738
69,0.8876610251873371
59,0.8878493590721366
67,0.8879139112913871
64,0.889089963002878
63,0.8897300677002941
65,0.8905988603570333
74,0.8910906503555882
68,0.8913405817400948
75,0.891811671590751
56,0.8924947679158549
66,0.8925288409960729
55,0.8925974839893923
71,0.8935279059235876
70,0.8948031579895813
73,0.8949294684306154
57,0.8960397267573145
8,0.8963220298902485
15,0.8965173139354131
58,0.8965459744094276
9,0.8966562676427617
17,0.8995978868090271
16,0.8999117091911616
7,0.9001331475459463
14,0.9008734230414298
52,0.9010775571896814
13,0.9021888134599202
12,0.9024650837094352
6,0.9029118831376703
81,0.9058632427951044
79,0.907726290939274
53,0.9081686372048802
76,0.9082127514426608
78,0.9082816767690576
19,0.909062011783776
18,0.9091238182832936
51,0.9102764766826612
82,0.910301179604708
11,0.9103449290094866
10,0.9110981307154726
77,0.9124821800161568
80,0.9131807044383836
83,0.9137472711469188
87,0.9142629885682236
84,0.914393397727764
88,0.9144207278140956
90,0.9146390947272208
89,0.9170129787415658
85,0.917735876086139
86,0.9182194399254856
25,0.9191176777221944
99,0.9194555827491604
97,0.9202675800129496
20,0.9204453392406702
22,0.9206574349372588
27,0.921071212395434
26,0.9212668081069828
94,0.9213012136313442
23,0.921462433762949
95,0.9214822893560576
152,0.922035170243668
149,0.9223412969105574
21,0.9226278765951696
24,0.9227157005155426
92,0.922732078889582
108,0.9229989795920364
91,0.9235829067292756
155,0.9235874069474176
50,0.923777606552748
30,0.9241766745798152
29,0.9242975296369064
93,0.9243725459022252
49,0.9244792867498912
167,0.9245137497186448
160,0.9245739104974324
159,0.9245839565438796
151,0.9246547873129928
48,0.924707897709284
150,0.924754405056006
101,0.9249085399718128
96,0.924935048725556
46,0.92508294970257
102,0.9251324600465696
98,0.9252075679784716
28,0.9252883384607954
161,0.9254322598858624
154,0.9255355400144436
114,0.9255726396196956
192,0.9256474392463216
45,0.9256632113986883
200,0.9256956729803676
47,0.9257587756453768
166,0.925764788973258
203,0.925872032153802
41,0.9259148428927648
106,0.9259476803074363
104,0.9260150790796616
43,0.9261091742165708
147,0.9262600299131284
44,0.9262655635192224
153,0.926357140269526
148,0.9264860424304326
157,0.9264881562618492
42,0.9265466817087864
190,0.9266978502939492
36,0.9267000337919694
143,0.9267305245421024
197,0.9268005352008482
194,0.926807128472648
156,0.926826742065976
201,0.926840176720462
