Model,Recall
1,0.6079123984457788
2,0.6079123984457788
3,0.6100317908866125
4,0.7128223242670434
5,0.7548569410102437
6,0.8060755916637231
7,0.813846697280113
8,0.817732250088308
9,0.8276227481455316
10,0.8410455669374779
11,0.8442246555987284
12,0.8452843518191452
13,0.8519957612151183
14,0.8537619215824797
15,0.8537619215824797
17,0.8551748498763688
19,0.8565877781702579
16,0.8569410102437302
18,0.8576474743906747
53,0.8654185800070646
74,0.8657718120805369
60,0.8657718120805369
82,0.8668315083009537
72,0.8668315083009537
73,0.8668315083009537
75,0.8668315083009537
79,0.8671847403744259
71,0.8671847403744259
68,0.8675379724478983
78,0.8675379724478983
25,0.8675379724478983
69,0.8675379724478983
55,0.8678912045213706
62,0.8678912045213706
77,0.8682444365948428
52,0.8682444365948428
56,0.8685976686683151
54,0.8685976686683151
20,0.8685976686683151
61,0.8685976686683151
65,0.8685976686683151
66,0.8685976686683151
23,0.8685976686683151
24,0.8685976686683151
51,0.8689509007417874
67,0.8693041328152596
22,0.8696573648887319
63,0.8696573648887319
58,0.8696573648887319
57,0.8696573648887319
76,0.8700105969622042
70,0.8700105969622042
81,0.8703638290356764
21,0.8707170611091487
80,0.8714235252560932
84,0.8717767573295655
26,0.8717767573295655
59,0.8721299894030378
88,0.8721299894030378
95,0.8731896856234546
99,0.8735429176969269
85,0.8742493818438715
83,0.8742493818438715
87,0.8742493818438715
91,0.8742493818438715
64,0.8746026139173437
86,0.874955845990816
90,0.874955845990816
97,0.8756623101377605
89,0.8760155422112328
27,0.8767220063581773
94,0.8767220063581773
108,0.8774284705051218
31,0.8774284705051218
155,0.8781349346520664
92,0.8784881667255386
93,0.8784881667255386
34,0.8788413987990109
98,0.8788413987990109
96,0.8788413987990109
30,0.8791946308724832
36,0.8791946308724832
28,0.8795478629459554
103,0.8795478629459554
160,0.8795478629459554
102,0.8795478629459554
32,0.8795478629459554
192,0.8795478629459554
131,0.8795478629459554
161,0.8799010950194278
111,0.8799010950194278
104,0.8802543270929001
107,0.8802543270929001
188,0.8802543270929001
29,0.8802543270929001
117,0.8806075591663723
156,0.8806075591663723
159,0.8809607912398446
151,0.8809607912398446
123,0.8809607912398446
106,0.8813140233133169
167,0.8813140233133169
110,0.8813140233133169
201,0.8813140233133169
158,0.8813140233133169
149,0.8813140233133169
119,0.8816672553867891
112,0.8816672553867891
109,0.8816672553867891
101,0.8816672553867891
100,0.8816672553867891
150,0.8816672553867891
176,0.8816672553867891
166,0.8820204874602614
203,0.8820204874602614
202,0.8820204874602614
157,0.8820204874602614
165,0.8823737195337337
114,0.8823737195337337
116,0.8823737195337337
214,0.8823737195337337
152,0.8823737195337337
163,0.8823737195337337
172,0.8823737195337337
223,0.8827269516072059
35,0.8827269516072059
191,0.8827269516072059
154,0.8827269516072059
115,0.8827269516072059
200,0.8827269516072059
174,0.8827269516072059
199,0.8830801836806782
118,0.8830801836806782
147,0.8830801836806782
170,0.8830801836806782
241,0.8830801836806782
189,0.8830801836806782
221,0.8830801836806782
164,0.8834334157541505
185,0.8834334157541505
148,0.8834334157541505
205,0.8834334157541505
224,0.8834334157541505
217,0.8834334157541505
37,0.8834334157541505
105,0.8834334157541505
139,0.8834334157541505
45,0.8834334157541505
181,0.8837866478276227
213,0.8837866478276227
137,0.8837866478276227
135,0.8837866478276227
194,0.8837866478276227
120,0.8837866478276227
121,0.8837866478276227
247,0.884139879901095
187,0.884139879901095
162,0.884139879901095
222,0.884139879901095
113,0.884139879901095
240,0.884139879901095
130,0.884139879901095
132,0.884139879901095
229,0.884139879901095
153,0.884139879901095
190,0.884139879901095
179,0.8844931119745673
178,0.8844931119745673
245,0.8844931119745673
171,0.8844931119745673
168,0.8844931119745673
169,0.8844931119745673
146,0.8844931119745673
47,0.8848463440480395
186,0.8848463440480395
133,0.8848463440480395
184,0.8848463440480395
182,0.8848463440480395
143,0.8848463440480395
228,0.8848463440480395
122,0.8848463440480395
40,0.8848463440480395
145,0.8848463440480395
124,0.8848463440480395
141,0.8848463440480395
226,0.8851995761215118
193,0.8851995761215118
195,0.8851995761215118
196,0.8851995761215118
173,0.8851995761215118
220,0.8851995761215118
128,0.8851995761215118
215,0.8851995761215118
212,0.8851995761215118
266,0.885552808194984
244,0.885552808194984
208,0.885552808194984
250,0.885552808194984
127,0.885552808194984
129,0.885552808194984
140,0.885552808194984
