Model,Precision
60,0.8462745010616979
75,0.8465390885522623
74,0.8474258149736483
79,0.8480262489415966
82,0.8481421303442737
56,0.8485160040587612
73,0.8485467225307842
55,0.8485967962232622
78,0.8489821553506736
71,0.8491638314844977
62,0.8493013826106978
68,0.8494243101501797
69,0.8494977539208867
72,0.8497186032434854
61,0.8499099878746964
54,0.849994493638505
65,0.8499951785423165
57,0.850391256632118
58,0.8510267036706232
63,0.8511369147738744
81,0.8512402649754818
53,0.8514580874287739
77,0.8514899108586618
66,0.8520131838288284
67,0.8524227397613009
76,0.8524625270348638
70,0.8530839515467106
52,0.853112687677214
80,0.8533850035505915
5,0.854357435818591
59,0.8549633460757814
84,0.8554441993093087
88,0.8557693698658824
99,0.8566563787113829
64,0.8568704438453959
51,0.8577968733993273
90,0.8583062033845636
95,0.8588184089361306
9,0.8589974055445077
85,0.8590212501476688
8,0.8593937727536274
15,0.8595384938310356
87,0.8596109036960162
86,0.8604406102353733
91,0.8605561482418728
83,0.861308728490789
16,0.861684587018458
89,0.8620130379963689
19,0.8631979388122886
97,0.864116686748784
17,0.8649006560414485
12,0.8651970003569494
11,0.8654413806323629
18,0.8658982530605739
13,0.8659075174939814
7,0.865925812770354
94,0.8659396468669264
10,0.8662922222972264
108,0.8676972792003664
14,0.86786081089204
6,0.8679244662764237
93,0.8690487140857305
92,0.8701031265084875
96,0.8705093824190407
155,0.8706553505162004
98,0.8712164237353909
4,0.8714535168542753
160,0.87148433713699
161,0.8715606263348493
188,0.8716898013531995
102,0.8717880797506113
192,0.8719900295307856
104,0.8729894093813682
103,0.8730281725822829
111,0.873348858550535
107,0.8735108223352012
158,0.8745021584404301
159,0.8745382973943824
156,0.8746276473653617
100,0.8746279859681162
109,0.8746456221561809
167,0.8747263234574766
117,0.8747790699423283
149,0.8749127938520166
166,0.8749158421899725
106,0.8749706183308127
101,0.8750528774232924
152,0.8750753818140651
151,0.8751459217821178
112,0.8752120935685046
201,0.8753107802118548
131,0.8753608001955026
176,0.8757928081481483
223,0.8758948943631508
189,0.8759025796877058
150,0.8760204159883417
172,0.8761429536485202
200,0.8761512261680567
165,0.876413497831784
119,0.8765347279963951
24,0.8765820557460205
163,0.8766069117282721
123,0.8766248932877543
154,0.8766342916708827
157,0.8766470270922395
110,0.8768303973153274
194,0.8768958543589798
202,0.8769063317411687
116,0.8770651693434133
203,0.8770820699458526
23,0.8770935397000491
199,0.8772756767628614
214,0.8773597390125868
115,0.8773772876184817
25,0.8773988801742618
174,0.8774100731907659
185,0.877505221841238
217,0.8775180180807985
181,0.877626107285886
191,0.8776702064522725
114,0.877704484996173
190,0.8778123683088593
105,0.8778666620912989
221,0.8779596604800022
187,0.8779735766889544
22,0.8779812460441357
153,0.8783872359184856
241,0.8783910027668917
147,0.8785297978467738
170,0.8785939613051764
20,0.878666352087869
118,0.8788325718581564
148,0.8790382243219775
164,0.879092931022432
169,0.8790984402045289
229,0.879235431398892
196,0.8792710330263539
240,0.8793637130835481
222,0.879401612690666
220,0.8794061838360786
186,0.8795210030493673
26,0.8795226430896335
162,0.8795705726775
184,0.8796305081220743
213,0.8796530328474427
205,0.8796591316190198
224,0.8797622596934701
139,0.8797646974164806
178,0.8799113581127468
27,0.879953389227366
182,0.8799934208831345
132,0.88004698408481
168,0.880083484762295
226,0.8800925507181674
247,0.8800971488445785
173,0.8801086496279951
195,0.8801218317511208
121,0.8801520876212526
171,0.8802255751486191
113,0.88027992552885
135,0.8803466300637511
137,0.8806420598150544
120,0.8806958430692124
36,0.8807124069165129
133,0.8808321988209931
228,0.880907905118206
122,0.8809188761375025
193,0.8810076789158057
266,0.8810177162533062
141,0.8810348494117839
245,0.8810954071618918
215,0.8811098805736872
21,0.8812373923636602
30,0.8812376218156323
212,0.8812565345761872
179,0.8812647252160719
208,0.8813159526566398
140,0.8815172466144567
124,0.8816200803974238
34,0.8817186050819213
31,0.8817335047771456
143,0.8817886816226086
198,0.8819512915029085
207,0.881976850612595
32,0.8819959483333675
244,0.8820927244761962
204,0.8821137216167932
146,0.8821642176938385
250,0.8821671660185939
145,0.8822214477958411
282,0.8822805866662417
177,0.8823215918301529
45,0.8823701488880689
180,0.8824608355154901
333,0.8826103432736204
175,0.8827630064871059
183,0.882814393516733
130,0.8828337399980555
129,0.8828645279965371
231,0.8829349698537997
125,0.8829432218032974
233,0.8829829978417352
227,0.8830092344339816
144,0.8830669735421541
270,0.8830794311449185
219,0.883130373911898
218,0.8831335443313112
127,0.883179770918633
210,0.883185132305156
337,0.8832066976348744
28,0.8833367660071946
206,0.8833487159059312
242,0.883409054581374
29,0.8835015050621652
339,0.8836120515364665
197,0.883646342794598
246,0.8836627601092717
142,0.8839798439792323
342,0.8839805755475905
263,0.8840174048558234
138,0.8840552893223237
230,0.8840668623824367
47,0.8841840717721413
136,0.8841863144326403
257,0.8841929232032743
128,0.8842534483819763
273,0.8843341032207626
331,0.8845401874693918
253,0.8846557453159232
330,0.8846727973939595
126,0.8847516402786244
296,0.8847559125443766
239,0.8847662447626031
260,0.8847827691968617
252,0.8848441857202183
35,0.884951971285235
265,0.8849616058802294
134,0.8849627833091228
211,0.8850373663537402
262,0.8851014854793928
44,0.8852004539994278
335,0.8852758783390584
50,0.8853778463782366
40,0.8853790499571011
209,0.8853812087378038
336,0.88540259014419
355,0.8854998199771716
288,0.8856183735155916
326,0.8857070176556933
256,0.8857401788440746
261,0.8857530926508304
364,0.8857532267491501
37,0.8857609920410419
46,0.8859202047277784
351,0.8859908993263708
268,0.8860161353531658
225,0.8860533628926156
259,0.8860564321622052
249,0.8861194638484113
275,0.8861373611719927
280,0.8861653985461434
1,0.8861801450503191
2,0.8861801450503191
365,0.8861882267253357
264,0.8862070227872073
48,0.886261672596835
349,0.8862887956014711
3,0.8863284694394474
313,0.8863655515226494
309,0.8863958457012745
216,0.8865222065820363
307,0.8865448644650031
272,0.8866444382489153
238,0.8866859254784567
295,0.8867395068871059
358,0.886741182506441
379,0.8868934158597491
386,0.886907542576439
243,0.8869283780791413
311,0.8869628581537866
320,0.886969084966132
278,0.8870224436037112
376,0.8870441316705897
383,0.88714214543645
372,0.8871566179229211
324,0.8871760400144976
234,0.8871821884515314
356,0.8871856540429579
382,0.8873616845384097
368,0.8874516376952676
290,0.8875770441490267
304,0.8875799620303606
317,0.8876122816466812
251,0.8876414432271631
39,0.8876517526167328
346,0.8876872035992185
360,0.8878752701406973
475,0.8879066356089295
49,0.8879649778620444
235,0.887980577219608
293,0.888091530266744
274,0.8881368265492695
232,0.8881422990020971
287,0.8881654086874603
380,0.888184009625322
254,0.8882131606431833
325,0.8882616124724843
388,0.8883026158048514
297,0.8883200228620911
308,0.8883258223608095
369,0.888369415773663
378,0.8883849255333064
323,0.8883926201313405
334,0.8884514204947729
283,0.888459764321848
269,0.8885164610611167
341,0.8885219716232368
312,0.8885280445651522
327,0.8885420870335546
321,0.8885597505064347
332,0.8885735550399914
322,0.8886179129660312
236,0.8886236958881878
284,0.8886497926730903
42,0.8886511307625499
310,0.8886539280355072
375,0.8886773951488474
357,0.8886817049356436
352,0.8887485695333432
41,0.8887563649360072
384,0.8887595714474815
237,0.8887942570367244
418,0.8887975693290612
425,0.8889919222845191
277,0.8890382898381565
361,0.8890389139755522
344,0.8890457567368164
484,0.8891288322666674
466,0.889190952883012
329,0.8892045052397324
33,0.8892995420561092
354,0.8893177638617195
457,0.8893665394581335
481,0.889371058878128
348,0.8893730243665254
390,0.8894062818897205
493,0.8894343397181519
255,0.8894481172249252
347,0.8894606424498169
319,0.8896089789427473
338,0.889609611782155
385,0.8896561669639963
286,0.8896664231339891
389,0.88968279869662
328,0.8897029880355283
316,0.8897221522168397
461,0.8897233670317017
294,0.8897320971925881
345,0.8897583339340244
480,0.8898450027122614
482,0.8898549511323322
318,0.8898672964973668
38,0.8898856783842187
289,0.8899069163675712
362,0.8899114181198647
276,0.8899221951123173
419,0.8899742986151324
370,0.8900244770438444
417,0.890027233157034
403,0.8901129209141193
377,0.8901179608524196
315,0.8901556428813668
292,0.890162766352499
469,0.8901912248274043
433,0.8902293053709996
258,0.8902693708583241
314,0.890278353053868
363,0.8902954826684544
43,0.8903550006502222
431,0.8903589513046922
409,0.8903713545781354
359,0.8903759971594299
424,0.8904026225932193
279,0.890408525477769
340,0.8904194964236076
373,0.8904643206236029
353,0.8905101264919205
465,0.8905338306515302
495,0.8905440405763186
381,0.8906221103700352
367,0.8906350054873753
350,0.8906461904959502
491,0.8906705401266292
458,0.8906757159695969
432,0.8906919795075909
271,0.8906936769443325
391,0.8907335432279853
468,0.8907382526195483
472,0.8908437855193057
374,0.8908698495743891
371,0.8908700707156026
412,0.8909226283236715
366,0.8909355261234948
494,0.8910397324056086
298,0.8911022836012878
471,0.8911031073388402
479,0.8911031073388402
267,0.8912307774567525
436,0.8912911484891936
422,0.8913365496905057
427,0.8913417902074172
343,0.8913646275953621
483,0.8913799385125056
447,0.8914138766492845
438,0.8914301992815564
281,0.891480209482602
395,0.8914994075240822
302,0.8915088860970752
299,0.8915088860970752
489,0.8915378926771781
498,0.8915824812607744
392,0.8916160785905128
300,0.8916733502269909
414,0.8916787552006711
303,0.8917457311967787
429,0.8918040240221797
492,0.8918060769392285
397,0.8918396785010029
456,0.8919327310355216
248,0.8919513371499153
454,0.8919605248671515
459,0.891965258071241
449,0.8920118523002156
478,0.8920420237358154
291,0.8920505883035916
428,0.8920738471217766
423,0.8921036453353081
387,0.8921346302773316
405,0.8921524935617037
453,0.8921637810991216
434,0.8921978302741794
499,0.8922132984796479
413,0.8922267828937337
406,0.8922352171281834
497,0.8922392488160742
420,0.8922540748954558
435,0.8922551909045535
476,0.8923077848001316
439,0.8923533022223935
394,0.8923562444564275
285,0.89248224898468
477,0.8924960239215561
437,0.8925369662232545
305,0.8925452101758228
401,0.8925839572301879
448,0.892686469455089
430,0.8927358510691887
301,0.8927462132428644
440,0.8927532644577325
306,0.8927574475872573
470,0.8927812329770831
411,0.8928168177419883
464,0.8928431071723663
460,0.892868567722114
467,0.8929101461572809
396,0.8929201954221401
421,0.8929201954221401
473,0.8930179525727322
398,0.8930544343134272
416,0.8931328827832783
488,0.8931425754745926
462,0.8932234399610917
404,0.8932521527820441
474,0.893270788710838
463,0.8933748191367272
450,0.8934115713710249
415,0.8934115713710249
402,0.8934241723479768
399,0.8934830627662449
441,0.893492916558299
400,0.8935415008298923
444,0.8937441120433605
426,0.8937491624095646
486,0.8938031797613946
487,0.8938734299872927
408,0.8939356753455547
455,0.8939726943248605
485,0.8940527304335563
410,0.894130405121017
442,0.8941702106366481
407,0.8942270719149163
393,0.8944137891531261
446,0.8945409041644999
445,0.8949176859120241
443,0.8950246706688397
452,0.8950644732660689
451,0.8952706254341829
490,0.8955613293737089
496,0.8965014177536741
