Model,Neutral MCC,GOF MCC,LOF MCC
379,0.8081,0.5425,0.7612
380,0.8089,0.5516,0.7634
381,0.8097,0.5305,0.7613
382,0.8096,0.5321,0.7634
383,0.8061,0.5411,0.7627
384,0.8103,0.5365,0.7634
385,0.8103,0.5411,0.7669
386,0.8089,0.5456,0.7634
387,0.8061,0.541,0.7598
388,0.8054,0.5428,0.7627
389,0.8053,0.5231,0.762
390,0.8076,0.568,0.7698
391,0.8075,0.568,0.7683
392,0.8096,0.5728,0.7698
393,0.8103,0.5662,0.7661
394,0.8117,0.5616,0.7668
395,0.8096,0.5662,0.764
396,0.8075,0.5616,0.7626
397,0.809,0.5602,0.7605
398,0.8089,0.5675,0.7626
399,0.8096,0.5708,0.7633
400,0.8117,0.5708,0.7683
401,0.8089,0.5675,0.7668
402,0.8104,0.5587,0.7626
403,0.811,0.5662,0.7668
404,0.8082,0.5706,0.7662
405,0.8068,0.5632,0.7626
406,0.8096,0.5616,0.7647
407,0.809,0.563,0.7619
408,0.8104,0.563,0.7661
409,0.8089,0.5632,0.7647
410,0.8103,0.5706,0.7683
411,0.8097,0.5706,0.7662
412,0.811,0.5706,0.7661
413,0.8103,0.5721,0.7662
414,0.8118,0.5784,0.7719
415,0.8103,0.5632,0.7647
416,0.8097,0.5618,0.7662
417,0.8076,0.5647,0.7641
418,0.8082,0.5721,0.7669
419,0.8111,0.5649,0.7662
420,0.8125,0.5721,0.7683
421,0.8103,0.5633,0.7662
422,0.809,0.5721,0.7648
423,0.8089,0.5632,0.7633
424,0.8103,0.5645,0.764
425,0.8089,0.5721,0.7633
426,0.8103,0.5618,0.7654
427,0.8111,0.5675,0.7662
428,0.811,0.5691,0.7668
429,0.8075,0.5662,0.7648
430,0.8089,0.575,0.769
431,0.8089,0.566,0.7633
432,0.8124,0.5603,0.7668
433,0.8075,0.5708,0.7683
434,0.8103,0.5664,0.7676
435,0.8089,0.5706,0.7668
436,0.8096,0.5662,0.7668
437,0.8103,0.5632,0.7661
438,0.8075,0.5693,0.7676
439,0.8089,0.5649,0.7683
440,0.8089,0.5616,0.7654
441,0.8082,0.5633,0.7655
442,0.8082,0.5724,0.7655
443,0.8103,0.5632,0.7661
444,0.8089,0.5636,0.7676
445,0.811,0.5633,0.7697
446,0.8103,0.5647,0.7697
447,0.8082,0.5721,0.7654
448,0.8089,0.5618,0.7654
449,0.8075,0.5633,0.7662
450,0.8082,0.568,0.7676
451,0.8103,0.5693,0.7676
452,0.8089,0.5677,0.7669
453,0.8089,0.5514,0.7647
454,0.8118,0.5647,0.7697
455,0.8103,0.5662,0.769
456,0.8096,0.5647,0.7647
457,0.8125,0.5633,0.7697
458,0.8081,0.5784,0.7697
459,0.8096,0.5605,0.7654
460,0.8082,0.5662,0.7654
461,0.8089,0.5605,0.7676
462,0.8081,0.5531,0.7647
463,0.8067,0.5677,0.7647
464,0.8089,0.5607,0.7704
465,0.8089,0.5469,0.7626
466,0.8088,0.5589,0.7668
467,0.8096,0.5633,0.7668
468,0.8082,0.5484,0.7612
469,0.8096,0.5547,0.7669
470,0.8053,0.5636,0.7641
471,0.8103,0.5662,0.769
472,0.8103,0.574,0.7711
473,0.8082,0.5543,0.7626
474,0.8096,0.5603,0.7654
475,0.8089,0.5618,0.7654
476,0.8075,0.5737,0.7683
477,0.806,0.5664,0.7661
478,0.8067,0.5591,0.7662
479,0.8061,0.5589,0.764
480,0.8081,0.575,0.7654
481,0.8067,0.5591,0.7647
482,0.8067,0.562,0.7648
483,0.8089,0.5603,0.7676
484,0.8096,0.5649,0.7704
485,0.8082,0.562,0.7676
486,0.8096,0.5591,0.769
487,0.8089,0.568,0.7697
488,0.8096,0.5633,0.7683
489,0.8082,0.556,0.7662
490,0.8096,0.5632,0.7697
491,0.806,0.568,0.7669
492,0.8096,0.5693,0.7683
493,0.8088,0.5605,0.7676
494,0.8096,0.5664,0.7697
495,0.8067,0.5559,0.7647
496,0.8081,0.5724,0.7697
497,0.8081,0.5696,0.7683
498,0.8103,0.5529,0.7669
499,0.8081,0.5576,0.7654
