Model,GOF AP,LOF AP,Neutral AP
1,0.1207737410335412,0.8287636898227329,0.8620226114823216
2,0.1207737410335412,0.8287636898227329,0.8620226114823216
3,0.1203527891330346,0.8180530862112625,0.8617061299780493
4,0.1814645056445399,0.9083279743257882,0.9414860406974622
5,0.1613420948574171,0.9058468500165971,0.9461682012030616
6,0.1613420948574171,0.9058468500165971,0.9461682012030616
7,0.1615907777749007,0.902888421139251,0.945645669299215
8,0.1579435960299517,0.9030990798947508,0.944762342463742
9,0.1609389178064249,0.9041988469507806,0.9445809610040252
10,0.241796201965033,0.9073753541394494,0.944954904860367
11,0.2466095690041113,0.9102403810315258,0.9446875614112868
12,0.2178361366810352,0.910350362803474,0.9463493509361548
13,0.2240328335452986,0.9096800005728723,0.9456647277200064
14,0.2028126733603021,0.9074824198024144,0.9456446323917412
15,0.2566435424007836,0.9103895209313024,0.948426425147594
16,0.2792275624187232,0.9122893173632488,0.9479131742715998
17,0.2705668799115083,0.9104471441871272,0.9479114551630292
18,0.2705668799115083,0.9104471441871272,0.9479114551630292
19,0.2608865051177142,0.9100252032547196,0.9473650267042144
20,0.1845133864596629,0.9084116964648676,0.9480776873476175
21,0.1805097060101907,0.9090086982255924,0.9475712032871662
22,0.183758397105582,0.9094135178305252,0.9474670266371984
23,0.183758397105582,0.9094135178305252,0.9474670266371984
24,0.1810871455163649,0.9093227926226676,0.9473717600713064
25,0.1882449811490659,0.9097655204375156,0.9494519335141902
26,0.1979785352648045,0.9104107885842324,0.9494233252218884
27,0.2362878782142523,0.911600474495182,0.9493150763961627
28,0.2408323200918044,0.9110979844255732,0.9509821264862036
29,0.2392597047124904,0.9112689347768808,0.9508978677060086
30,0.2744571144281453,0.9139376103194542,0.951591992700464
31,0.2673261361135283,0.9139529906881416,0.9520252754378687
32,0.2673261361135283,0.9139529906881416,0.9520252754378687
33,0.3657256110375447,0.9155395203114448,0.9519474664154371
34,0.308323323963711,0.9171377329278504,0.951768636691666
35,0.3055940098617392,0.919590850854131,0.9517907896644352
36,0.3001929663153341,0.9202143622415584,0.9516192450284158
37,0.3267575997469278,0.920387471080474,0.9519343437155964
38,0.3606583103207673,0.9220459111535758,0.9515730620241842
39,0.334735202238505,0.9217361547374904,0.951885402181364
40,0.3206666484197461,0.9211515052484708,0.9518495780251098
41,0.3117404111247412,0.9180202989890948,0.950999022499181
42,0.3117404111247412,0.9180202989890948,0.950999022499181
43,0.3030228507141219,0.9179548170810028,0.9509177261100964
44,0.2951908086486595,0.9178685055271378,0.9516058693910272
45,0.3039765617165826,0.9194071499675468,0.9519644218756628
46,0.3049863225262182,0.9194136797145364,0.9513850736697588
47,0.3125370319731669,0.919669948966336,0.9513526072731376
48,0.3125370319731669,0.919669948966336,0.9513526072731376
49,0.3043433459315612,0.920606873169864,0.9518104972514262
50,0.3043433459315612,0.920606873169864,0.9518104972514262
51,0.2891368258479865,0.9189661466665634,0.9515880674738876
52,0.2715075749681649,0.9175612499274152,0.9514198777753632
53,0.28209513389637,0.9190029480648684,0.9508380125500946
54,0.2114432143998591,0.9176705825231216,0.9493576283344248
55,0.214436181047875,0.9189185389861424,0.949328793538036
