Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1
66,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89
67,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89
68,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89
69,0.15,0.84,0.91,0.26,0.81,0.87,0.7918,0.1353,0.6733,0.19,0.82,0.89
70,0.15,0.84,0.91,0.26,0.81,0.87,0.7918,0.1353,0.6733,0.19,0.82,0.89
71,0.15,0.84,0.91,0.26,0.81,0.87,0.7983,0.1385,0.6782,0.19,0.83,0.89
72,0.16,0.85,0.91,0.27,0.81,0.87,0.7961,0.1517,0.6831,0.2,0.83,0.89
73,0.18,0.84,0.91,0.31,0.81,0.87,0.7968,0.1805,0.6746,0.23,0.83,0.89
74,0.2,0.85,0.91,0.34,0.81,0.87,0.7961,0.2038,0.6782,0.25,0.83,0.89
75,0.21,0.85,0.91,0.38,0.81,0.87,0.7977,0.2255,0.6783,0.27,0.83,0.89
76,0.28,0.86,0.92,0.55,0.81,0.87,0.8027,0.348,0.6998,0.37,0.84,0.89
77,0.29,0.86,0.92,0.57,0.81,0.87,0.8013,0.3609,0.7019,0.38,0.84,0.89
78,0.29,0.86,0.92,0.57,0.81,0.87,0.8013,0.3609,0.7019,0.38,0.84,0.89
79,0.29,0.87,0.92,0.59,0.81,0.87,0.8027,0.3681,0.7036,0.39,0.84,0.89
80,0.28,0.86,0.92,0.54,0.81,0.87,0.8013,0.3394,0.6927,0.37,0.83,0.89
81,0.27,0.86,0.91,0.53,0.81,0.87,0.8018,0.3334,0.6942,0.36,0.83,0.89
82,0.27,0.86,0.91,0.53,0.81,0.87,0.8018,0.3334,0.6942,0.36,0.83,0.89
83,0.34,0.87,0.92,0.7,0.81,0.87,0.8006,0.4475,0.7122,0.46,0.84,0.89
84,0.34,0.88,0.91,0.68,0.81,0.87,0.8025,0.4411,0.713,0.45,0.84,0.89
85,0.32,0.87,0.91,0.61,0.82,0.87,0.8018,0.3984,0.7084,0.42,0.84,0.89
86,0.3,0.87,0.91,0.58,0.82,0.87,0.7997,0.3743,0.7076,0.4,0.84,0.89
87,0.3,0.87,0.91,0.58,0.81,0.87,0.8033,0.3743,0.7041,0.4,0.84,0.89
88,0.32,0.87,0.91,0.61,0.82,0.87,0.8012,0.3959,0.7069,0.42,0.84,0.89
89,0.32,0.87,0.91,0.61,0.82,0.87,0.8012,0.3959,0.7069,0.42,0.84,0.89
90,0.31,0.87,0.91,0.59,0.82,0.87,0.8005,0.3882,0.7111,0.41,0.84,0.89
91,0.35,0.88,0.92,0.67,0.82,0.88,0.8082,0.4419,0.7213,0.46,0.85,0.9
92,0.35,0.88,0.92,0.67,0.82,0.88,0.8082,0.4419,0.7213,0.46,0.85,0.9
93,0.36,0.88,0.91,0.7,0.82,0.88,0.8054,0.4596,0.7207,0.47,0.85,0.9
94,0.34,0.87,0.92,0.64,0.82,0.88,0.8068,0.426,0.7191,0.44,0.85,0.9
95,0.35,0.87,0.91,0.65,0.83,0.87,0.804,0.4408,0.7246,0.46,0.85,0.89
96,0.35,0.87,0.91,0.65,0.83,0.87,0.804,0.4408,0.7246,0.46,0.85,0.89
97,0.34,0.87,0.91,0.66,0.82,0.87,0.8025,0.4363,0.7162,0.45,0.85,0.89
98,0.35,0.87,0.91,0.65,0.83,0.88,0.804,0.4398,0.7196,0.46,0.85,0.89
99,0.35,0.87,0.91,0.65,0.83,0.88,0.804,0.4398,0.7196,0.46,0.85,0.89
100,0.36,0.88,0.91,0.7,0.82,0.88,0.8046,0.4615,0.7214,0.47,0.85,0.89
101,0.37,0.88,0.91,0.72,0.82,0.88,0.8053,0.482,0.7307,0.49,0.85,0.9
102,0.35,0.89,0.91,0.69,0.82,0.88,0.8046,0.4564,0.7329,0.47,0.85,0.89
103,0.37,0.88,0.91,0.7,0.83,0.88,0.8061,0.4715,0.732,0.48,0.85,0.9
104,0.37,0.88,0.91,0.7,0.83,0.88,0.8053,0.4755,0.7326,0.49,0.85,0.9
105,0.39,0.89,0.91,0.71,0.83,0.88,0.8046,0.4891,0.7403,0.5,0.86,0.89
106,0.38,0.89,0.91,0.72,0.83,0.88,0.806,0.4901,0.7398,0.5,0.86,0.9
107,0.38,0.88,0.91,0.72,0.83,0.88,0.8047,0.4829,0.734,0.49,0.86,0.89
108,0.38,0.89,0.91,0.71,0.83,0.88,0.8054,0.4818,0.739,0.49,0.86,0.9
109,0.38,0.89,0.92,0.72,0.83,0.88,0.8075,0.4901,0.7383,0.5,0.86,0.9
110,0.39,0.89,0.91,0.7,0.84,0.88,0.8031,0.4828,0.7432,0.5,0.86,0.89
111,0.39,0.89,0.91,0.7,0.84,0.88,0.806,0.4881,0.7431,0.5,0.86,0.9
112,0.38,0.89,0.91,0.71,0.83,0.88,0.8017,0.4869,0.7418,0.5,0.86,0.89
113,0.4,0.89,0.91,0.7,0.84,0.88,0.8031,0.4904,0.7452,0.5,0.86,0.89
114,0.41,0.89,0.91,0.7,0.84,0.88,0.8031,0.5014,0.7501,0.52,0.86,0.89
115,0.41,0.89,0.91,0.7,0.84,0.88,0.8031,0.5014,0.7501,0.52,0.86,0.89
116,0.4,0.88,0.91,0.69,0.84,0.88,0.8046,0.4917,0.7451,0.51,0.86,0.9
117,0.41,0.88,0.91,0.69,0.85,0.88,0.8024,0.501,0.75,0.52,0.87,0.89
118,0.42,0.89,0.91,0.7,0.85,0.88,0.8017,0.512,0.7535,0.53,0.87,0.89
119,0.42,0.89,0.91,0.7,0.85,0.88,0.8024,0.5101,0.7535,0.53,0.87,0.89
120,0.41,0.89,0.91,0.7,0.85,0.88,0.8017,0.5029,0.75,0.52,0.87,0.89
121,0.42,0.88,0.91,0.69,0.85,0.88,0.7995,0.5046,0.7492,0.52,0.87,0.89
122,0.41,0.88,0.91,0.7,0.85,0.88,0.801,0.5041,0.7457,0.52,0.86,0.89
123,0.41,0.88,0.91,0.7,0.85,0.88,0.801,0.5041,0.7457,0.52,0.86,0.89
124,0.43,0.88,0.91,0.69,0.85,0.88,0.8024,0.5132,0.7513,0.53,0.87,0.89
125,0.45,0.88,0.91,0.7,0.86,0.88,0.8017,0.5308,0.7569,0.55,0.87,0.89
126,0.45,0.88,0.91,0.68,0.86,0.88,0.7981,0.523,0.7512,0.54,0.87,0.89
127,0.43,0.88,0.91,0.7,0.85,0.88,0.8024,0.5175,0.7492,0.53,0.87,0.89
128,0.43,0.88,0.91,0.68,0.85,0.88,0.8045,0.5076,0.7449,0.53,0.86,0.9
129,0.42,0.88,0.91,0.68,0.84,0.88,0.8002,0.4971,0.7407,0.52,0.86,0.89
130,0.42,0.88,0.91,0.68,0.85,0.88,0.8038,0.502,0.7442,0.52,0.86,0.89
131,0.42,0.88,0.91,0.66,0.85,0.88,0.8073,0.492,0.7499,0.51,0.87,0.9
132,0.41,0.87,0.91,0.64,0.85,0.88,0.8031,0.4825,0.7399,0.5,0.86,0.89
133,0.41,0.88,0.91,0.65,0.85,0.88,0.808,0.4808,0.7463,0.5,0.86,0.9
134,0.42,0.88,0.91,0.66,0.85,0.88,0.803,0.4913,0.7499,0.51,0.87,0.89
135,0.41,0.88,0.91,0.65,0.85,0.88,0.8052,0.4833,0.7435,0.5,0.86,0.9
136,0.41,0.88,0.91,0.65,0.85,0.88,0.8052,0.4833,0.7435,0.5,0.86,0.9
137,0.41,0.88,0.91,0.66,0.84,0.88,0.8016,0.4877,0.7407,0.51,0.86,0.89
138,0.42,0.88,0.91,0.64,0.85,0.88,0.803,0.4862,0.7449,0.51,0.86,0.89
139,0.42,0.88,0.91,0.64,0.85,0.88,0.803,0.4862,0.7449,0.51,0.86,0.89
140,0.39,0.88,0.91,0.62,0.84,0.88,0.8009,0.455,0.7357,0.48,0.86,0.89
141,0.39,0.88,0.91,0.63,0.84,0.88,0.8017,0.4617,0.7371,0.48,0.86,0.89
142,0.39,0.87,0.91,0.62,0.84,0.88,0.8017,0.4573,0.7364,0.48,0.86,0.89
143,0.42,0.88,0.91,0.65,0.85,0.88,0.8024,0.4869,0.7456,0.51,0.86,0.89
144,0.42,0.88,0.91,0.66,0.85,0.88,0.8046,0.4951,0.7491,0.52,0.87,0.9
145,0.42,0.88,0.91,0.66,0.85,0.88,0.8046,0.4951,0.7491,0.52,0.87,0.9
146,0.42,0.88,0.91,0.65,0.85,0.88,0.8073,0.4906,0.7456,0.51,0.86,0.9
147,0.42,0.88,0.91,0.63,0.85,0.88,0.8052,0.4798,0.7455,0.5,0.86,0.9
148,0.41,0.88,0.91,0.62,0.85,0.88,0.8052,0.4683,0.7441,0.49,0.86,0.9
149,0.41,0.88,0.91,0.62,0.85,0.88,0.8073,0.4728,0.7456,0.5,0.86,0.9
150,0.41,0.87,0.91,0.62,0.85,0.88,0.8016,0.4683,0.7392,0.49,0.86,0.89
151,0.43,0.87,0.91,0.63,0.86,0.88,0.8031,0.4862,0.7455,0.51,0.86,0.89
152,0.43,0.87,0.91,0.62,0.86,0.88,0.8059,0.4811,0.7462,0.51,0.87,0.9
153,0.43,0.88,0.91,0.63,0.86,0.88,0.8074,0.4888,0.7512,0.51,0.87,0.9
154,0.43,0.87,0.91,0.63,0.86,0.88,0.8081,0.4888,0.7477,0.51,0.87,0.9
155,0.43,0.87,0.91,0.64,0.85,0.88,0.8045,0.4907,0.7434,0.51,0.86,0.9
156,0.41,0.87,0.91,0.62,0.86,0.88,0.8017,0.4721,0.747,0.5,0.87,0.89
157,0.43,0.87,0.91,0.64,0.85,0.88,0.8038,0.4913,0.7427,0.51,0.86,0.89
158,0.44,0.87,0.91,0.64,0.86,0.88,0.8045,0.4973,0.7455,0.52,0.86,0.9
159,0.43,0.87,0.91,0.63,0.85,0.88,0.8059,0.4888,0.7441,0.51,0.86,0.9
160,0.43,0.87,0.91,0.63,0.85,0.88,0.8023,0.4875,0.7413,0.51,0.86,0.89
161,0.42,0.87,0.91,0.62,0.85,0.88,0.8023,0.4804,0.742,0.5,0.86,0.89
162,0.44,0.88,0.91,0.65,0.85,0.88,0.8052,0.5023,0.7455,0.52,0.86,0.9
163,0.44,0.87,0.91,0.66,0.85,0.88,0.8039,0.5098,0.7434,0.53,0.86,0.89
164,0.44,0.87,0.91,0.66,0.85,0.88,0.8009,0.5054,0.7384,0.53,0.86,0.89
165,0.44,0.88,0.91,0.66,0.85,0.88,0.8009,0.508,0.7455,0.53,0.86,0.89
166,0.43,0.87,0.91,0.64,0.85,0.88,0.8038,0.4907,0.7399,0.51,0.86,0.89
167,0.43,0.87,0.91,0.63,0.86,0.88,0.8052,0.4862,0.7462,0.51,0.86,0.9
168,0.45,0.87,0.91,0.64,0.86,0.88,0.8024,0.5086,0.7434,0.53,0.86,0.89
169,0.44,0.87,0.91,0.64,0.86,0.88,0.8038,0.4986,0.7455,0.52,0.86,0.89
170,0.45,0.87,0.91,0.65,0.86,0.88,0.8038,0.509,0.7462,0.53,0.86,0.9
171,0.43,0.87,0.91,0.64,0.85,0.88,0.8023,0.4933,0.7399,0.52,0.86,0.89
172,0.44,0.88,0.91,0.66,0.86,0.88,0.8074,0.5085,0.7533,0.53,0.87,0.9
173,0.43,0.88,0.91,0.66,0.85,0.88,0.8017,0.502,0.7441,0.52,0.86,0.89
174,0.43,0.88,0.91,0.66,0.85,0.88,0.8009,0.4989,0.7449,0.52,0.86,0.89
175,0.43,0.88,0.91,0.67,0.85,0.88,0.8025,0.5039,0.7455,0.52,0.86,0.89
176,0.43,0.88,0.91,0.68,0.86,0.88,0.8053,0.5108,0.7519,0.53,0.87,0.9
177,0.43,0.88,0.91,0.67,0.85,0.88,0.801,0.5077,0.7434,0.53,0.86,0.89
178,0.43,0.88,0.91,0.67,0.85,0.88,0.801,0.5077,0.7434,0.53,0.86,0.89
179,0.44,0.87,0.91,0.67,0.85,0.88,0.8017,0.5103,0.7427,0.53,0.86,0.89
180,0.43,0.88,0.91,0.68,0.85,0.88,0.7996,0.507,0.7427,0.53,0.86,0.89
181,0.43,0.87,0.91,0.66,0.85,0.88,0.801,0.502,0.7406,0.52,0.86,0.89
182,0.44,0.87,0.91,0.68,0.85,0.88,0.801,0.516,0.742,0.54,0.86,0.89
183,0.44,0.88,0.91,0.68,0.85,0.88,0.8038,0.519,0.7477,0.54,0.87,0.89
184,0.44,0.88,0.91,0.68,0.85,0.88,0.8017,0.5121,0.7477,0.53,0.87,0.89
185,0.45,0.88,0.91,0.7,0.85,0.88,0.8031,0.5304,0.7484,0.55,0.87,0.89
186,0.43,0.87,0.91,0.66,0.85,0.88,0.801,0.5046,0.7392,0.52,0.86,0.89
187,0.44,0.87,0.91,0.66,0.85,0.88,0.8017,0.5085,0.742,0.53,0.86,0.89
188,0.43,0.87,0.91,0.66,0.85,0.88,0.8032,0.5033,0.7434,0.52,0.86,0.89
189,0.45,0.88,0.91,0.67,0.86,0.88,0.8031,0.5156,0.747,0.54,0.87,0.89
190,0.43,0.87,0.91,0.64,0.85,0.88,0.8046,0.4926,0.7427,0.51,0.86,0.89
191,0.43,0.88,0.91,0.65,0.85,0.88,0.8052,0.4996,0.7455,0.52,0.86,0.9
192,0.43,0.87,0.91,0.64,0.86,0.88,0.8024,0.4894,0.7462,0.51,0.87,0.89
193,0.43,0.87,0.91,0.63,0.86,0.88,0.8045,0.4888,0.7455,0.51,0.86,0.9
194,0.42,0.87,0.91,0.61,0.85,0.88,0.8031,0.4726,0.7406,0.5,0.86,0.89
195,0.43,0.87,0.91,0.64,0.86,0.88,0.8025,0.4881,0.7455,0.51,0.86,0.89
196,0.43,0.87,0.91,0.64,0.86,0.88,0.806,0.4939,0.7448,0.52,0.86,0.9
197,0.43,0.87,0.91,0.66,0.86,0.88,0.8067,0.5002,0.747,0.52,0.87,0.9
198,0.43,0.87,0.91,0.65,0.85,0.88,0.8025,0.4944,0.7427,0.52,0.86,0.89
199,0.44,0.87,0.91,0.66,0.86,0.88,0.8081,0.5094,0.7491,0.53,0.87,0.9
200,0.44,0.88,0.91,0.67,0.86,0.88,0.8053,0.509,0.7484,0.53,0.87,0.9
201,0.43,0.87,0.91,0.65,0.86,0.88,0.8032,0.4983,0.7455,0.52,0.86,0.89
202,0.45,0.87,0.91,0.64,0.86,0.88,0.8052,0.5059,0.7505,0.53,0.87,0.9
203,0.44,0.87,0.91,0.66,0.86,0.87,0.8011,0.5125,0.7491,0.53,0.87,0.89
204,0.44,0.88,0.91,0.67,0.86,0.88,0.8046,0.5116,0.7505,0.53,0.87,0.89
205,0.44,0.88,0.91,0.68,0.86,0.88,0.8061,0.5164,0.7498,0.53,0.87,0.9
206,0.43,0.88,0.91,0.68,0.86,0.88,0.8054,0.5082,0.7491,0.53,0.87,0.9
207,0.44,0.88,0.91,0.69,0.85,0.88,0.8032,0.5195,0.7484,0.54,0.87,0.89
208,0.45,0.88,0.91,0.69,0.86,0.88,0.8025,0.5261,0.7484,0.54,0.87,0.89
209,0.43,0.88,0.91,0.7,0.85,0.88,0.8031,0.5187,0.7435,0.54,0.86,0.89
210,0.45,0.88,0.91,0.68,0.86,0.88,0.8046,0.523,0.7519,0.54,0.87,0.89
211,0.44,0.88,0.91,0.68,0.86,0.88,0.8053,0.5134,0.7505,0.53,0.87,0.9
212,0.44,0.88,0.91,0.68,0.86,0.88,0.8039,0.5152,0.7484,0.53,0.87,0.89
213,0.44,0.88,0.91,0.68,0.86,0.88,0.8032,0.5121,0.7477,0.53,0.87,0.89
214,0.44,0.88,0.91,0.69,0.86,0.88,0.801,0.5234,0.7484,0.54,0.87,0.89
215,0.43,0.88,0.91,0.68,0.85,0.88,0.8046,0.5045,0.7477,0.52,0.87,0.89
216,0.44,0.87,0.91,0.67,0.86,0.88,0.8025,0.5103,0.7462,0.53,0.87,0.89
217,0.41,0.88,0.91,0.67,0.85,0.88,0.8018,0.494,0.7449,0.51,0.86,0.89
218,0.43,0.88,0.91,0.67,0.85,0.88,0.8039,0.5064,0.747,0.53,0.87,0.89
219,0.43,0.88,0.91,0.67,0.86,0.88,0.8032,0.5051,0.7512,0.52,0.87,0.89
220,0.43,0.88,0.91,0.66,0.86,0.88,0.8018,0.4989,0.7484,0.52,0.87,0.89
221,0.44,0.87,0.91,0.66,0.86,0.88,0.8046,0.5094,0.7512,0.53,0.87,0.89
222,0.44,0.87,0.91,0.66,0.86,0.88,0.8047,0.5067,0.7498,0.53,0.87,0.89
223,0.43,0.87,0.91,0.64,0.86,0.88,0.8045,0.4907,0.7448,0.51,0.86,0.9
224,0.43,0.88,0.91,0.64,0.86,0.88,0.8031,0.4933,0.7491,0.52,0.87,0.89
225,0.44,0.88,0.91,0.67,0.86,0.88,0.8025,0.509,0.747,0.53,0.87,0.89
226,0.44,0.87,0.91,0.64,0.86,0.88,0.806,0.5004,0.747,0.52,0.87,0.9
227,0.41,0.87,0.91,0.62,0.86,0.88,0.806,0.4741,0.7462,0.5,0.87,0.9
228,0.43,0.88,0.91,0.66,0.85,0.88,0.8045,0.4989,0.747,0.52,0.87,0.9
229,0.44,0.88,0.91,0.67,0.86,0.88,0.8032,0.5103,0.7512,0.53,0.87,0.89
230,0.43,0.88,0.91,0.65,0.86,0.88,0.8053,0.4996,0.7498,0.52,0.87,0.9
231,0.43,0.87,0.91,0.65,0.86,0.88,0.806,0.4957,0.747,0.52,0.87,0.9
232,0.45,0.88,0.91,0.66,0.86,0.88,0.8067,0.5107,0.754,0.53,0.87,0.9
233,0.44,0.87,0.91,0.66,0.86,0.88,0.8032,0.5085,0.7491,0.53,0.87,0.89
234,0.44,0.88,0.91,0.66,0.86,0.88,0.8053,0.5085,0.7498,0.53,0.87,0.9
235,0.45,0.87,0.91,0.66,0.86,0.88,0.8046,0.5134,0.7491,0.53,0.87,0.89
236,0.45,0.88,0.92,0.67,0.86,0.88,0.8068,0.5182,0.7548,0.54,0.87,0.9
237,0.44,0.88,0.91,0.66,0.86,0.88,0.8067,0.5085,0.7512,0.53,0.87,0.9
238,0.47,0.87,0.91,0.66,0.87,0.88,0.8053,0.5247,0.7569,0.55,0.87,0.9
239,0.47,0.88,0.91,0.66,0.87,0.88,0.8046,0.5247,0.7562,0.55,0.87,0.89
240,0.49,0.87,0.91,0.66,0.88,0.88,0.8054,0.5381,0.7634,0.56,0.88,0.9
241,0.44,0.87,0.91,0.65,0.86,0.87,0.8018,0.5036,0.7526,0.53,0.87,0.89
242,0.46,0.88,0.92,0.66,0.87,0.88,0.8068,0.519,0.7569,0.54,0.87,0.9
243,0.44,0.87,0.91,0.67,0.86,0.88,0.8032,0.5129,0.7498,0.53,0.87,0.89
244,0.43,0.88,0.91,0.68,0.86,0.88,0.804,0.5082,0.7491,0.53,0.87,0.89
245,0.45,0.87,0.92,0.66,0.87,0.88,0.8061,0.5107,0.7548,0.53,0.87,0.9
246,0.45,0.87,0.91,0.68,0.86,0.88,0.8018,0.524,0.7512,0.54,0.87,0.89
247,0.45,0.87,0.91,0.66,0.86,0.88,0.8025,0.5193,0.7512,0.54,0.87,0.89
248,0.46,0.88,0.91,0.68,0.86,0.88,0.8054,0.5326,0.7562,0.55,0.87,0.9
249,0.46,0.88,0.91,0.68,0.86,0.88,0.8054,0.5326,0.7562,0.55,0.87,0.9
250,0.45,0.88,0.92,0.68,0.86,0.88,0.8068,0.5271,0.7576,0.55,0.87,0.9
251,0.44,0.87,0.91,0.67,0.86,0.87,0.8012,0.509,0.7498,0.53,0.87,0.89
252,0.45,0.88,0.91,0.68,0.86,0.88,0.8025,0.5213,0.7505,0.54,0.87,0.89
253,0.43,0.87,0.91,0.64,0.86,0.88,0.8018,0.4926,0.7455,0.51,0.86,0.89
254,0.46,0.88,0.91,0.68,0.87,0.87,0.8011,0.5339,0.7555,0.55,0.87,0.89
255,0.45,0.88,0.91,0.67,0.86,0.88,0.8047,0.5196,0.7548,0.54,0.87,0.89
256,0.45,0.88,0.92,0.68,0.86,0.88,0.8089,0.5217,0.754,0.54,0.87,0.9
257,0.46,0.88,0.91,0.69,0.86,0.88,0.806,0.5342,0.7519,0.55,0.87,0.9
258,0.45,0.87,0.91,0.66,0.86,0.88,0.8032,0.5138,0.7491,0.53,0.87,0.89
259,0.45,0.88,0.91,0.68,0.86,0.88,0.8046,0.5227,0.7533,0.54,0.87,0.89
260,0.46,0.88,0.91,0.68,0.86,0.88,0.8032,0.5284,0.7519,0.55,0.87,0.89
