Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1
124,0.75,0.85,0.92,0.26,0.92,0.92,0.8526,0.4296,0.7771,0.39,0.89,0.92
125,0.77,0.86,0.92,0.26,0.92,0.92,0.8533,0.4342,0.7798,0.39,0.89,0.92
126,0.77,0.86,0.92,0.3,0.92,0.92,0.8526,0.4654,0.7844,0.43,0.89,0.92
127,0.78,0.85,0.92,0.28,0.92,0.92,0.8512,0.448,0.7793,0.41,0.89,0.92
128,0.82,0.85,0.92,0.24,0.92,0.92,0.8526,0.4333,0.7774,0.38,0.89,0.92
129,0.78,0.85,0.93,0.25,0.92,0.92,0.8547,0.425,0.7779,0.38,0.89,0.92
130,0.81,0.85,0.92,0.25,0.92,0.92,0.8505,0.4351,0.7754,0.38,0.88,0.92
131,0.74,0.84,0.92,0.16,0.92,0.92,0.8498,0.3334,0.7676,0.27,0.88,0.92
132,0.73,0.85,0.93,0.23,0.92,0.92,0.8554,0.3936,0.7755,0.35,0.88,0.92
133,0.73,0.85,0.93,0.25,0.92,0.92,0.8533,0.4109,0.7787,0.37,0.89,0.92
134,0.82,0.85,0.93,0.26,0.93,0.92,0.8519,0.449,0.7797,0.4,0.89,0.92
135,0.75,0.85,0.92,0.24,0.92,0.92,0.8512,0.4057,0.7768,0.36,0.89,0.92
136,0.78,0.85,0.93,0.26,0.92,0.92,0.8547,0.439,0.7796,0.39,0.89,0.92
137,0.75,0.85,0.93,0.24,0.92,0.92,0.854,0.4057,0.7743,0.36,0.88,0.92
138,0.76,0.85,0.93,0.24,0.93,0.92,0.8583,0.413,0.7832,0.37,0.89,0.92
139,0.74,0.85,0.93,0.24,0.92,0.92,0.8519,0.4083,0.7746,0.37,0.88,0.92
140,0.73,0.85,0.93,0.24,0.93,0.92,0.8568,0.4037,0.7791,0.36,0.89,0.92
141,0.74,0.85,0.93,0.26,0.92,0.92,0.854,0.418,0.7772,0.38,0.89,0.92
142,0.77,0.85,0.93,0.26,0.93,0.92,0.8547,0.4342,0.7817,0.39,0.89,0.92
143,0.76,0.85,0.93,0.2,0.93,0.92,0.8568,0.3778,0.7783,0.32,0.89,0.92
144,0.76,0.85,0.93,0.27,0.92,0.92,0.8533,0.4365,0.7803,0.4,0.89,0.92
145,0.77,0.85,0.93,0.24,0.92,0.92,0.8526,0.4178,0.7783,0.37,0.89,0.92
146,0.77,0.85,0.93,0.22,0.93,0.92,0.8533,0.4008,0.7782,0.35,0.89,0.92
147,0.72,0.85,0.93,0.22,0.92,0.92,0.8533,0.3784,0.7749,0.33,0.88,0.92
148,0.72,0.85,0.93,0.2,0.93,0.92,0.8554,0.3676,0.7753,0.32,0.88,0.92
149,0.68,0.84,0.93,0.16,0.93,0.92,0.8547,0.3175,0.772,0.26,0.88,0.92
150,0.68,0.85,0.93,0.21,0.92,0.91,0.8512,0.3615,0.7737,0.32,0.88,0.92
151,0.68,0.85,0.93,0.2,0.92,0.92,0.8519,0.3501,0.7709,0.31,0.88,0.92
152,0.64,0.85,0.93,0.18,0.93,0.92,0.8576,0.3208,0.7741,0.28,0.88,0.92
153,0.69,0.85,0.93,0.2,0.93,0.92,0.8568,0.3581,0.7778,0.31,0.89,0.92
154,0.68,0.85,0.93,0.18,0.93,0.92,0.8547,0.3384,0.7759,0.29,0.89,0.92
155,0.66,0.84,0.92,0.15,0.92,0.92,0.8491,0.2995,0.766,0.25,0.88,0.92
156,0.68,0.84,0.93,0.18,0.92,0.92,0.8519,0.3384,0.7702,0.29,0.88,0.92
157,0.7,0.85,0.93,0.2,0.92,0.92,0.8533,0.3548,0.773,0.31,0.88,0.92
158,0.66,0.85,0.93,0.19,0.92,0.92,0.854,0.3375,0.7714,0.3,0.88,0.92
159,0.67,0.85,0.92,0.19,0.92,0.92,0.8526,0.342,0.7706,0.3,0.88,0.92
160,0.61,0.85,0.93,0.2,0.92,0.92,0.8519,0.3289,0.7685,0.3,0.88,0.92
161,0.62,0.85,0.92,0.18,0.92,0.92,0.8526,0.3206,0.7689,0.28,0.88,0.92
162,0.71,0.85,0.93,0.24,0.92,0.92,0.8526,0.3992,0.7782,0.36,0.89,0.92
163,0.67,0.85,0.93,0.23,0.92,0.92,0.8526,0.3759,0.7741,0.34,0.88,0.92
164,0.71,0.85,0.93,0.26,0.92,0.92,0.8512,0.4163,0.7751,0.38,0.88,0.92
165,0.67,0.85,0.93,0.2,0.93,0.92,0.854,0.3536,0.7745,0.31,0.88,0.92
166,0.64,0.85,0.93,0.22,0.92,0.92,0.854,0.3602,0.7729,0.33,0.88,0.92
167,0.67,0.85,0.93,0.2,0.92,0.92,0.8533,0.3456,0.7712,0.3,0.88,0.92
168,0.71,0.85,0.93,0.24,0.93,0.92,0.854,0.3992,0.7784,0.36,0.89,0.92
169,0.68,0.85,0.93,0.24,0.93,0.92,0.8569,0.3833,0.7778,0.35,0.89,0.92
170,0.71,0.85,0.93,0.24,0.92,0.92,0.8526,0.3992,0.7739,0.36,0.88,0.92
171,0.72,0.85,0.93,0.25,0.92,0.92,0.8547,0.4064,0.7768,0.37,0.89,0.92
172,0.64,0.85,0.93,0.25,0.92,0.92,0.8533,0.3821,0.7738,0.36,0.88,0.92
173,0.7,0.85,0.93,0.22,0.93,0.92,0.8576,0.3738,0.7799,0.33,0.89,0.92
174,0.69,0.85,0.93,0.24,0.92,0.92,0.8526,0.3876,0.7737,0.35,0.88,0.92
175,0.75,0.85,0.93,0.25,0.93,0.92,0.8561,0.4155,0.781,0.37,0.89,0.92
176,0.66,0.85,0.93,0.24,0.92,0.91,0.8512,0.3826,0.7725,0.36,0.88,0.92
177,0.72,0.85,0.93,0.27,0.93,0.92,0.8554,0.4233,0.7818,0.39,0.89,0.92
178,0.7,0.85,0.93,0.26,0.92,0.92,0.8533,0.4121,0.7781,0.38,0.89,0.92
179,0.75,0.85,0.92,0.26,0.92,0.92,0.8512,0.4296,0.7771,0.39,0.89,0.92
180,0.73,0.86,0.93,0.29,0.92,0.92,0.854,0.4437,0.7803,0.42,0.89,0.92
181,0.65,0.85,0.93,0.26,0.92,0.92,0.8561,0.3893,0.7757,0.37,0.88,0.92
182,0.71,0.85,0.93,0.26,0.92,0.92,0.8547,0.4093,0.7776,0.38,0.89,0.92
183,0.71,0.86,0.93,0.26,0.92,0.92,0.859,0.4163,0.7828,0.38,0.89,0.93
184,0.68,0.85,0.93,0.26,0.92,0.92,0.8554,0.401,0.7787,0.37,0.89,0.92
185,0.67,0.85,0.93,0.25,0.92,0.92,0.8547,0.3898,0.775,0.36,0.88,0.92
186,0.7,0.85,0.93,0.22,0.92,0.92,0.8561,0.3738,0.7796,0.33,0.89,0.92
187,0.67,0.85,0.93,0.23,0.92,0.92,0.8561,0.3759,0.7771,0.34,0.89,0.92
188,0.57,0.85,0.93,0.23,0.92,0.92,0.854,0.3424,0.7699,0.33,0.88,0.92
189,0.62,0.85,0.93,0.23,0.92,0.92,0.8561,0.3601,0.776,0.34,0.89,0.92
190,0.67,0.85,0.93,0.22,0.92,0.92,0.8561,0.3649,0.778,0.33,0.89,0.92
191,0.7,0.85,0.93,0.23,0.92,0.92,0.8526,0.3845,0.7739,0.35,0.88,0.92
192,0.63,0.85,0.92,0.2,0.92,0.92,0.8505,0.3409,0.7682,0.31,0.88,0.92
193,0.72,0.85,0.93,0.27,0.92,0.92,0.854,0.4233,0.7785,0.39,0.89,0.92
194,0.65,0.85,0.93,0.21,0.92,0.92,0.8576,0.3529,0.7768,0.32,0.89,0.92
195,0.7,0.85,0.93,0.24,0.92,0.92,0.8568,0.3949,0.7787,0.36,0.89,0.92
196,0.67,0.85,0.93,0.24,0.92,0.92,0.8583,0.3866,0.7785,0.36,0.89,0.93
197,0.74,0.86,0.93,0.26,0.92,0.92,0.8576,0.425,0.7829,0.39,0.89,0.92
198,0.71,0.85,0.93,0.26,0.92,0.92,0.8583,0.4093,0.7815,0.38,0.89,0.92
199,0.67,0.85,0.93,0.25,0.92,0.92,0.854,0.3898,0.7744,0.36,0.88,0.92
200,0.65,0.85,0.93,0.21,0.92,0.92,0.8554,0.3529,0.775,0.32,0.88,0.92
201,0.68,0.85,0.93,0.2,0.92,0.92,0.8519,0.3501,0.7721,0.31,0.88,0.92
202,0.69,0.85,0.93,0.25,0.92,0.92,0.8512,0.3979,0.7716,0.37,0.88,0.92
203,0.71,0.85,0.92,0.21,0.92,0.92,0.8519,0.3707,0.7726,0.32,0.88,0.92
204,0.72,0.85,0.93,0.27,0.92,0.92,0.8547,0.4233,0.7822,0.39,0.89,0.92
205,0.73,0.85,0.93,0.24,0.92,0.92,0.8526,0.401,0.7748,0.36,0.88,0.92
206,0.74,0.85,0.93,0.26,0.93,0.92,0.8561,0.425,0.782,0.39,0.89,0.92
207,0.71,0.85,0.93,0.26,0.92,0.92,0.8568,0.4163,0.7809,0.38,0.89,0.92
208,0.71,0.85,0.93,0.26,0.92,0.92,0.8547,0.4163,0.7803,0.38,0.89,0.92
209,0.75,0.86,0.93,0.3,0.92,0.92,0.8568,0.4546,0.786,0.42,0.89,0.92
210,0.77,0.85,0.92,0.28,0.92,0.92,0.8519,0.4501,0.7799,0.41,0.89,0.92
211,0.74,0.86,0.93,0.32,0.92,0.92,0.8554,0.4657,0.7853,0.44,0.89,0.92
212,0.72,0.85,0.93,0.27,0.92,0.92,0.8533,0.4233,0.7796,0.39,0.89,0.92
213,0.72,0.85,0.92,0.28,0.92,0.92,0.8498,0.4328,0.7763,0.41,0.89,0.92
214,0.7,0.85,0.93,0.22,0.92,0.92,0.8526,0.3738,0.7735,0.33,0.88,0.92
215,0.72,0.85,0.93,0.26,0.92,0.92,0.8547,0.4136,0.7788,0.38,0.89,0.92
216,0.78,0.85,0.93,0.3,0.93,0.92,0.8554,0.4699,0.7846,0.44,0.89,0.92
217,0.66,0.85,0.93,0.24,0.92,0.92,0.8554,0.3826,0.7754,0.36,0.88,0.92
218,0.76,0.85,0.93,0.26,0.92,0.92,0.8547,0.4272,0.7796,0.38,0.89,0.92
219,0.74,0.85,0.93,0.24,0.93,0.92,0.8576,0.4083,0.7821,0.37,0.89,0.92
220,0.67,0.85,0.93,0.26,0.92,0.92,0.8568,0.4002,0.7791,0.38,0.89,0.92
221,0.68,0.85,0.93,0.26,0.92,0.92,0.8519,0.401,0.7753,0.37,0.88,0.92
222,0.71,0.85,0.93,0.24,0.92,0.92,0.8547,0.3919,0.7769,0.35,0.89,0.92
223,0.65,0.85,0.93,0.22,0.92,0.92,0.8554,0.3565,0.7747,0.33,0.88,0.92
224,0.74,0.85,0.92,0.23,0.92,0.92,0.8519,0.3983,0.7754,0.35,0.88,0.92
225,0.79,0.86,0.93,0.29,0.93,0.92,0.8547,0.4613,0.7844,0.42,0.89,0.92
226,0.68,0.85,0.93,0.27,0.92,0.92,0.8554,0.411,0.7793,0.39,0.89,0.92
227,0.75,0.85,0.93,0.29,0.92,0.92,0.8533,0.4479,0.7806,0.42,0.89,0.92
228,0.72,0.85,0.93,0.26,0.93,0.92,0.8533,0.4136,0.7791,0.38,0.89,0.92
229,0.7,0.85,0.93,0.24,0.92,0.92,0.854,0.3949,0.7775,0.36,0.89,0.92
230,0.75,0.85,0.93,0.26,0.93,0.92,0.8561,0.4296,0.7827,0.39,0.89,0.92
231,0.75,0.85,0.93,0.26,0.93,0.92,0.8547,0.4226,0.7807,0.38,0.89,0.92
232,0.81,0.86,0.93,0.33,0.92,0.92,0.854,0.4997,0.7862,0.47,0.89,0.92
233,0.71,0.86,0.93,0.29,0.92,0.92,0.8576,0.4355,0.7826,0.41,0.89,0.92
234,0.73,0.86,0.93,0.35,0.92,0.92,0.8597,0.4853,0.7889,0.47,0.89,0.93
235,0.81,0.85,0.93,0.28,0.93,0.92,0.8568,0.4643,0.786,0.42,0.89,0.92
236,0.8,0.86,0.93,0.35,0.92,0.92,0.854,0.5136,0.7872,0.49,0.89,0.92
237,0.8,0.86,0.93,0.31,0.93,0.92,0.8568,0.4808,0.7899,0.45,0.89,0.92
238,0.8,0.85,0.93,0.3,0.93,0.92,0.8547,0.4726,0.783,0.43,0.89,0.92
239,0.77,0.85,0.93,0.29,0.93,0.92,0.8547,0.4568,0.781,0.42,0.89,0.92
240,0.71,0.85,0.93,0.22,0.92,0.92,0.8568,0.3814,0.7756,0.34,0.88,0.92
241,0.71,0.85,0.92,0.26,0.92,0.92,0.8512,0.4093,0.7742,0.38,0.88,0.92
242,0.78,0.85,0.93,0.25,0.92,0.92,0.8547,0.425,0.7796,0.38,0.89,0.92
243,0.77,0.86,0.93,0.33,0.92,0.92,0.8561,0.4866,0.7859,0.46,0.89,0.92
244,0.73,0.85,0.93,0.29,0.92,0.92,0.854,0.4437,0.7779,0.42,0.89,0.92
245,0.74,0.85,0.93,0.26,0.92,0.92,0.8533,0.425,0.776,0.39,0.89,0.92
246,0.77,0.85,0.93,0.28,0.92,0.92,0.854,0.4501,0.7793,0.41,0.89,0.92
247,0.73,0.85,0.93,0.24,0.92,0.92,0.8533,0.4037,0.7769,0.36,0.89,0.92
248,0.83,0.86,0.93,0.36,0.92,0.92,0.8568,0.5344,0.7915,0.5,0.89,0.92
249,0.8,0.85,0.93,0.29,0.92,0.92,0.8554,0.466,0.7815,0.43,0.89,0.92
250,0.74,0.85,0.93,0.28,0.92,0.92,0.8533,0.4412,0.7785,0.41,0.89,0.92
251,0.78,0.86,0.93,0.34,0.92,0.92,0.8554,0.4971,0.7865,0.47,0.89,0.92
252,0.77,0.85,0.93,0.29,0.92,0.92,0.8554,0.4568,0.7814,0.42,0.89,0.92
253,0.79,0.85,0.93,0.28,0.92,0.92,0.854,0.4527,0.78,0.41,0.89,0.92
254,0.8,0.86,0.93,0.31,0.93,0.92,0.8568,0.4808,0.7871,0.45,0.89,0.92
255,0.84,0.86,0.93,0.34,0.92,0.92,0.8526,0.5211,0.7861,0.49,0.89,0.92
256,0.77,0.86,0.93,0.27,0.92,0.92,0.859,0.4411,0.7835,0.4,0.89,0.93
257,0.78,0.85,0.93,0.28,0.93,0.92,0.854,0.448,0.7797,0.41,0.89,0.92
258,0.79,0.86,0.93,0.34,0.92,0.92,0.8604,0.5032,0.7908,0.48,0.89,0.93
259,0.77,0.85,0.93,0.29,0.93,0.92,0.8576,0.4568,0.7837,0.42,0.89,0.92
