Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1,Neutral AP,GOF AP,LOF AP
349,0.73,0.86,0.93,0.32,0.92,0.92,0.8604,0.4617,0.7879,0.44,0.89,0.93,0.9765108970534724,0.5606634420601735,0.9437301518158266
350,0.79,0.86,0.93,0.34,0.93,0.92,0.8611,0.5032,0.7915,0.48,0.89,0.93,0.9762191331914356,0.579379841791622,0.9439148151204588
351,0.77,0.86,0.93,0.35,0.92,0.92,0.8526,0.501,0.7836,0.48,0.89,0.92,0.9763876499277744,0.5761158373986873,0.9433837736797044
352,0.79,0.86,0.93,0.37,0.92,0.92,0.854,0.523,0.7879,0.5,0.89,0.92,0.9763791421256004,0.591385727822654,0.9441730523819198
353,0.78,0.86,0.93,0.36,0.92,0.92,0.8604,0.5111,0.7914,0.49,0.89,0.93,0.9764165984790929,0.5938812351324776,0.9441070706292306
354,0.79,0.86,0.93,0.38,0.92,0.92,0.8533,0.5347,0.7885,0.52,0.89,0.92,0.9765625227772311,0.6215855755923596,0.9454868177208241
355,0.76,0.86,0.93,0.34,0.92,0.92,0.8533,0.4887,0.7832,0.47,0.89,0.92,0.9764082787283969,0.5836961449630569,0.9430620607888
356,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.507,0.785,0.49,0.89,0.92,0.9761874078404479,0.6125173398069224,0.9446742102686683
357,0.78,0.86,0.93,0.35,0.92,0.92,0.8576,0.5051,0.7879,0.48,0.89,0.92,0.9765901957796269,0.5822473388962104,0.9436830479409665
358,0.75,0.86,0.93,0.36,0.92,0.92,0.8547,0.505,0.7856,0.49,0.89,0.92,0.9762943136666696,0.5738706653350507,0.9441517882999834
359,0.8,0.86,0.93,0.37,0.92,0.92,0.8568,0.5272,0.7899,0.5,0.89,0.92,0.9766207176897143,0.622282081649419,0.945423050667452
360,0.78,0.86,0.93,0.38,0.92,0.92,0.8526,0.5248,0.7864,0.51,0.89,0.92,0.9761466086536595,0.5988675314871872,0.9435417544764991
361,0.79,0.86,0.93,0.37,0.92,0.92,0.8554,0.523,0.7878,0.5,0.89,0.92,0.9766472815510117,0.5860601797020294,0.9447662933468588
362,0.78,0.86,0.93,0.36,0.92,0.92,0.8583,0.5111,0.7908,0.49,0.89,0.92,0.9765050714210289,0.5880083427434453,0.9436585786329414
363,0.79,0.86,0.93,0.36,0.92,0.92,0.8583,0.5171,0.7914,0.5,0.89,0.92,0.9762923090482728,0.6155906908066224,0.9430972720484876
364,0.75,0.86,0.93,0.35,0.92,0.92,0.854,0.493,0.785,0.48,0.89,0.92,0.9763185360498662,0.5652918047790976,0.9434353882800256
365,0.74,0.86,0.93,0.36,0.92,0.92,0.8554,0.4952,0.7861,0.48,0.89,0.92,0.976418650669601,0.5678489021919031,0.9437245268271367
366,0.8,0.87,0.93,0.39,0.92,0.92,0.8561,0.5405,0.7918,0.52,0.89,0.92,0.9769340543098834,0.612466383834039,0.9458759060090929
367,0.77,0.87,0.93,0.39,0.92,0.92,0.859,0.5286,0.7925,0.52,0.89,0.93,0.9770641512691371,0.5961458631693246,0.9449149717758314
368,0.76,0.86,0.93,0.37,0.92,0.92,0.8554,0.511,0.7869,0.5,0.89,0.92,0.9769190331316726,0.5669512107789385,0.9449766944890393
369,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.513,0.7886,0.49,0.89,0.92,0.9766919487527054,0.5860356372211671,0.9454172493327803
370,0.78,0.86,0.93,0.38,0.92,0.92,0.8554,0.5306,0.7913,0.51,0.89,0.92,0.9765141832324565,0.5979197747739937,0.9445004277078086
371,0.78,0.87,0.93,0.38,0.92,0.92,0.859,0.5248,0.7926,0.51,0.89,0.93,0.976809964587668,0.6040576887828211,0.9458320725817424
372,0.76,0.86,0.93,0.36,0.92,0.92,0.8547,0.509,0.7861,0.49,0.89,0.92,0.9765985002127383,0.5819157910369351,0.9445647048671585
373,0.78,0.86,0.93,0.36,0.92,0.92,0.8597,0.5111,0.792,0.49,0.89,0.93,0.976606128253258,0.5854347378058478,0.9443150862425186
374,0.78,0.87,0.93,0.39,0.92,0.92,0.8568,0.5382,0.7931,0.52,0.89,0.92,0.9769044234112103,0.6149497419599489,0.9450934177064503
375,0.77,0.86,0.93,0.38,0.92,0.92,0.854,0.5208,0.7899,0.5,0.89,0.92,0.9769016140920774,0.59376648844088,0.9447569940281973
376,0.76,0.86,0.93,0.36,0.92,0.92,0.854,0.503,0.7866,0.48,0.89,0.92,0.9764485624492323,0.5629109418048213,0.9435019551055709
377,0.78,0.86,0.93,0.38,0.92,0.92,0.8568,0.5306,0.7899,0.51,0.89,0.92,0.9765437712121208,0.6135728741440939,0.9436946319981214
378,0.77,0.86,0.93,0.37,0.92,0.92,0.8554,0.5149,0.789,0.5,0.89,0.92,0.9764265345110941,0.5744398915844614,0.9447541838424067
379,0.75,0.86,0.93,0.38,0.92,0.92,0.8547,0.5131,0.7859,0.5,0.89,0.92,0.9769299312531314,0.609976571615834,0.9456110531802033
380,0.77,0.86,0.93,0.37,0.92,0.92,0.8554,0.5149,0.7878,0.5,0.89,0.92,0.9767684835034066,0.5905891756132214,0.9452268975934258
381,0.8,0.86,0.93,0.36,0.92,0.92,0.8583,0.5213,0.7907,0.5,0.89,0.92,0.9765377835877163,0.5851258187513508,0.9433665413340081
382,0.78,0.86,0.93,0.37,0.92,0.92,0.8526,0.5189,0.7856,0.5,0.89,0.92,0.9769026652351849,0.5983907251627277,0.9449663615829733
383,0.77,0.86,0.93,0.34,0.92,0.92,0.8562,0.4928,0.7862,0.47,0.89,0.92,0.9763060282338856,0.5835974934863652,0.9441953304594892
384,0.77,0.86,0.93,0.38,0.92,0.92,0.8561,0.5208,0.7889,0.5,0.89,0.92,0.976888263906724,0.5967088817159258,0.9454844209056935
385,0.77,0.86,0.93,0.36,0.92,0.92,0.8583,0.513,0.7906,0.49,0.89,0.92,0.9766728696813027,0.6033524256355592,0.9450776704361287
386,0.76,0.86,0.93,0.36,0.92,0.92,0.854,0.509,0.7855,0.49,0.89,0.92,0.9766424954891606,0.6117163769518833,0.9444538755340023
387,0.79,0.86,0.93,0.38,0.93,0.92,0.859,0.5347,0.7943,0.52,0.89,0.93,0.9772811436091697,0.6059853473192669,0.9457940706282618
388,0.79,0.86,0.93,0.36,0.92,0.92,0.854,0.5171,0.7872,0.5,0.89,0.92,0.9772240411119898,0.6015451560095612,0.9442891095066762
389,0.81,0.86,0.92,0.39,0.92,0.92,0.8533,0.5446,0.788,0.52,0.89,0.92,0.9770966977437868,0.6353343851176193,0.9453255974855612
390,0.78,0.87,0.93,0.41,0.92,0.92,0.854,0.5457,0.7894,0.53,0.89,0.92,0.9772494048148231,0.6500614103029447,0.9453394187431912
391,0.79,0.87,0.93,0.38,0.92,0.92,0.8576,0.5347,0.7909,0.52,0.89,0.92,0.9771469068759285,0.6221629004242708,0.9473033480110211
392,0.79,0.87,0.93,0.39,0.92,0.92,0.8597,0.5364,0.793,0.52,0.89,0.93,0.9772497765894458,0.6090562761931574,0.9458101203023825
393,0.82,0.87,0.93,0.42,0.92,0.92,0.8576,0.5726,0.7973,0.56,0.9,0.92,0.9771700029419599,0.6689821778734538,0.9472883000151441
394,0.81,0.87,0.93,0.4,0.92,0.92,0.8561,0.5559,0.7938,0.54,0.89,0.92,0.9773729100260332,0.6785563954003918,0.947820368664191
395,0.79,0.87,0.93,0.38,0.92,0.92,0.8583,0.5347,0.7932,0.52,0.89,0.93,0.9772233000291272,0.6371689373524503,0.9466522966034684
396,0.82,0.87,0.93,0.42,0.92,0.92,0.8547,0.5726,0.7943,0.56,0.89,0.92,0.9770893845982199,0.6629846947015302,0.9452849667802551
397,0.79,0.87,0.93,0.4,0.92,0.92,0.8568,0.5478,0.7944,0.53,0.89,0.92,0.9774186114052275,0.6498388048653979,0.9451938556063253
398,0.81,0.87,0.93,0.39,0.92,0.92,0.8583,0.5503,0.7953,0.53,0.89,0.93,0.9774217493983288,0.6617530912226727,0.9458339231496534
399,0.83,0.87,0.93,0.41,0.92,0.92,0.8561,0.5712,0.7944,0.55,0.89,0.92,0.9774927745304526,0.679100630865634,0.946939922859629
400,0.81,0.87,0.93,0.42,0.92,0.92,0.8576,0.5686,0.7953,0.55,0.89,0.92,0.9774955036612758,0.668737848705983,0.9472743696382822
401,0.8,0.87,0.93,0.44,0.92,0.92,0.8554,0.5771,0.7936,0.57,0.89,0.92,0.977312027492609,0.6739578331775442,0.9470661612562642
402,0.82,0.87,0.93,0.43,0.92,0.92,0.854,0.5835,0.795,0.57,0.89,0.92,0.9775464238615961,0.6762237381354453,0.9479350533740395
403,0.79,0.86,0.93,0.39,0.92,0.92,0.8554,0.5422,0.7896,0.53,0.89,0.92,0.97707493599009,0.6466546784643875,0.9459622336931508
404,0.82,0.87,0.93,0.41,0.92,0.92,0.8576,0.5616,0.7946,0.54,0.89,0.92,0.9772324203699042,0.6518983996913046,0.9463185442151929
405,0.8,0.87,0.93,0.4,0.92,0.92,0.8576,0.5519,0.7931,0.54,0.89,0.92,0.977246504033607,0.6671089795833027,0.9464195739500865
406,0.79,0.87,0.93,0.43,0.92,0.92,0.8554,0.5662,0.7949,0.56,0.89,0.92,0.9773502030191613,0.6860134264323653,0.9462444129206399
407,0.81,0.87,0.93,0.4,0.93,0.92,0.8597,0.5559,0.7975,0.54,0.9,0.93,0.9772708693489981,0.6569843853564304,0.9460721898441633
408,0.81,0.87,0.93,0.43,0.92,0.92,0.8568,0.5795,0.7958,0.57,0.89,0.92,0.97747080537261,0.6747683270918631,0.9463497501894355
409,0.78,0.87,0.93,0.38,0.92,0.92,0.8583,0.5248,0.7917,0.51,0.89,0.93,0.9774677310671311,0.6404477271097292,0.9458591445758692
410,0.81,0.87,0.93,0.43,0.92,0.92,0.8568,0.5741,0.7978,0.56,0.9,0.92,0.9773080702140324,0.6631100088235999,0.9464823735924704
411,0.8,0.87,0.93,0.4,0.92,0.92,0.8576,0.5519,0.7959,0.54,0.89,0.92,0.9774143279506489,0.6540918313343702,0.9464612342199226
412,0.78,0.87,0.93,0.41,0.92,0.92,0.8561,0.5457,0.7931,0.53,0.89,0.92,0.9775310401155689,0.6438953877341065,0.9457010305429339
413,0.78,0.87,0.93,0.41,0.92,0.92,0.859,0.5513,0.7949,0.54,0.89,0.93,0.9773932531365956,0.6506347490053034,0.9454575585345046
414,0.8,0.87,0.93,0.41,0.92,0.92,0.8554,0.5591,0.7929,0.55,0.89,0.92,0.9774645104529401,0.6477400305988952,0.9457758306205668
415,0.81,0.87,0.93,0.41,0.92,0.92,0.8568,0.5631,0.7967,0.55,0.9,0.92,0.9772288384343342,0.6631148580055944,0.9457481431467162
416,0.8,0.87,0.93,0.41,0.92,0.92,0.8576,0.5591,0.7966,0.55,0.9,0.92,0.9770863277776853,0.662980989543165,0.9456137186207327
417,0.77,0.87,0.93,0.4,0.92,0.92,0.8561,0.54,0.7909,0.53,0.89,0.92,0.9773102262631628,0.6389649455702517,0.9451584333455945
418,0.77,0.87,0.93,0.38,0.92,0.92,0.8547,0.5267,0.7894,0.51,0.89,0.92,0.9774516792962793,0.6361606491917184,0.946487836240226
419,0.8,0.86,0.93,0.39,0.92,0.92,0.854,0.5462,0.7889,0.53,0.89,0.92,0.9774302019532171,0.6299269472402119,0.9455262118992452
420,0.79,0.87,0.93,0.42,0.92,0.92,0.8554,0.5607,0.7958,0.55,0.89,0.92,0.9771465288884528,0.6503977243224357,0.9457901671668348
421,0.82,0.87,0.93,0.42,0.92,0.92,0.8547,0.5726,0.7943,0.56,0.89,0.92,0.9771032019170603,0.6655116683212705,0.9462139732634525
422,0.77,0.87,0.93,0.41,0.92,0.92,0.8568,0.5475,0.7949,0.54,0.89,0.92,0.9775495028108825,0.6514668915012675,0.9465560472365292
423,0.79,0.87,0.93,0.41,0.92,0.92,0.8576,0.5552,0.7943,0.54,0.89,0.92,0.977487212956887,0.6589813892399844,0.946237895014608
424,0.79,0.87,0.93,0.39,0.92,0.92,0.8547,0.5422,0.7917,0.53,0.89,0.92,0.977362764566684,0.646111881210119,0.9462133955332556
425,0.8,0.86,0.92,0.39,0.92,0.92,0.8512,0.5462,0.7875,0.53,0.89,0.92,0.9773484289007525,0.6651225107222297,0.9463439053699649
426,0.82,0.87,0.93,0.41,0.92,0.92,0.8568,0.5671,0.7961,0.55,0.89,0.92,0.9776216593075744,0.6644160706863367,0.9471783554720983
427,0.78,0.87,0.93,0.42,0.92,0.92,0.8561,0.5569,0.7929,0.55,0.89,0.92,0.9777348777138012,0.6590524954172422,0.9471924781505519
428,0.79,0.87,0.93,0.39,0.92,0.92,0.859,0.5422,0.7944,0.53,0.89,0.93,0.9775885573882926,0.6581627027021575,0.9473508868203566
429,0.79,0.87,0.93,0.41,0.92,0.92,0.8554,0.5535,0.7949,0.54,0.89,0.92,0.977518072984374,0.6608508973580467,0.9469437682809806
430,0.8,0.87,0.93,0.42,0.92,0.92,0.8569,0.5646,0.7949,0.55,0.89,0.92,0.9774541234924264,0.6644508949384582,0.9460250366988183
431,0.81,0.87,0.92,0.41,0.92,0.92,0.8526,0.5575,0.79,0.54,0.89,0.92,0.9771373994342283,0.6319816307809497,0.945217521130014
432,0.79,0.86,0.93,0.36,0.93,0.92,0.8583,0.5171,0.7929,0.5,0.89,0.92,0.9771266221295251,0.6188691207274757,0.945658934571842
433,0.78,0.87,0.93,0.4,0.92,0.92,0.8554,0.5439,0.7909,0.53,0.89,0.92,0.977825797520484,0.6435278465989263,0.9468792789108651
434,0.79,0.87,0.93,0.41,0.92,0.92,0.8561,0.5552,0.7958,0.54,0.89,0.92,0.9774270262642609,0.6410156652549394,0.946375308344461
435,0.79,0.87,0.93,0.4,0.92,0.92,0.8583,0.5478,0.7945,0.53,0.89,0.93,0.9774656949981543,0.6541773016841739,0.9463164513121216
436,0.8,0.87,0.93,0.39,0.92,0.92,0.8576,0.5405,0.7918,0.52,0.89,0.92,0.9774768988937745,0.627866308700013,0.9458359007729623
437,0.8,0.87,0.93,0.39,0.92,0.92,0.859,0.5462,0.794,0.53,0.89,0.93,0.9776317102199912,0.6575328973251726,0.9470601317937443
438,0.81,0.86,0.93,0.39,0.92,0.92,0.8547,0.5503,0.7919,0.53,0.89,0.92,0.977409079280736,0.6483734545923866,0.9460949413037767
439,0.8,0.87,0.93,0.39,0.92,0.92,0.8597,0.5405,0.7939,0.52,0.89,0.93,0.9773142923111758,0.6261074511791255,0.9454326227737334
440,0.8,0.87,0.93,0.42,0.92,0.92,0.8561,0.5646,0.7957,0.55,0.89,0.92,0.9773189759616046,0.6697805112550193,0.947384280262046
441,0.8,0.87,0.93,0.43,0.92,0.92,0.8569,0.5701,0.797,0.56,0.9,0.92,0.9775939476134389,0.6690531313352146,0.9471608843781236
442,0.82,0.87,0.93,0.43,0.92,0.92,0.8554,0.5835,0.7965,0.57,0.9,0.92,0.9773343221329144,0.6673366420750746,0.9459480857714493
443,0.82,0.87,0.93,0.43,0.92,0.92,0.8583,0.5781,0.7985,0.56,0.9,0.93,0.9776351197263606,0.67733089528849,0.9465614033382197
444,0.8,0.87,0.93,0.41,0.92,0.92,0.8597,0.5591,0.7972,0.55,0.9,0.93,0.9775462979119167,0.6611467531479248,0.9468747754972346
445,0.81,0.87,0.93,0.43,0.92,0.92,0.859,0.5741,0.7987,0.56,0.9,0.93,0.9775492807289373,0.6544070243317689,0.9469927948610267
446,0.81,0.87,0.93,0.44,0.92,0.92,0.8576,0.581,0.7979,0.57,0.9,0.92,0.9773984551259937,0.675307022043321,0.9477392669809341
447,0.78,0.87,0.93,0.41,0.92,0.92,0.8568,0.5496,0.793,0.54,0.89,0.92,0.9775926648426956,0.621070131162583,0.9457733072654728
448,0.78,0.87,0.93,0.4,0.92,0.92,0.8597,0.5439,0.7966,0.53,0.9,0.93,0.9775923258130568,0.6308585130605039,0.9462580605778017
449,0.8,0.87,0.93,0.41,0.92,0.92,0.8554,0.5591,0.7943,0.55,0.89,0.92,0.9773637121517161,0.6318045374392203,0.944825289581355
450,0.81,0.87,0.93,0.41,0.92,0.92,0.8568,0.5631,0.7967,0.55,0.9,0.92,0.9772605059629718,0.6586581862764375,0.9464894235050907
451,0.8,0.87,0.93,0.43,0.93,0.92,0.859,0.5756,0.8003,0.56,0.9,0.93,0.9776442005564671,0.6550247709107203,0.9462701370340263
452,0.8,0.87,0.93,0.43,0.93,0.92,0.8604,0.5717,0.7995,0.56,0.9,0.93,0.9776869608623204,0.6699495490322028,0.9470116411089918
453,0.81,0.87,0.93,0.41,0.92,0.92,0.8561,0.5575,0.7937,0.54,0.89,0.92,0.9774414219476946,0.6463463276284137,0.9458470060361878
454,0.79,0.87,0.93,0.4,0.92,0.92,0.8568,0.5478,0.7946,0.53,0.89,0.92,0.9774040709044348,0.6530515125091735,0.9468213144535371
455,0.81,0.87,0.93,0.41,0.92,0.92,0.8597,0.5575,0.7973,0.54,0.9,0.93,0.977385480052573,0.6530097163619015,0.9469509060407745
456,0.81,0.87,0.93,0.39,0.92,0.92,0.8561,0.5503,0.7931,0.53,0.89,0.92,0.977338658659734,0.6292304599581241,0.9454055893535549
457,0.78,0.87,0.92,0.41,0.92,0.92,0.8533,0.5457,0.79,0.53,0.89,0.92,0.977663565134309,0.6393413672594136,0.9459893870415661
458,0.79,0.87,0.93,0.39,0.92,0.92,0.8576,0.5364,0.791,0.52,0.89,0.92,0.9773121195638534,0.6301685675887357,0.9462502181355776
459,0.8,0.87,0.93,0.4,0.92,0.92,0.8568,0.5519,0.7926,0.54,0.89,0.92,0.9775753160074969,0.6413959800644229,0.946575962937904
460,0.79,0.87,0.93,0.41,0.92,0.92,0.8583,0.5552,0.7965,0.54,0.9,0.93,0.9771522453005713,0.6499876959378305,0.9463061035002058
461,0.79,0.87,0.92,0.42,0.92,0.92,0.8519,0.5607,0.7892,0.55,0.89,0.92,0.9774532303485962,0.6554258826723454,0.9470213322165799
462,0.79,0.87,0.93,0.42,0.92,0.92,0.859,0.5607,0.7964,0.55,0.89,0.93,0.9774424001217854,0.6455241592651332,0.945505467779567
463,0.79,0.87,0.93,0.41,0.92,0.92,0.8597,0.5535,0.7966,0.54,0.9,0.93,0.9774011156043975,0.6550541376317663,0.9464374688371145
464,0.8,0.87,0.93,0.41,0.92,0.92,0.8583,0.5591,0.7945,0.55,0.89,0.92,0.9774499395057195,0.6533618379937973,0.9455609224936078
465,0.76,0.87,0.93,0.38,0.92,0.92,0.8583,0.5228,0.794,0.51,0.89,0.92,0.9773956451697656,0.6356200168203012,0.9456765469430928
466,0.78,0.86,0.93,0.38,0.92,0.92,0.8547,0.5306,0.7889,0.51,0.89,0.92,0.9772338677318226,0.6425848436864278,0.9459757904676589
467,0.79,0.87,0.93,0.41,0.92,0.92,0.859,0.5552,0.7958,0.54,0.89,0.93,0.9774194130294077,0.6552097892435932,0.9460788937964199
468,0.79,0.86,0.93,0.39,0.92,0.92,0.8576,0.5364,0.7911,0.52,0.89,0.92,0.9774112683599031,0.6373967898134566,0.9454245621262696
469,0.78,0.87,0.93,0.38,0.92,0.92,0.8568,0.5306,0.791,0.51,0.89,0.92,0.9774403891224939,0.6138748916836277,0.9452084027570908
470,0.79,0.87,0.93,0.43,0.92,0.92,0.8561,0.5662,0.7958,0.56,0.89,0.92,0.9774697326420918,0.6524053720219052,0.9459222554471182
471,0.81,0.87,0.92,0.41,0.92,0.92,0.854,0.5575,0.7915,0.54,0.89,0.92,0.9775913160658628,0.6479302674880312,0.9469689993273476
472,0.79,0.87,0.93,0.41,0.92,0.92,0.8547,0.5552,0.7916,0.54,0.89,0.92,0.9775379370142495,0.6513294059235729,0.9469636295326255
473,0.8,0.87,0.93,0.43,0.92,0.92,0.8561,0.5701,0.7952,0.56,0.89,0.92,0.9776670070953644,0.6623829015076015,0.9461622523241866
474,0.82,0.87,0.93,0.41,0.92,0.92,0.8568,0.5616,0.7953,0.54,0.89,0.92,0.9774086611982568,0.6552577177005723,0.9459838799437004
475,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.513,0.787,0.49,0.89,0.92,0.9773257648873163,0.6334996479375808,0.94623182788313
476,0.78,0.87,0.93,0.39,0.92,0.92,0.8597,0.5382,0.796,0.52,0.89,0.93,0.9771627428768113,0.6219604524060156,0.9444104827455675
477,0.79,0.87,0.93,0.42,0.92,0.92,0.8569,0.5607,0.7956,0.55,0.89,0.92,0.9774684879481119,0.664244925125008,0.94697071701719
478,0.81,0.87,0.93,0.4,0.92,0.92,0.8554,0.5559,0.7931,0.54,0.89,0.92,0.9774821460055881,0.6455642261757303,0.9462803654235978
479,0.81,0.87,0.92,0.41,0.92,0.92,0.854,0.5575,0.7915,0.54,0.89,0.92,0.9774628136544269,0.6432891634980141,0.9466350405318527
480,0.78,0.86,0.93,0.39,0.92,0.92,0.8561,0.5325,0.7904,0.52,0.89,0.92,0.9773588788052736,0.6405127681284756,0.9463811189161629
481,0.78,0.86,0.93,0.38,0.92,0.92,0.8561,0.5248,0.7896,0.51,0.89,0.92,0.9774677030928937,0.6161898538067023,0.9455325291059713
482,0.79,0.86,0.93,0.36,0.92,0.92,0.8576,0.5171,0.7905,0.5,0.89,0.92,0.9773594315027212,0.6131865799639568,0.9447952089788757
483,0.78,0.87,0.93,0.38,0.92,0.92,0.859,0.5306,0.7934,0.51,0.89,0.93,0.9775214684906122,0.6476278511221754,0.9462309984470217
484,0.79,0.86,0.92,0.4,0.92,0.92,0.8519,0.5478,0.7881,0.53,0.89,0.92,0.9773033036310905,0.6446154980704344,0.9456793446359337
485,0.81,0.87,0.93,0.41,0.93,0.92,0.859,0.5575,0.7982,0.54,0.9,0.93,0.9776422271990254,0.6743119449307722,0.9464780144541974
486,0.8,0.87,0.93,0.41,0.92,0.92,0.8597,0.5591,0.7973,0.55,0.9,0.93,0.9775904850469165,0.6570291769275061,0.9462547197300335
487,0.81,0.87,0.93,0.42,0.92,0.92,0.8576,0.5686,0.7967,0.55,0.9,0.92,0.977511400391627,0.6599217521965104,0.947106942293855
488,0.81,0.87,0.93,0.41,0.92,0.92,0.8583,0.5575,0.7948,0.54,0.89,0.92,0.9772516239883002,0.6488992653956865,0.9453714192928574
489,0.78,0.87,0.93,0.41,0.92,0.92,0.8576,0.5513,0.7935,0.54,0.89,0.92,0.9773734498429327,0.6423605345273989,0.9462922437230784
490,0.8,0.87,0.93,0.44,0.92,0.92,0.8611,0.5771,0.8005,0.57,0.9,0.93,0.9773670732871784,0.6527156716416694,0.9475002512282524
491,0.78,0.87,0.93,0.42,0.92,0.92,0.854,0.5569,0.7922,0.55,0.89,0.92,0.9776851739997988,0.6586381262174619,0.9473365940791565
492,0.79,0.87,0.93,0.41,0.92,0.92,0.8561,0.5552,0.7943,0.54,0.89,0.92,0.9774522261653303,0.6629283641805384,0.944918411535085
493,0.79,0.87,0.93,0.37,0.92,0.92,0.8562,0.523,0.7895,0.5,0.89,0.92,0.9775078241584374,0.6401559121519981,0.9457642802541235
494,0.78,0.87,0.93,0.41,0.92,0.92,0.8561,0.5496,0.7923,0.54,0.89,0.92,0.9772731237928813,0.6455094511462524,0.9464689299691034
495,0.78,0.87,0.93,0.4,0.92,0.92,0.8561,0.5439,0.7915,0.53,0.89,0.92,0.9771417103381048,0.6495746661567059,0.9453818583123662
496,0.82,0.87,0.93,0.45,0.92,0.92,0.859,0.5956,0.8013,0.58,0.9,0.93,0.9774655093423765,0.6724044408968715,0.9471538689186627
497,0.79,0.87,0.93,0.39,0.92,0.92,0.8597,0.5422,0.7939,0.53,0.89,0.93,0.9777860375003885,0.6099677530035326,0.9460033486888634
498,0.8,0.87,0.93,0.39,0.92,0.92,0.8561,0.5462,0.7937,0.53,0.89,0.92,0.9777153987343511,0.6452937412776366,0.9468794213531189
499,0.79,0.87,0.93,0.4,0.92,0.92,0.8576,0.5478,0.7952,0.53,0.89,0.92,0.9776208021444748,0.6555397673022885,0.9465148271539259
