Model,Precision
78,0.8876977649886022
82,0.8878650271326529
102,0.8885259434865395
96,0.8887958271419847
79,0.8888148604548819
95,0.8888496028593563
97,0.889050299269822
104,0.8894598108090416
499,0.8896711047750963
435,0.8907472655892623
106,0.8908849018359332
388,0.8909400500654603
415,0.8909936548182061
384,0.891050311791799
436,0.8911126154419614
438,0.8913135053704956
426,0.8913641497574394
410,0.8913762271710095
437,0.8914109859648924
406,0.8915006709117134
396,0.8916694036480639
424,0.8916801032672543
467,0.891734275409429
391,0.8917915260692412
458,0.8920402263019168
433,0.8920403982585384
83,0.8921690480157164
348,0.892393630519281
439,0.8924748355180179
432,0.8925508589398881
376,0.8925599303597017
407,0.8926094940721813
418,0.8926976214821976
448,0.8927734826765794
179,0.8929043000086775
192,0.8929985821383633
420,0.8930733587669305
346,0.8931480780221044
383,0.8931791979234216
186,0.8931892362652902
486,0.8933086500932353
423,0.8933282992522257
399,0.8933425639278824
431,0.8934060200910149
312,0.8934431507942617
444,0.893477670672188
401,0.8935260289790062
405,0.893554913746964
400,0.8935827465836251
494,0.893588209040301
397,0.8936328847056932
340,0.8936385422523117
421,0.8936870023082876
118,0.8936919952728153
380,0.8936942960550444
182,0.8937004089610217
362,0.8937043592517845
200,0.8937045291465768
479,0.8937658761387782
445,0.8937771918699842
425,0.8937873988797724
429,0.893848973507658
471,0.8938707356520332
454,0.8939044826571787
402,0.8939162019756922
476,0.893943572649625
430,0.8939746932557354
339,0.8939751930193477
392,0.8940216029546348
395,0.894106956428516
413,0.8941109689961314
105,0.894118983210207
481,0.8941264970042321
168,0.8941382843948422
196,0.8942457837068087
326,0.8942524489911244
377,0.894269118254358
447,0.8942711057937239
409,0.8942981805465122
183,0.894298325599235
434,0.8943694761321618
495,0.8944090995349951
422,0.8944608231983765
169,0.8944910787920826
493,0.8944919547685124
313,0.8945095973040634
488,0.8945784439960375
350,0.8946172716136389
427,0.8946251612719711
461,0.8947155188168437
390,0.8947796823135273
356,0.8947850660812522
167,0.8947862200536583
457,0.8948118975547442
386,0.8948135665313379
483,0.8948239095986836
452,0.894830767581962
175,0.894844273003469
347,0.8948608453283582
403,0.8949289138279274
417,0.8949500649533932
440,0.8949720456432915
484,0.8949741547589825
352,0.8950184519956818
382,0.8950398889396517
359,0.8950489757807643
411,0.8950503459903867
108,0.8950660289330069
449,0.8950858188621755
193,0.8950982887633127
414,0.895100270900115
412,0.8951068812509936
393,0.8951263526975956
442,0.8951381147257972
475,0.8951390362019738
374,0.8951441338768676
165,0.895165423730738
166,0.8952252951138089
480,0.8952788400680307
176,0.8953180616438271
487,0.8953314025700303
203,0.8953370966444764
389,0.8953451445105859
474,0.8953481942472858
498,0.8954103056990383
319,0.8954129489294069
473,0.8954222476581862
314,0.8954263742287218
318,0.895481977464253
372,0.8954833464234556
496,0.8955296751223463
337,0.895545641194418
490,0.8955838986446673
199,0.8956553560734101
464,0.8956773647399106
404,0.8956868813446056
120,0.8957272492407669
185,0.8957415015573055
197,0.8958427720301702
117,0.8958632178006417
328,0.8958813726057814
355,0.8958936414224158
455,0.8959164157339163
387,0.8959168352608297
178,0.8959943411186262
156,0.8959951626280035
465,0.8960318890990825
114,0.8960525222004488
157,0.896062921426841
478,0.8960645252277688
195,0.8960740028124965
450,0.8961213252069669
385,0.8961378773184373
125,0.8961455943889489
358,0.8961711398949
367,0.8962200013954688
428,0.8962285558204485
181,0.8962529098927141
171,0.8962784438948639
378,0.8962926499573769
492,0.896295024396754
327,0.8963036305815487
451,0.8963208508786958
121,0.896340573473233
443,0.8963763978809643
472,0.896404771962107
155,0.8964074449148285
398,0.8964138466242946
469,0.8964188103386131
462,0.8964199874037609
482,0.8964317068148044
163,0.8964548614074662
159,0.8964564332213617
342,0.8964592539801981
459,0.8964641804854521
172,0.8965371329184484
124,0.8965395261068795
180,0.8965860405109252
187,0.8966227763528155
466,0.8966475421365833
485,0.896648834466725
309,0.8966808171484244
468,0.8967186670225655
338,0.8967409793981402
198,0.8967473062514177
110,0.8967701317375479
497,0.8967854422410177
416,0.89681906108704
379,0.8968298087735097
216,0.8968476017537005
489,0.8968663215603963
491,0.8968853667108431
214,0.8969178829620478
460,0.8969315899790855
463,0.8969518092533626
363,0.8969553010143289
315,0.8969553238036823
419,0.8969558739307852
408,0.8969634036333021
115,0.8969658186498215
116,0.8969658186498215
334,0.8969698952022503
381,0.8969854877907971
201,0.8970065931971328
341,0.8970107204013477
170,0.897021404556165
446,0.8970758850697953
160,0.8970838643185971
353,0.8970961090434248
365,0.8971448221598485
329,0.897213860186009
285,0.8972466332673115
173,0.8972570950330073
335,0.897286783788999
370,0.8973234150359387
177,0.8973266186399163
184,0.8973337573178448
107,0.8973475842830436
209,0.8973484683923534
336,0.8973863514860183
344,0.8974489480406872
289,0.8974606140155467
477,0.8975490729694525
349,0.8975616830236354
191,0.897606601735605
154,0.8976525716710582
321,0.897672203327888
202,0.8977028843598512
164,0.8977192028471103
151,0.8977221527707503
375,0.897733928311042
145,0.8977793002413624
351,0.8978022858604432
162,0.8978085241360148
357,0.8978095215731895
208,0.8978415762686813
308,0.8978704075255673
394,0.8978742098729146
282,0.8979736676840173
207,0.897988836397498
