Model,ROC_AUC_Score
324,0.944218294019858
335,0.9442296453984548
446,0.9442309525639364
224,0.944234490282951
310,0.9442347206716312
300,0.9442541698762194
252,0.9442659435322112
492,0.9442888290114618
460,0.944296026060492
458,0.9443028075543434
450,0.944318088373822
276,0.9443229259249916
230,0.9443238095908568
242,0.9443339283594606
347,0.9443339845816318
461,0.944340919464233
291,0.9443453836268524
435,0.9443510467883844
488,0.9443573088382622
279,0.9443631699996148
496,0.9443655239974804
349,0.9443869807002488
433,0.9443878478661292
359,0.9443889793373256
497,0.944411258289348
322,0.944427635441166
434,0.9444309873825716
272,0.9444467809238076
431,0.9444566491370824
343,0.9444793525053872
332,0.9444810018927806
336,0.9445001589865226
487,0.9445074800909956
444,0.9445248014086246
476,0.944535564287755
327,0.9445406780608964
264,0.9445440905022467
331,0.9445534319382216
486,0.9445765374172728
333,0.944577826860548
402,0.94461371432801
321,0.94461431749413
427,0.944617661491098
350,0.9446211723212482
459,0.9446351539196828
396,0.944655125318242
449,0.9446571563441782
251,0.944687458261149
261,0.9447064625772518
451,0.9447095932966354
471,0.9447246461718763
286,0.9447268082810272
472,0.9447363238835108
329,0.9447414590455216
440,0.9447473764290454
287,0.9447951298301934
464,0.9448032099339786
463,0.9448099064834624
249,0.9448101445110244
439,0.9448389140682736
495,0.944891061965437
441,0.9449066581179631
432,0.944917079997403
483,0.9449234801582668
438,0.9449653613980724
270,0.9449890822654542
468,0.944998251368252
452,0.9450416322733646
445,0.9450598060902204
334,0.945060729478272
247,0.9450845945677452
220,0.9450956978354564
481,0.94509629427936
455,0.9451027964956866
410,0.9451247958646296
360,0.9451252291420144
351,0.9451309576923762
426,0.9451381315192052
356,0.9451490930092667
307,0.9451560718918284
482,0.9451651859946758
493,0.9451895069726248
253,0.9452130005068796
263,0.9452242534966768
462,0.9452468181428848
363,0.945281496833665
289,0.9452894712153238
384,0.9452926282124616
290,0.9452969603752004
354,0.9453099971967136
469,0.9453168104683142
292,0.945322923407216
293,0.9453600465402244
302,0.9453655324796952
271,0.9453733168059704
485,0.9453832302414268
399,0.9453943402313536
260,0.9454023066685752
453,0.9454364805820354
288,0.9454777959334648
255,0.9454807708196568
304,0.94549842641476
303,0.9455181512302095
341,0.9455292728312372
352,0.945536974046477
456,0.9455387609337456
267,0.9455419576530696
385,0.94556094852474
299,0.9455833218933436
423,0.9455984468796302
418,0.9456183483060308
398,0.9456203820819646
265,0.9456325544875948
406,0.9456527299970804
259,0.9456636841538152
266,0.9456990567606328
367,0.9457352525333712
491,0.9457413978611324
345,0.9457470879115292
278,0.9457610401766569
378,0.9457997026971584
371,0.9458002795855244
397,0.9458044693595036
306,0.9458054673030428
377,0.945817479292152
470,0.9458245736746088
365,0.9458704760218796
295,0.9458714623543186
428,0.9458736091857056
372,0.945875470628462
457,0.9458799561799508
268,0.9458891436160656
403,0.9459187549781064
392,0.9459312185779174
364,0.9459468067860062
330,0.945976348481444
358,0.9459883464150104
407,0.945997540573341
