Model,micro_recall,macro_recall,confusion_matrix
303,0.9014,0.8120,"[[1228, 2, 109], [6, 91, 55], [87, 20, 1233]]"
304,0.9011,0.8176,"[[1225, 2, 112], [5, 94, 53], [90, 18, 1232]]"
305,0.9036,0.8174,"[[1228, 2, 109], [5, 93, 54], [88, 15, 1237]]"
306,0.9014,0.8159,"[[1228, 1, 110], [5, 93, 54], [90, 19, 1231]]"
307,0.9004,0.8035,"[[1227, 2, 110], [4, 87, 61], [89, 16, 1235]]"
308,0.8990,0.7986,"[[1230, 2, 107], [5, 85, 62], [90, 20, 1230]]"
309,0.8976,0.8015,"[[1227, 1, 111], [5, 87, 60], [93, 20, 1227]]"
310,0.9014,0.8120,"[[1231, 3, 105], [5, 91, 56], [91, 19, 1230]]"
311,0.9011,0.8137,"[[1232, 3, 104], [5, 92, 55], [93, 20, 1227]]"
312,0.8944,0.7895,"[[1226, 1, 112], [5, 82, 65], [98, 18, 1224]]"
313,0.8958,0.7886,"[[1227, 2, 110], [6, 81, 65], [92, 20, 1228]]"
314,0.8965,0.7910,"[[1229, 1, 109], [5, 82, 65], [94, 19, 1227]]"
315,0.8979,0.7978,"[[1229, 2, 108], [5, 85, 62], [94, 18, 1228]]"
316,0.9007,0.8095,"[[1230, 2, 107], [5, 90, 57], [92, 18, 1230]]"
317,0.8990,0.8044,"[[1230, 2, 107], [5, 88, 59], [94, 19, 1227]]"
318,0.8965,0.8027,"[[1226, 2, 111], [5, 88, 59], [95, 21, 1224]]"
319,0.8965,0.8066,"[[1229, 2, 108], [5, 90, 57], [100, 21, 1219]]"
320,0.9000,0.7993,"[[1233, 1, 105], [4, 85, 63], [93, 17, 1230]]"
321,0.8986,0.8061,"[[1230, 2, 107], [5, 89, 58], [96, 19, 1225]]"
322,0.8993,0.8066,"[[1231, 2, 106], [5, 89, 58], [93, 21, 1226]]"
323,0.9011,0.8117,"[[1230, 3, 106], [6, 91, 55], [90, 20, 1230]]"
324,0.9036,0.8135,"[[1230, 1, 108], [6, 91, 55], [89, 14, 1237]]"
325,0.8993,0.8105,"[[1229, 2, 108], [5, 91, 56], [94, 20, 1226]]"
326,0.8958,0.7847,"[[1230, 2, 107], [7, 79, 66], [93, 20, 1227]]"
327,0.8976,0.7937,"[[1229, 3, 107], [6, 83, 63], [92, 19, 1229]]"
328,0.8969,0.7951,"[[1226, 2, 111], [5, 84, 63], [92, 19, 1229]]"
329,0.8983,0.7961,"[[1227, 2, 110], [6, 84, 62], [88, 20, 1232]]"
330,0.8993,0.8124,"[[1229, 2, 108], [6, 92, 54], [94, 21, 1225]]"
331,0.9004,0.8093,"[[1230, 2, 107], [6, 90, 56], [91, 20, 1229]]"
332,0.8993,0.7949,"[[1231, 2, 106], [6, 83, 63], [89, 19, 1232]]"
333,0.8990,0.8122,"[[1228, 2, 109], [5, 92, 55], [92, 23, 1225]]"
334,0.8979,0.7978,"[[1228, 2, 109], [6, 85, 61], [93, 18, 1229]]"
335,0.8983,0.8000,"[[1228, 1, 110], [7, 86, 59], [91, 20, 1229]]"
336,0.8986,0.7983,"[[1231, 2, 106], [5, 85, 62], [91, 21, 1228]]"
337,0.8969,0.7893,"[[1231, 2, 106], [5, 81, 66], [94, 19, 1227]]"
338,0.8983,0.7903,"[[1233, 2, 104], [6, 81, 65], [90, 21, 1229]]"
339,0.8954,0.7825,"[[1228, 3, 108], [5, 78, 69], [92, 19, 1229]]"
340,0.8951,0.7822,"[[1228, 2, 109], [5, 78, 69], [92, 20, 1228]]"
341,0.8979,0.8037,"[[1227, 1, 111], [5, 88, 59], [92, 21, 1227]]"
342,0.8976,0.8015,"[[1229, 2, 108], [6, 87, 59], [95, 20, 1225]]"
343,0.8997,0.8049,"[[1230, 1, 108], [5, 88, 59], [93, 18, 1229]]"
344,0.8983,0.8039,"[[1225, 2, 112], [5, 88, 59], [90, 20, 1230]]"
345,0.9011,0.8137,"[[1228, 3, 108], [6, 92, 54], [90, 19, 1231]]"
346,0.8944,0.7720,"[[1229, 1, 109], [5, 73, 74], [93, 17, 1230]]"
347,0.8958,0.7827,"[[1227, 2, 110], [5, 78, 69], [93, 16, 1231]]"
348,0.8933,0.7713,"[[1228, 1, 110], [5, 73, 74], [97, 15, 1228]]"
349,0.8983,0.7845,"[[1231, 1, 107], [5, 78, 69], [91, 15, 1234]]"
350,0.8954,0.7825,"[[1227, 2, 110], [5, 78, 69], [95, 15, 1230]]"
351,0.8986,0.7886,"[[1231, 2, 106], [5, 80, 67], [92, 15, 1233]]"
352,0.8961,0.7869,"[[1230, 2, 107], [5, 80, 67], [96, 17, 1227]]"
353,0.8979,0.7998,"[[1229, 1, 109], [5, 86, 61], [95, 18, 1227]]"
354,0.9004,0.8015,"[[1229, 1, 109], [5, 86, 61], [90, 16, 1234]]"
355,0.8972,0.7818,"[[1230, 3, 106], [5, 77, 70], [90, 17, 1233]]"
356,0.8958,0.7730,"[[1232, 1, 106], [5, 73, 74], [94, 15, 1231]]"
357,0.8983,0.7981,"[[1228, 1, 110], [5, 85, 62], [95, 15, 1230]]"
358,0.8969,0.7912,"[[1225, 2, 112], [5, 82, 65], [92, 16, 1232]]"
359,0.8961,0.7810,"[[1230, 2, 107], [5, 77, 70], [94, 16, 1230]]"
360,0.9004,0.7937,"[[1229, 1, 109], [5, 82, 65], [89, 13, 1238]]"
361,0.9018,0.8045,"[[1232, 2, 105], [5, 87, 60], [91, 15, 1234]]"
362,0.8947,0.7781,"[[1226, 2, 111], [6, 76, 70], [93, 16, 1231]]"
363,0.8976,0.7879,"[[1229, 1, 109], [5, 80, 67], [93, 15, 1232]]"
364,0.8990,0.7850,"[[1232, 0, 107], [5, 78, 69], [91, 14, 1235]]"
365,0.8979,0.7881,"[[1230, 1, 108], [5, 80, 67], [92, 16, 1232]]"
366,0.8990,0.7966,"[[1227, 3, 109], [5, 84, 63], [92, 14, 1234]]"
367,0.8972,0.7798,"[[1231, 2, 106], [5, 76, 71], [92, 15, 1233]]"
368,0.9000,0.8052,"[[1228, 1, 110], [5, 88, 59], [93, 15, 1232]]"
369,0.9014,0.8023,"[[1233, 2, 104], [5, 86, 61], [93, 14, 1233]]"
370,0.8976,0.7840,"[[1228, 0, 111], [5, 78, 69], [91, 14, 1235]]"
371,0.8997,0.8010,"[[1229, 0, 110], [5, 86, 61], [93, 15, 1232]]"
372,0.8961,0.7810,"[[1227, 2, 110], [5, 77, 70], [93, 14, 1233]]"
373,0.8990,0.7889,"[[1230, 1, 108], [5, 80, 67], [89, 16, 1235]]"
374,0.8961,0.7830,"[[1228, 3, 108], [5, 78, 69], [94, 15, 1231]]"
375,0.8983,0.7961,"[[1227, 1, 111], [5, 84, 63], [92, 16, 1232]]"
376,0.8937,0.7851,"[[1225, 2, 112], [5, 80, 67], [97, 18, 1225]]"
377,0.8951,0.7764,"[[1228, 2, 109], [5, 75, 72], [95, 14, 1231]]"
378,0.8969,0.7893,"[[1227, 2, 110], [5, 81, 66], [95, 14, 1231]]"
379,0.8979,0.7920,"[[1230, 2, 107], [5, 82, 65], [92, 18, 1230]]"
380,0.8951,0.7803,"[[1228, 2, 109], [5, 77, 70], [92, 19, 1229]]"
381,0.8976,0.7898,"[[1228, 1, 110], [6, 81, 65], [93, 15, 1232]]"
382,0.8961,0.7946,"[[1228, 2, 109], [5, 84, 63], [96, 19, 1225]]"
383,0.8947,0.7723,"[[1229, 3, 107], [5, 73, 74], [92, 17, 1231]]"
384,0.8923,0.7725,"[[1225, 3, 111], [6, 74, 72], [98, 15, 1227]]"
385,0.8972,0.7798,"[[1230, 2, 107], [5, 76, 71], [90, 16, 1234]]"
386,0.8958,0.7808,"[[1226, 2, 111], [7, 77, 68], [91, 16, 1233]]"
387,0.8969,0.7796,"[[1229, 2, 108], [6, 76, 70], [91, 15, 1234]]"
388,0.8923,0.7666,"[[1225, 2, 112], [7, 71, 74], [94, 16, 1230]]"
389,0.8965,0.7813,"[[1225, 3, 111], [7, 77, 68], [87, 17, 1236]]"
390,0.8954,0.7805,"[[1223, 3, 113], [5, 77, 70], [91, 14, 1235]]"
391,0.8933,0.7693,"[[1228, 2, 109], [7, 72, 73], [94, 17, 1229]]"
392,0.8947,0.7761,"[[1225, 2, 112], [6, 75, 71], [93, 14, 1233]]"
393,0.8961,0.7694,"[[1228, 1, 110], [6, 71, 75], [86, 16, 1238]]"
394,0.8986,0.7808,"[[1230, 1, 108], [7, 76, 69], [87, 15, 1238]]"
395,0.8951,0.7764,"[[1225, 2, 112], [6, 75, 71], [90, 16, 1234]]"
396,0.8930,0.7691,"[[1226, 1, 112], [8, 72, 72], [93, 17, 1230]]"
397,0.8951,0.7744,"[[1229, 1, 109], [6, 74, 72], [90, 19, 1231]]"
398,0.8976,0.7723,"[[1230, 3, 106], [7, 72, 73], [87, 14, 1239]]"
399,0.8947,0.7684,"[[1227, 1, 111], [7, 71, 74], [87, 18, 1235]]"
400,0.8947,0.7684,"[[1228, 1, 110], [7, 71, 74], [90, 16, 1234]]"
401,0.8947,0.7684,"[[1229, 1, 109], [7, 71, 74], [91, 16, 1233]]"
402,0.8947,0.7645,"[[1228, 1, 110], [6, 69, 77], [90, 14, 1236]]"
403,0.8961,0.7674,"[[1230, 2, 107], [6, 70, 76], [88, 15, 1237]]"
404,0.8969,0.7815,"[[1229, 1, 109], [7, 77, 68], [89, 18, 1233]]"
405,0.8951,0.7647,"[[1229, 1, 109], [6, 69, 77], [86, 18, 1236]]"
406,0.8930,0.7652,"[[1229, 1, 109], [6, 70, 76], [94, 17, 1229]]"
407,0.8944,0.7681,"[[1228, 2, 109], [7, 71, 74], [88, 19, 1233]]"
408,0.8976,0.7801,"[[1227, 1, 111], [6, 76, 70], [87, 15, 1238]]"
409,0.8954,0.7669,"[[1228, 1, 110], [7, 70, 75], [87, 16, 1237]]"
410,0.8926,0.7649,"[[1224, 1, 114], [7, 70, 75], [90, 17, 1233]]"
411,0.8961,0.7674,"[[1228, 1, 110], [7, 70, 75], [85, 16, 1239]]"
412,0.8958,0.7652,"[[1227, 1, 111], [6, 69, 77], [86, 14, 1240]]"
413,0.8954,0.7728,"[[1228, 1, 110], [7, 73, 72], [88, 18, 1234]]"
414,0.8958,0.7633,"[[1226, 1, 112], [7, 68, 77], [84, 14, 1242]]"
415,0.8923,0.7608,"[[1222, 1, 116], [5, 68, 79], [86, 18, 1236]]"
416,0.8976,0.7742,"[[1227, 2, 110], [7, 73, 72], [85, 14, 1241]]"
417,0.8958,0.7672,"[[1227, 1, 111], [6, 70, 76], [86, 15, 1239]]"
418,0.8940,0.7659,"[[1227, 1, 111], [7, 70, 75], [89, 17, 1234]]"
419,0.8976,0.7840,"[[1227, 1, 111], [7, 78, 67], [89, 15, 1236]]"
420,0.8947,0.7703,"[[1228, 2, 109], [6, 72, 74], [88, 19, 1233]]"
421,0.8951,0.7686,"[[1230, 1, 108], [7, 71, 74], [90, 17, 1233]]"
422,0.8951,0.7686,"[[1224, 1, 114], [5, 71, 76], [86, 15, 1239]]"
423,0.8944,0.7759,"[[1224, 1, 114], [6, 75, 71], [89, 18, 1233]]"
424,0.8930,0.7574,"[[1226, 1, 112], [6, 66, 80], [88, 16, 1236]]"
425,0.8954,0.7689,"[[1233, 1, 105], [6, 71, 75], [91, 18, 1231]]"
426,0.8930,0.7593,"[[1225, 2, 112], [7, 67, 78], [87, 17, 1236]]"
427,0.8961,0.7635,"[[1231, 1, 107], [7, 68, 77], [85, 17, 1238]]"
428,0.8972,0.7682,"[[1228, 1, 110], [6, 70, 76], [82, 16, 1242]]"
429,0.8947,0.7548,"[[1230, 1, 108], [6, 64, 82], [88, 13, 1239]]"
430,0.8954,0.7669,"[[1229, 1, 109], [6, 70, 76], [86, 18, 1236]]"
431,0.8944,0.7642,"[[1223, 2, 114], [7, 69, 76], [85, 15, 1240]]"
432,0.8937,0.7598,"[[1227, 2, 110], [6, 67, 79], [90, 14, 1236]]"
433,0.8937,0.7618,"[[1227, 3, 109], [6, 68, 78], [89, 16, 1235]]"
434,0.8954,0.7611,"[[1228, 2, 109], [6, 67, 79], [86, 14, 1240]]"
435,0.8926,0.7572,"[[1227, 1, 111], [6, 66, 80], [87, 19, 1234]]"
436,0.8930,0.7632,"[[1225, 3, 111], [5, 69, 78], [87, 19, 1234]]"
437,0.8923,0.7627,"[[1221, 1, 117], [5, 69, 78], [88, 16, 1236]]"
438,0.8930,0.7613,"[[1228, 1, 110], [6, 68, 78], [90, 18, 1232]]"
439,0.8940,0.7640,"[[1226, 1, 112], [6, 69, 77], [85, 19, 1236]]"
440,0.8969,0.7699,"[[1232, 2, 105], [5, 71, 76], [84, 20, 1236]]"
441,0.8993,0.7794,"[[1231, 1, 107], [6, 75, 71], [83, 17, 1240]]"
442,0.8969,0.7718,"[[1228, 4, 107], [6, 72, 74], [83, 18, 1239]]"
443,0.8972,0.7701,"[[1228, 1, 110], [7, 71, 74], [84, 15, 1241]]"
444,0.8954,0.7650,"[[1232, 2, 105], [5, 69, 78], [87, 19, 1234]]"
445,0.8958,0.7691,"[[1230, 3, 106], [6, 71, 75], [85, 20, 1235]]"
446,0.8986,0.7750,"[[1231, 2, 106], [6, 73, 73], [81, 19, 1240]]"
447,0.8961,0.7616,"[[1229, 2, 108], [6, 67, 79], [80, 19, 1241]]"
448,0.8951,0.7589,"[[1231, 3, 105], [6, 66, 80], [84, 19, 1237]]"
449,0.8965,0.7677,"[[1231, 2, 106], [6, 70, 76], [87, 16, 1237]]"
450,0.8972,0.7682,"[[1228, 1, 110], [5, 70, 77], [81, 17, 1242]]"
451,0.8969,0.7718,"[[1226, 2, 111], [6, 72, 74], [86, 13, 1241]]"
452,0.8961,0.7674,"[[1229, 2, 108], [6, 70, 76], [86, 16, 1238]]"
453,0.8986,0.7750,"[[1229, 1, 109], [6, 73, 73], [84, 14, 1242]]"
454,0.8954,0.7553,"[[1231, 2, 106], [5, 64, 83], [85, 15, 1240]]"
455,0.8969,0.7679,"[[1227, 1, 111], [6, 70, 76], [82, 16, 1242]]"
456,0.8986,0.7769,"[[1228, 1, 110], [5, 74, 73], [85, 13, 1242]]"
457,0.8961,0.7674,"[[1227, 3, 109], [5, 70, 77], [84, 16, 1240]]"
458,0.8940,0.7543,"[[1231, 2, 106], [5, 64, 83], [87, 17, 1236]]"
459,0.8979,0.7726,"[[1232, 2, 105], [6, 72, 74], [85, 17, 1238]]"
460,0.8979,0.7667,"[[1234, 1, 104], [6, 69, 77], [87, 14, 1239]]"
461,0.8958,0.7633,"[[1227, 2, 110], [5, 68, 79], [84, 15, 1241]]"
462,0.8976,0.7626,"[[1232, 1, 106], [6, 67, 79], [83, 15, 1242]]"
463,0.8976,0.7626,"[[1230, 1, 108], [6, 67, 79], [83, 13, 1244]]"
464,0.8965,0.7618,"[[1229, 1, 109], [6, 67, 79], [84, 14, 1242]]"
465,0.8961,0.7558,"[[1228, 0, 111], [6, 64, 82], [83, 12, 1245]]"
466,0.8976,0.7606,"[[1231, 1, 107], [6, 66, 80], [82, 14, 1244]]"
467,0.8937,0.7521,"[[1229, 2, 108], [5, 63, 84], [85, 17, 1238]]"
468,0.8976,0.7665,"[[1232, 0, 107], [6, 69, 77], [85, 15, 1240]]"
469,0.8979,0.7764,"[[1232, 2, 105], [6, 74, 72], [86, 18, 1236]]"
470,0.8990,0.7675,"[[1230, 1, 108], [6, 69, 77], [83, 11, 1246]]"
471,0.8954,0.7611,"[[1231, 1, 107], [6, 67, 79], [86, 17, 1237]]"
472,0.8976,0.7665,"[[1232, 1, 106], [4, 69, 79], [84, 16, 1240]]"
473,0.8969,0.7601,"[[1233, 1, 105], [5, 66, 81], [84, 16, 1240]]"
474,0.8965,0.7657,"[[1228, 3, 108], [6, 69, 77], [85, 14, 1241]]"
475,0.8961,0.7635,"[[1229, 1, 109], [6, 68, 78], [85, 15, 1240]]"
476,0.8947,0.7548,"[[1226, 1, 112], [5, 64, 83], [83, 14, 1243]]"
477,0.8983,0.7611,"[[1232, 2, 105], [5, 66, 81], [83, 12, 1245]]"
478,0.8972,0.7546,"[[1236, 1, 102], [6, 63, 83], [86, 13, 1241]]"
479,0.8954,0.7475,"[[1233, 2, 104], [5, 60, 87], [84, 14, 1242]]"
480,0.8969,0.7640,"[[1234, 2, 103], [4, 68, 80], [87, 16, 1237]]"
481,0.8954,0.7630,"[[1231, 1, 107], [5, 68, 79], [88, 16, 1236]]"
482,0.8979,0.7687,"[[1235, 1, 103], [5, 70, 77], [86, 17, 1237]]"
483,0.8961,0.7655,"[[1235, 1, 103], [6, 69, 77], [92, 15, 1233]]"
484,0.8965,0.7638,"[[1235, 1, 103], [6, 68, 78], [89, 16, 1235]]"
485,0.8979,0.7648,"[[1235, 1, 103], [6, 68, 78], [86, 15, 1239]]"
486,0.8947,0.7586,"[[1230, 2, 107], [5, 66, 81], [88, 15, 1237]]"
487,0.8969,0.7582,"[[1233, 1, 105], [6, 65, 81], [83, 16, 1241]]"
488,0.8961,0.7577,"[[1233, 1, 105], [6, 65, 81], [85, 16, 1239]]"
489,0.8979,0.7628,"[[1234, 1, 104], [6, 67, 79], [85, 14, 1241]]"
490,0.8969,0.7601,"[[1232, 2, 105], [6, 66, 80], [85, 14, 1241]]"
491,0.8983,0.7670,"[[1235, 1, 103], [6, 69, 77], [85, 16, 1239]]"
492,0.8976,0.7626,"[[1234, 1, 104], [6, 67, 79], [85, 15, 1240]]"
493,0.8965,0.7579,"[[1237, 2, 100], [6, 65, 81], [88, 16, 1236]]"
494,0.8951,0.7570,"[[1234, 1, 104], [6, 65, 81], [90, 15, 1235]]"
495,0.8961,0.7635,"[[1232, 2, 105], [6, 68, 78], [86, 17, 1237]]"
496,0.8972,0.7604,"[[1236, 2, 101], [6, 66, 80], [87, 15, 1238]]"
497,0.8986,0.7633,"[[1238, 2, 99], [6, 67, 79], [85, 16, 1239]]"
498,0.8969,0.7524,"[[1236, 1, 102], [6, 62, 84], [85, 14, 1241]]"
499,0.8919,0.7353,"[[1237, 1, 101], [6, 55, 91], [93, 14, 1233]]"
