Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1,Neutral AP,GOF AP,LOF AP
167,0.79,0.88,0.92,0.54,0.91,0.92,0.8505,0.6366,0.7992,0.64,0.9,0.92,0.9735666108416471,0.6270958125073403,0.9430875995464746
168,0.79,0.88,0.92,0.54,0.91,0.92,0.849,0.6366,0.7978,0.64,0.9,0.92,0.9733846401843776,0.636430240534497,0.9433678196365638
169,0.79,0.88,0.92,0.54,0.92,0.92,0.8483,0.6366,0.8,0.64,0.9,0.92,0.9735761114855757,0.6407331379669102,0.9416683509931707
170,0.81,0.88,0.92,0.57,0.92,0.92,0.849,0.6629,0.8035,0.67,0.9,0.92,0.9738715299191141,0.6511357887789967,0.9423673830511973
171,0.8,0.88,0.93,0.57,0.92,0.91,0.849,0.6561,0.8022,0.66,0.9,0.92,0.9734368619619516,0.6528040857629926,0.9422316461207012
172,0.79,0.88,0.92,0.59,0.92,0.91,0.8469,0.6686,0.804,0.68,0.9,0.92,0.9733388252370445,0.6497462447002078,0.9420908391369995
173,0.8,0.88,0.93,0.56,0.92,0.92,0.8505,0.6547,0.805,0.66,0.9,0.92,0.974081473742707,0.6442150174837089,0.942911479097294
174,0.82,0.88,0.93,0.58,0.92,0.91,0.8512,0.6759,0.8065,0.68,0.9,0.92,0.9733977767512103,0.6658782993875003,0.9417098033527317
175,0.8,0.88,0.93,0.55,0.92,0.91,0.8476,0.6498,0.7987,0.65,0.9,0.92,0.9737255302826733,0.6323676578002039,0.9424627203936966
176,0.79,0.88,0.93,0.53,0.92,0.92,0.8505,0.6351,0.8008,0.64,0.9,0.92,0.9736352880891995,0.6390525077907618,0.9422903794109823
177,0.78,0.88,0.93,0.56,0.92,0.92,0.854,0.6446,0.8048,0.65,0.9,0.92,0.9738635741648826,0.6229088843773575,0.9411787357961753
178,0.79,0.88,0.92,0.55,0.92,0.92,0.8498,0.6464,0.8027,0.65,0.9,0.92,0.9739827127902299,0.6254893112034361,0.9434972201588618
179,0.78,0.87,0.92,0.51,0.92,0.91,0.8483,0.6166,0.7973,0.62,0.9,0.92,0.9737745585946602,0.6205167120760294,0.9420032418457727
180,0.8,0.88,0.93,0.57,0.92,0.91,0.8505,0.6561,0.8021,0.66,0.9,0.92,0.973452184629203,0.6386472520643053,0.9420079099000582
181,0.78,0.88,0.93,0.55,0.92,0.92,0.8512,0.6397,0.8042,0.65,0.9,0.92,0.9736985523991788,0.6461101697708603,0.941998698655619
182,0.76,0.87,0.93,0.53,0.92,0.91,0.8505,0.6216,0.7981,0.63,0.9,0.92,0.9736677365764488,0.6192049321194161,0.942134643376531
183,0.79,0.88,0.92,0.55,0.91,0.91,0.8476,0.6464,0.7978,0.65,0.9,0.92,0.9735503042215409,0.6276494979698666,0.9418193520493063
184,0.77,0.88,0.93,0.58,0.92,0.92,0.8533,0.6495,0.8054,0.66,0.9,0.92,0.9735653031532352,0.6409637133478907,0.9437288248360929
185,0.81,0.88,0.92,0.53,0.92,0.92,0.8512,0.6371,0.8008,0.64,0.9,0.92,0.9737555966414108,0.6282871280773125,0.9418432277745441
186,0.79,0.87,0.92,0.53,0.92,0.91,0.8476,0.6301,0.7959,0.63,0.89,0.92,0.9737388095560839,0.6273208976558305,0.9424520480134781
187,0.79,0.88,0.93,0.54,0.92,0.92,0.8526,0.6366,0.8043,0.64,0.9,0.92,0.9739877882257896,0.6275215044153248,0.9424171387832828
188,0.79,0.88,0.93,0.56,0.92,0.92,0.8554,0.6479,0.8055,0.65,0.9,0.92,0.9743568501426715,0.6510333658649387,0.9429935366805957
189,0.81,0.88,0.93,0.59,0.92,0.92,0.8526,0.6785,0.8076,0.68,0.9,0.92,0.974042893464485,0.6583216694966396,0.9428060924025072
190,0.81,0.88,0.93,0.56,0.92,0.92,0.8526,0.6581,0.8051,0.66,0.9,0.92,0.9739744278664815,0.6424478703695551,0.944087543081505
191,0.82,0.88,0.93,0.55,0.92,0.92,0.8512,0.6603,0.803,0.66,0.9,0.92,0.9737367894370841,0.64534004086883,0.9418462804664289
192,0.76,0.88,0.93,0.51,0.92,0.92,0.8512,0.6098,0.7972,0.61,0.89,0.92,0.9735176544254992,0.6198946684917762,0.941460004906164
193,0.78,0.88,0.93,0.53,0.92,0.92,0.8519,0.6266,0.8008,0.63,0.9,0.92,0.9738527545740511,0.6261559656259913,0.9438527536589756
194,0.79,0.88,0.93,0.58,0.92,0.92,0.8547,0.6624,0.8069,0.67,0.9,0.92,0.9737763165287627,0.652399677936502,0.9416363440060377
195,0.79,0.88,0.92,0.58,0.91,0.92,0.849,0.6624,0.8011,0.67,0.9,0.92,0.973564045592357,0.6525822026241648,0.941542858068617
196,0.77,0.88,0.93,0.54,0.92,0.92,0.8505,0.6266,0.7999,0.63,0.9,0.92,0.9740588787852018,0.6294277588061045,0.9426389219357596
197,0.77,0.88,0.93,0.54,0.92,0.92,0.8526,0.6299,0.8029,0.64,0.9,0.92,0.9740020544325408,0.6318287590164353,0.9419366972774253
198,0.78,0.88,0.93,0.57,0.92,0.92,0.8519,0.6511,0.8034,0.66,0.9,0.92,0.9739837240082039,0.625050427483624,0.9422300863013555
199,0.77,0.88,0.93,0.57,0.92,0.91,0.8498,0.6479,0.802,0.66,0.9,0.92,0.9738352158459729,0.6306639146629662,0.9427022268887743
200,0.78,0.88,0.93,0.53,0.92,0.92,0.8498,0.6283,0.7972,0.63,0.89,0.92,0.973862006640397,0.6422264422844957,0.9411512587725424
201,0.78,0.88,0.93,0.59,0.92,0.91,0.8505,0.6607,0.8035,0.67,0.9,0.92,0.97365401534963,0.6675009656960066,0.9433264524766263
202,0.8,0.88,0.93,0.58,0.92,0.92,0.8512,0.6657,0.8041,0.67,0.9,0.92,0.9739397318953098,0.6602107466632197,0.9430726292626908
203,0.78,0.88,0.93,0.56,0.92,0.91,0.8498,0.6446,0.8007,0.65,0.9,0.92,0.9735542765327344,0.6549557311004942,0.9427042809567664
204,0.81,0.88,0.93,0.6,0.92,0.91,0.8526,0.6799,0.8049,0.69,0.9,0.92,0.9740251023217917,0.6753521372525504,0.9456642344279254
205,0.79,0.88,0.93,0.61,0.92,0.91,0.8519,0.6781,0.8076,0.69,0.9,0.92,0.9738854831879534,0.6584975743198292,0.943545537259587
206,0.8,0.88,0.93,0.61,0.92,0.91,0.8512,0.686,0.8084,0.69,0.9,0.92,0.9740136138652576,0.6687889543518434,0.9430050255083638
207,0.78,0.88,0.93,0.59,0.92,0.91,0.8519,0.6622,0.8062,0.67,0.9,0.92,0.9738701444098162,0.6652855680948362,0.9439885912136075
208,0.79,0.88,0.93,0.61,0.92,0.91,0.8491,0.6748,0.8056,0.68,0.9,0.92,0.9740387456007632,0.6552243996629613,0.9442579535953183
209,0.77,0.88,0.93,0.61,0.92,0.91,0.8512,0.6655,0.804,0.68,0.9,0.92,0.9741355429869664,0.654865420384827,0.9445734235428161
210,0.78,0.88,0.93,0.6,0.92,0.91,0.8519,0.6701,0.8064,0.68,0.9,0.92,0.9737068332316091,0.6579154654088073,0.9445258932677936
211,0.79,0.88,0.93,0.61,0.92,0.92,0.854,0.6795,0.8082,0.69,0.9,0.92,0.9741654957652801,0.6772658861531752,0.9453937887591478
212,0.79,0.88,0.93,0.59,0.92,0.91,0.8526,0.6686,0.8085,0.68,0.9,0.92,0.97387681001021,0.662328541856306,0.945103922801472
213,0.79,0.88,0.93,0.62,0.92,0.91,0.8483,0.6888,0.8068,0.7,0.9,0.92,0.973735746794203,0.6689345911067209,0.9442265094985116
214,0.78,0.88,0.93,0.59,0.92,0.91,0.8498,0.6622,0.8041,0.67,0.9,0.92,0.9737927742741326,0.6609740760018674,0.9443139574943787
215,0.78,0.88,0.93,0.6,0.92,0.91,0.854,0.667,0.8063,0.68,0.9,0.92,0.9735474584641397,0.6699019861016047,0.9444306596525521
216,0.78,0.88,0.93,0.57,0.92,0.91,0.8519,0.6511,0.8035,0.66,0.9,0.92,0.9733718114337068,0.6446052374035667,0.9446559718529998
217,0.8,0.88,0.93,0.61,0.92,0.91,0.849,0.6813,0.8055,0.69,0.9,0.92,0.9737557199173814,0.6842225276110785,0.9448308649438797
218,0.79,0.88,0.93,0.62,0.92,0.91,0.8526,0.6842,0.8075,0.69,0.9,0.92,0.973803330078729,0.690829302617431,0.9445596959806342
219,0.81,0.88,0.93,0.62,0.92,0.91,0.8505,0.6952,0.8091,0.7,0.9,0.92,0.9735619318726392,0.6985540217901032,0.9448924370477689
220,0.82,0.88,0.93,0.64,0.92,0.91,0.8512,0.7109,0.8111,0.72,0.9,0.92,0.9737859795545771,0.7178293986016089,0.9451684094841044
221,0.8,0.88,0.93,0.62,0.92,0.91,0.8526,0.6874,0.8083,0.7,0.9,0.92,0.9734271174215463,0.6952484995240666,0.9446523373177016
222,0.79,0.88,0.93,0.62,0.92,0.91,0.8498,0.6888,0.8054,0.7,0.9,0.92,0.9736477277768009,0.6797400359339547,0.9439697846215347
223,0.81,0.88,0.93,0.62,0.92,0.91,0.8498,0.6952,0.8083,0.7,0.9,0.92,0.9736306299128744,0.6873412505723108,0.9448167535512513
224,0.81,0.88,0.93,0.64,0.92,0.91,0.8498,0.7044,0.8096,0.71,0.9,0.92,0.9736951175113535,0.7017536547013241,0.9460982735751452
225,0.78,0.89,0.93,0.63,0.92,0.91,0.854,0.6872,0.8117,0.7,0.9,0.92,0.9738067771297374,0.7024108256315101,0.9443810317548119
226,0.8,0.88,0.93,0.64,0.92,0.91,0.8505,0.7012,0.8096,0.71,0.9,0.92,0.9739232949402905,0.7069059652211054,0.9442969514677293
227,0.81,0.88,0.93,0.62,0.92,0.91,0.8533,0.6939,0.8105,0.7,0.9,0.92,0.9737037892197894,0.6947814187356994,0.9446557214578689
228,0.82,0.89,0.93,0.64,0.92,0.92,0.8519,0.7154,0.8137,0.72,0.9,0.92,0.9737957274536602,0.7020053257030562,0.9449117845686789
229,0.81,0.89,0.93,0.63,0.92,0.92,0.8554,0.6998,0.8132,0.71,0.9,0.92,0.9735366460270566,0.7091864267407734,0.9444828475756389
230,0.82,0.89,0.93,0.65,0.92,0.91,0.8526,0.7199,0.814,0.73,0.9,0.92,0.9739936729583873,0.7177789773869752,0.945245532371017
231,0.82,0.89,0.93,0.64,0.92,0.92,0.8526,0.7121,0.8137,0.72,0.9,0.92,0.9736731575160584,0.7062639427462923,0.9452891202490588
232,0.81,0.88,0.93,0.62,0.92,0.92,0.8512,0.6985,0.8103,0.71,0.9,0.92,0.9735533553626307,0.7072566230459305,0.9443333060429893
233,0.82,0.89,0.93,0.64,0.92,0.92,0.8505,0.7154,0.8124,0.72,0.9,0.92,0.9737261795278379,0.7069627639249882,0.9446460018175982
234,0.84,0.89,0.93,0.67,0.92,0.91,0.8491,0.7366,0.8117,0.74,0.9,0.92,0.9740714878299115,0.7149584233704015,0.9440875011369871
235,0.81,0.88,0.93,0.63,0.92,0.92,0.8526,0.6998,0.8103,0.71,0.9,0.92,0.973855201663041,0.6966609963264963,0.9447907068913298
236,0.82,0.88,0.93,0.64,0.92,0.91,0.8491,0.7154,0.8097,0.72,0.9,0.92,0.973883323073147,0.7199099638176946,0.9443216916088459
237,0.82,0.89,0.93,0.64,0.92,0.91,0.8519,0.7154,0.8125,0.72,0.9,0.92,0.9738585372934299,0.704777627848407,0.9454124178768395
238,0.83,0.88,0.93,0.63,0.92,0.91,0.8519,0.713,0.8113,0.72,0.9,0.92,0.9735428928774976,0.707222958267051,0.9445049461519383
239,0.83,0.88,0.93,0.61,0.92,0.91,0.8505,0.6947,0.8085,0.7,0.9,0.92,0.973663980838509,0.6841376145168896,0.9442936138091615
240,0.82,0.88,0.93,0.65,0.92,0.91,0.8526,0.7167,0.8133,0.73,0.9,0.92,0.9738421166005928,0.7086275820428999,0.944812817829823
241,0.82,0.88,0.93,0.61,0.92,0.91,0.8512,0.6925,0.8087,0.7,0.9,0.92,0.973576400659395,0.6956390958521628,0.9458068315279665
242,0.83,0.88,0.93,0.62,0.92,0.91,0.8526,0.7085,0.8127,0.71,0.9,0.92,0.9739521707725557,0.6981071746784581,0.9461870356255594
243,0.82,0.88,0.93,0.63,0.92,0.92,0.854,0.7063,0.8118,0.71,0.9,0.92,0.9738048878283496,0.7055880316457214,0.9454491186251999
244,0.8,0.88,0.93,0.62,0.92,0.91,0.8505,0.6906,0.807,0.7,0.9,0.92,0.9736307146672202,0.6849723593420645,0.9442452703741551
245,0.79,0.88,0.93,0.63,0.92,0.91,0.8483,0.6934,0.8047,0.7,0.9,0.92,0.9741731308380027,0.6833311436058749,0.9456925375961602
246,0.8,0.88,0.93,0.66,0.92,0.91,0.8491,0.7116,0.8082,0.72,0.9,0.92,0.974094094710768,0.7017178196242405,0.9452280385757865
247,0.82,0.88,0.93,0.64,0.92,0.91,0.8476,0.7154,0.8083,0.72,0.9,0.92,0.9739402150730212,0.7182822158903922,0.9455730197074085
248,0.82,0.88,0.93,0.64,0.92,0.91,0.8505,0.7121,0.8104,0.72,0.9,0.92,0.9742381523530865,0.7051700960804597,0.9453339481359322
249,0.82,0.88,0.93,0.63,0.92,0.91,0.8484,0.7063,0.8077,0.71,0.9,0.92,0.9737958922727625,0.7108080304257555,0.9460480984477686
250,0.83,0.89,0.93,0.64,0.92,0.91,0.8498,0.7187,0.811,0.73,0.9,0.92,0.9740453369529055,0.7289493256893987,0.9470212070708778
251,0.84,0.89,0.93,0.64,0.92,0.92,0.8526,0.7221,0.8146,0.73,0.9,0.92,0.9738848630174258,0.7105222952030246,0.945986527465917
252,0.83,0.88,0.93,0.62,0.92,0.92,0.8505,0.7085,0.8104,0.71,0.9,0.92,0.973868842686718,0.7021678929357412,0.9462285045252091
253,0.86,0.89,0.93,0.63,0.92,0.92,0.8512,0.7234,0.8125,0.73,0.9,0.92,0.9740790929917724,0.7216615431695751,0.9461997000280857
254,0.85,0.89,0.93,0.64,0.92,0.92,0.8512,0.7244,0.8124,0.73,0.9,0.92,0.9739438232770168,0.7275541715682041,0.9475572209006611
255,0.85,0.89,0.93,0.64,0.92,0.92,0.8547,0.7244,0.8145,0.73,0.9,0.92,0.9741970885097476,0.7129821181973252,0.9451892545623268
256,0.87,0.89,0.93,0.65,0.92,0.92,0.8533,0.7404,0.8161,0.74,0.9,0.92,0.9740685590251067,0.7219464594273268,0.9471427649783697
257,0.83,0.88,0.93,0.62,0.92,0.91,0.8512,0.7039,0.8091,0.71,0.9,0.92,0.9741344583593162,0.7136635589884883,0.9469420982417763
258,0.86,0.89,0.93,0.64,0.92,0.92,0.8512,0.7324,0.8139,0.74,0.9,0.92,0.9740894473181876,0.7181829696347284,0.9478146358539482
259,0.83,0.88,0.93,0.64,0.92,0.91,0.849,0.7142,0.8083,0.72,0.9,0.92,0.9741620197986274,0.7169808188261545,0.9464673101259782
260,0.86,0.89,0.93,0.64,0.92,0.92,0.8533,0.7279,0.8138,0.73,0.9,0.92,0.9744003386823021,0.7256195076937053,0.9464688361253932
261,0.85,0.89,0.93,0.61,0.92,0.92,0.8554,0.7098,0.8147,0.71,0.9,0.92,0.9745477366221297,0.7165399550965567,0.9469101310101443
262,0.84,0.89,0.93,0.6,0.92,0.92,0.8561,0.697,0.8133,0.7,0.9,0.92,0.974132806623196,0.6955050528761859,0.9461433851847441
263,0.86,0.88,0.93,0.59,0.93,0.92,0.8576,0.6996,0.8156,0.7,0.9,0.92,0.9743673088435266,0.7076737898619567,0.9475760507111305
264,0.85,0.88,0.93,0.58,0.92,0.92,0.8533,0.6866,0.8093,0.69,0.9,0.92,0.974103365543411,0.6911317098350682,0.9463386693097222
265,0.85,0.89,0.93,0.61,0.92,0.92,0.854,0.7098,0.8147,0.71,0.9,0.92,0.9742137545897788,0.7083689833695183,0.9469079419213038
266,0.88,0.88,0.93,0.6,0.93,0.92,0.8554,0.7116,0.8156,0.71,0.9,0.92,0.9742671951721128,0.7104552459811154,0.9467595298508465
267,0.84,0.89,0.93,0.61,0.92,0.92,0.854,0.7016,0.8133,0.7,0.9,0.92,0.9745304425114677,0.7147632557808501,0.9474912455878287
268,0.86,0.88,0.93,0.62,0.92,0.92,0.8512,0.7179,0.8105,0.72,0.9,0.92,0.9744237624200329,0.7115046881204757,0.9468238967757906
269,0.89,0.89,0.93,0.62,0.92,0.92,0.8561,0.729,0.8176,0.73,0.91,0.92,0.9743133660935229,0.7212974976198977,0.9466325840910874
270,0.87,0.89,0.93,0.64,0.92,0.92,0.8533,0.7359,0.8167,0.74,0.9,0.92,0.974018560052008,0.7118260157041525,0.9465151225076747
271,0.88,0.88,0.93,0.61,0.92,0.92,0.8547,0.7161,0.8142,0.72,0.9,0.92,0.9744278486160352,0.7160791060764775,0.946857291959154
272,0.87,0.88,0.93,0.57,0.93,0.92,0.8561,0.693,0.8122,0.69,0.9,0.92,0.9743345155184491,0.6999345815692648,0.9461337859110911
273,0.85,0.88,0.93,0.59,0.92,0.92,0.8561,0.6959,0.812,0.7,0.9,0.92,0.9741596716490709,0.6960540890389129,0.9455429248157892
274,0.87,0.89,0.93,0.61,0.92,0.92,0.8547,0.7124,0.8133,0.71,0.9,0.92,0.9743822761685945,0.7158247326114885,0.945203116139051
275,0.84,0.89,0.93,0.63,0.92,0.92,0.8561,0.7165,0.8159,0.72,0.9,0.92,0.9741547015362498,0.699362575295119,0.9454865351750782
276,0.85,0.89,0.93,0.64,0.92,0.92,0.854,0.7289,0.8146,0.73,0.9,0.92,0.974375311138304,0.7041190313032657,0.945903299334377
277,0.86,0.89,0.93,0.64,0.92,0.92,0.8519,0.7279,0.8139,0.73,0.9,0.92,0.9742666737565876,0.7154946347019895,0.9456808463330213
278,0.83,0.88,0.93,0.57,0.92,0.92,0.8561,0.6747,0.8099,0.68,0.9,0.92,0.9741419758499048,0.7195761547961458,0.9461537508488225
279,0.82,0.88,0.93,0.6,0.92,0.92,0.8533,0.6866,0.8083,0.69,0.9,0.92,0.9741616850972349,0.7152490680981161,0.945804506309388
280,0.82,0.89,0.93,0.64,0.92,0.92,0.854,0.7109,0.8124,0.72,0.9,0.92,0.9744925490240806,0.7284281913593802,0.9475710794685828
281,0.81,0.88,0.93,0.56,0.92,0.92,0.8533,0.6581,0.8044,0.66,0.9,0.92,0.974807844840152,0.7110418316462983,0.9446711149875043
282,0.82,0.88,0.93,0.56,0.92,0.92,0.8533,0.6616,0.8023,0.66,0.9,0.92,0.9748675635996754,0.7075873100583465,0.9463029890691822
283,0.84,0.88,0.93,0.61,0.92,0.92,0.8576,0.7028,0.8141,0.71,0.9,0.92,0.9747157579685524,0.7239410695437093,0.9456752273935044
284,0.83,0.88,0.93,0.58,0.92,0.92,0.8533,0.6794,0.8064,0.68,0.9,0.92,0.9749806541016262,0.7205049604123226,0.9455289128177998
285,0.8,0.88,0.93,0.56,0.92,0.92,0.8533,0.6547,0.8021,0.66,0.9,0.92,0.9747956098790733,0.7054845579213133,0.9461355010312544
286,0.83,0.88,0.93,0.58,0.92,0.92,0.8554,0.6794,0.8084,0.68,0.9,0.92,0.9748129990285782,0.7203862372560845,0.9471683871189965
287,0.82,0.88,0.93,0.59,0.92,0.92,0.8547,0.6819,0.8078,0.69,0.9,0.92,0.9749736136001972,0.719948954976468,0.9460104897164141
288,0.82,0.88,0.93,0.62,0.92,0.92,0.854,0.7005,0.8096,0.71,0.9,0.92,0.9747490405079767,0.7251646397715942,0.9463150552439735
289,0.78,0.88,0.93,0.57,0.92,0.92,0.8554,0.6495,0.8027,0.66,0.9,0.92,0.9744700211417519,0.7186953633728425,0.9465328498673797
290,0.83,0.88,0.93,0.6,0.92,0.92,0.8604,0.69,0.8148,0.69,0.9,0.93,0.9750165413982647,0.7268704147188236,0.9462853007922254
291,0.84,0.88,0.93,0.57,0.93,0.92,0.8583,0.6782,0.8116,0.68,0.9,0.92,0.9745959894594546,0.7204333933249099,0.9454184677001675
292,0.83,0.88,0.93,0.61,0.92,0.92,0.8505,0.6947,0.8083,0.7,0.9,0.92,0.9749715609071214,0.7257243112313365,0.946179284231797
293,0.85,0.89,0.93,0.62,0.92,0.92,0.8583,0.7154,0.8154,0.72,0.9,0.92,0.9746561101861423,0.7349187932601798,0.9462675379472265
294,0.83,0.89,0.93,0.64,0.92,0.92,0.8583,0.7142,0.8159,0.72,0.9,0.92,0.9753118257202057,0.7336701859316277,0.947652133214872
295,0.82,0.89,0.93,0.6,0.92,0.92,0.8568,0.6866,0.8117,0.69,0.9,0.92,0.9746961095093934,0.7253192875570116,0.9469002028522009
296,0.82,0.88,0.93,0.62,0.92,0.92,0.854,0.7005,0.8097,0.71,0.9,0.92,0.9748402870125814,0.7176172832672444,0.9464466279261523
297,0.81,0.88,0.93,0.58,0.92,0.92,0.8554,0.6691,0.8063,0.67,0.9,0.92,0.9750008882527017,0.7174455469133307,0.9452904671587115
298,0.81,0.88,0.93,0.59,0.92,0.92,0.8547,0.6738,0.8061,0.68,0.9,0.92,0.9747227729198868,0.7190491348243192,0.9455237457518232
299,0.83,0.89,0.93,0.63,0.92,0.92,0.854,0.713,0.8117,0.72,0.9,0.92,0.9750499107923388,0.7412819630390601,0.9467392477514432
300,0.83,0.89,0.93,0.62,0.92,0.92,0.8583,0.7039,0.8162,0.71,0.9,0.92,0.9748022412378903,0.7188380646902488,0.945137542671509
301,0.79,0.88,0.93,0.55,0.92,0.92,0.8583,0.6415,0.8079,0.65,0.9,0.92,0.9747138850524903,0.7105218999351055,0.9442097065302707
302,0.83,0.89,0.93,0.64,0.92,0.92,0.8561,0.7187,0.8144,0.73,0.9,0.92,0.9748798615353614,0.7326072973510297,0.9464399652038363
303,0.81,0.88,0.93,0.6,0.92,0.92,0.8554,0.6799,0.8091,0.69,0.9,0.92,0.9750332812460972,0.7161005513474961,0.9460231411241125
304,0.82,0.88,0.93,0.62,0.92,0.91,0.8519,0.7005,0.8077,0.71,0.9,0.92,0.9748780803462085,0.7342130757017356,0.9462668816226742
305,0.85,0.88,0.93,0.61,0.92,0.92,0.8554,0.7063,0.8127,0.71,0.9,0.92,0.9748815595244139,0.7412444508956042,0.9459461835994468
306,0.82,0.88,0.93,0.61,0.92,0.92,0.854,0.6959,0.8076,0.7,0.9,0.92,0.9749467574095272,0.7307895413289738,0.9467199816061086
307,0.83,0.88,0.93,0.57,0.92,0.92,0.8547,0.6747,0.8058,0.68,0.9,0.92,0.975068142180551,0.7268325298763357,0.9461697934447448
308,0.79,0.88,0.93,0.56,0.92,0.92,0.8554,0.6513,0.8035,0.66,0.9,0.92,0.974930305141628,0.7210746218225035,0.9457756867730683
309,0.81,0.88,0.93,0.57,0.92,0.92,0.8512,0.6643,0.7999,0.67,0.9,0.92,0.9745146098641627,0.7264045914745847,0.9447318653884166
310,0.81,0.88,0.93,0.6,0.92,0.92,0.8554,0.6799,0.8089,0.69,0.9,0.92,0.9748961070649487,0.7237831012000345,0.945558456381036
311,0.8,0.89,0.93,0.61,0.92,0.92,0.8547,0.6813,0.8081,0.69,0.9,0.92,0.97483221027997,0.7294160631787012,0.9455181198689075
312,0.81,0.87,0.92,0.54,0.91,0.92,0.8469,0.647,0.7936,0.65,0.89,0.92,0.9746971693536839,0.7187995021393658,0.9442209776653724
313,0.79,0.88,0.93,0.53,0.92,0.92,0.8512,0.6316,0.7979,0.64,0.9,0.92,0.9747326511050958,0.7033262812199933,0.9433154729224165
314,0.8,0.88,0.93,0.54,0.92,0.92,0.8519,0.6435,0.7979,0.65,0.9,0.92,0.974691893558028,0.7152617715644431,0.9444092206659911
315,0.81,0.88,0.93,0.56,0.92,0.92,0.8519,0.6581,0.8013,0.66,0.9,0.92,0.9752048411727832,0.7129750999908725,0.944964644438678
316,0.82,0.88,0.93,0.59,0.92,0.92,0.854,0.6819,0.8069,0.69,0.9,0.92,0.9747877071990028,0.7225439664677983,0.9445637035406587
317,0.81,0.88,0.93,0.58,0.92,0.92,0.8526,0.6691,0.8033,0.67,0.9,0.92,0.9748869001106889,0.7248719108010558,0.9447673124181322
318,0.79,0.88,0.92,0.58,0.91,0.92,0.849,0.6624,0.7984,0.67,0.9,0.92,0.974764388401455,0.7208202073921512,0.9455365959594558
319,0.8,0.88,0.92,0.59,0.91,0.92,0.8476,0.6719,0.7981,0.68,0.9,0.92,0.9747765695092727,0.7236060304499932,0.9453678088536661
320,0.83,0.88,0.93,0.56,0.92,0.92,0.8561,0.6651,0.8041,0.67,0.9,0.92,0.9750168933248314,0.7246071369698242,0.9438826423224539
321,0.81,0.88,0.92,0.59,0.91,0.92,0.8512,0.6738,0.8025,0.68,0.9,0.92,0.9747922254923393,0.7264470011436853,0.9457747582248747
322,0.79,0.88,0.93,0.59,0.91,0.92,0.854,0.6672,0.8039,0.67,0.9,0.92,0.9748781151465323,0.7245948376264145,0.9459387414802944
323,0.8,0.88,0.93,0.6,0.92,0.92,0.8547,0.6766,0.8089,0.68,0.9,0.92,0.9747907094398821,0.7217303959862426,0.9448330836335324
324,0.86,0.88,0.93,0.6,0.92,0.92,0.8554,0.7042,0.8127,0.71,0.9,0.92,0.9749245540804186,0.7371181711350738,0.9454019662983646
325,0.81,0.88,0.93,0.6,0.91,0.92,0.8519,0.6799,0.8039,0.69,0.9,0.92,0.9749289877253603,0.7232155091271326,0.9446372815987858
326,0.78,0.88,0.92,0.52,0.92,0.92,0.8519,0.6216,0.7986,0.62,0.9,0.92,0.9746313294694744,0.7179963853945389,0.9453563538504663
327,0.79,0.88,0.93,0.55,0.92,0.92,0.8526,0.6415,0.8021,0.65,0.9,0.92,0.9748907625854625,0.7197807487769478,0.9456520037183147
328,0.8,0.88,0.93,0.55,0.92,0.92,0.8512,0.6498,0.7994,0.65,0.9,0.92,0.9751196666135004,0.7124627359789087,0.9457081463130012
329,0.79,0.88,0.93,0.55,0.92,0.92,0.854,0.6464,0.8029,0.65,0.9,0.92,0.9748660953512643,0.7172942564893044,0.946026588166572
330,0.8,0.88,0.92,0.61,0.91,0.92,0.8512,0.6813,0.8045,0.69,0.9,0.92,0.9750839320053595,0.734101544530073,0.9463625736513624
331,0.8,0.88,0.93,0.59,0.92,0.92,0.854,0.6752,0.8068,0.68,0.9,0.92,0.9749202663260996,0.7320704931871035,0.9449929105266064
332,0.8,0.88,0.93,0.55,0.92,0.92,0.8561,0.6449,0.805,0.65,0.9,0.92,0.9746883706004289,0.7199988851241982,0.9463418530426695
333,0.79,0.88,0.93,0.61,0.91,0.92,0.8526,0.6748,0.8032,0.68,0.9,0.92,0.9751218701787415,0.7278920477131169,0.9458027761600856
334,0.81,0.88,0.93,0.56,0.92,0.92,0.8512,0.6581,0.8021,0.66,0.9,0.92,0.9748560544247595,0.7307190481375767,0.946173766431762
335,0.8,0.88,0.93,0.57,0.92,0.92,0.8519,0.6595,0.8027,0.66,0.9,0.92,0.975044796194728,0.7277782481647865,0.9455493295858214
336,0.79,0.88,0.93,0.56,0.92,0.92,0.8554,0.6479,0.8027,0.65,0.9,0.92,0.9754506367738769,0.722119356641019,0.9463375012506747
337,0.79,0.88,0.93,0.53,0.92,0.92,0.8533,0.6351,0.7992,0.64,0.9,0.92,0.9751847263844192,0.7166896382633372,0.9448279639624755
338,0.78,0.88,0.93,0.53,0.92,0.92,0.8568,0.6283,0.8027,0.63,0.9,0.92,0.9751327055095265,0.7123079136880699,0.9459177675815463
339,0.78,0.87,0.93,0.51,0.92,0.92,0.8526,0.6166,0.7973,0.62,0.9,0.92,0.9750989713621269,0.7089896658807446,0.9449377290764147
340,0.78,0.87,0.93,0.51,0.92,0.92,0.8526,0.6166,0.7959,0.62,0.89,0.92,0.9751901346435368,0.7186823347047653,0.9450635256691324
