Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1
259,0.83,0.88,0.93,0.64,0.92,0.91,0.849,0.7142,0.8083,0.72,0.9,0.92
260,0.86,0.89,0.93,0.64,0.92,0.92,0.8533,0.7279,0.8138,0.73,0.9,0.92
261,0.85,0.89,0.93,0.61,0.92,0.92,0.8554,0.7098,0.8147,0.71,0.9,0.92
262,0.84,0.89,0.93,0.6,0.92,0.92,0.8561,0.697,0.8133,0.7,0.9,0.92
263,0.86,0.88,0.93,0.59,0.93,0.92,0.8576,0.6996,0.8156,0.7,0.9,0.92
264,0.85,0.88,0.93,0.58,0.92,0.92,0.8533,0.6866,0.8093,0.69,0.9,0.92
265,0.85,0.89,0.93,0.61,0.92,0.92,0.854,0.7098,0.8147,0.71,0.9,0.92
266,0.88,0.88,0.93,0.6,0.93,0.92,0.8554,0.7116,0.8156,0.71,0.9,0.92
267,0.84,0.89,0.93,0.61,0.92,0.92,0.854,0.7016,0.8133,0.7,0.9,0.92
268,0.86,0.88,0.93,0.62,0.92,0.92,0.8512,0.7179,0.8105,0.72,0.9,0.92
269,0.89,0.89,0.93,0.62,0.92,0.92,0.8561,0.729,0.8176,0.73,0.91,0.92
270,0.87,0.89,0.93,0.64,0.92,0.92,0.8533,0.7359,0.8167,0.74,0.9,0.92
271,0.88,0.88,0.93,0.61,0.92,0.92,0.8547,0.7161,0.8142,0.72,0.9,0.92
272,0.87,0.88,0.93,0.57,0.93,0.92,0.8561,0.693,0.8122,0.69,0.9,0.92
273,0.85,0.88,0.93,0.59,0.92,0.92,0.8561,0.6959,0.812,0.7,0.9,0.92
274,0.87,0.89,0.93,0.61,0.92,0.92,0.8547,0.7124,0.8133,0.71,0.9,0.92
275,0.84,0.89,0.93,0.63,0.92,0.92,0.8561,0.7165,0.8159,0.72,0.9,0.92
276,0.85,0.89,0.93,0.64,0.92,0.92,0.854,0.7289,0.8146,0.73,0.9,0.92
277,0.86,0.89,0.93,0.64,0.92,0.92,0.8519,0.7279,0.8139,0.73,0.9,0.92
278,0.83,0.88,0.93,0.57,0.92,0.92,0.8561,0.6747,0.8099,0.68,0.9,0.92
279,0.82,0.88,0.93,0.6,0.92,0.92,0.8533,0.6866,0.8083,0.69,0.9,0.92
280,0.82,0.89,0.93,0.64,0.92,0.92,0.854,0.7109,0.8124,0.72,0.9,0.92
281,0.81,0.88,0.93,0.56,0.92,0.92,0.8533,0.6581,0.8044,0.66,0.9,0.92
282,0.82,0.88,0.93,0.56,0.92,0.92,0.8533,0.6616,0.8023,0.66,0.9,0.92
283,0.84,0.88,0.93,0.61,0.92,0.92,0.8576,0.7028,0.8141,0.71,0.9,0.92
284,0.83,0.88,0.93,0.58,0.92,0.92,0.8533,0.6794,0.8064,0.68,0.9,0.92
285,0.8,0.88,0.93,0.56,0.92,0.92,0.8533,0.6547,0.8021,0.66,0.9,0.92
286,0.83,0.88,0.93,0.58,0.92,0.92,0.8554,0.6794,0.8084,0.68,0.9,0.92
287,0.82,0.88,0.93,0.59,0.92,0.92,0.8547,0.6819,0.8078,0.69,0.9,0.92
288,0.82,0.88,0.93,0.62,0.92,0.92,0.854,0.7005,0.8096,0.71,0.9,0.92
289,0.78,0.88,0.93,0.57,0.92,0.92,0.8554,0.6495,0.8027,0.66,0.9,0.92
290,0.83,0.88,0.93,0.6,0.92,0.92,0.8604,0.69,0.8148,0.69,0.9,0.93
291,0.84,0.88,0.93,0.57,0.93,0.92,0.8583,0.6782,0.8116,0.68,0.9,0.92
292,0.83,0.88,0.93,0.61,0.92,0.92,0.8505,0.6947,0.8083,0.7,0.9,0.92
293,0.85,0.89,0.93,0.62,0.92,0.92,0.8583,0.7154,0.8154,0.72,0.9,0.92
294,0.83,0.89,0.93,0.64,0.92,0.92,0.8583,0.7142,0.8159,0.72,0.9,0.92
295,0.82,0.89,0.93,0.6,0.92,0.92,0.8568,0.6866,0.8117,0.69,0.9,0.92
296,0.82,0.88,0.93,0.62,0.92,0.92,0.854,0.7005,0.8097,0.71,0.9,0.92
297,0.81,0.88,0.93,0.58,0.92,0.92,0.8554,0.6691,0.8063,0.67,0.9,0.92
298,0.81,0.88,0.93,0.59,0.92,0.92,0.8547,0.6738,0.8061,0.68,0.9,0.92
299,0.83,0.89,0.93,0.63,0.92,0.92,0.854,0.713,0.8117,0.72,0.9,0.92
300,0.83,0.89,0.93,0.62,0.92,0.92,0.8583,0.7039,0.8162,0.71,0.9,0.92
301,0.79,0.88,0.93,0.55,0.92,0.92,0.8583,0.6415,0.8079,0.65,0.9,0.92
302,0.83,0.89,0.93,0.64,0.92,0.92,0.8561,0.7187,0.8144,0.73,0.9,0.92
303,0.81,0.88,0.93,0.6,0.92,0.92,0.8554,0.6799,0.8091,0.69,0.9,0.92
304,0.82,0.88,0.93,0.62,0.92,0.91,0.8519,0.7005,0.8077,0.71,0.9,0.92
305,0.85,0.88,0.93,0.61,0.92,0.92,0.8554,0.7063,0.8127,0.71,0.9,0.92
306,0.82,0.88,0.93,0.61,0.92,0.92,0.854,0.6959,0.8076,0.7,0.9,0.92
307,0.83,0.88,0.93,0.57,0.92,0.92,0.8547,0.6747,0.8058,0.68,0.9,0.92
308,0.79,0.88,0.93,0.56,0.92,0.92,0.8554,0.6513,0.8035,0.66,0.9,0.92
309,0.81,0.88,0.93,0.57,0.92,0.92,0.8512,0.6643,0.7999,0.67,0.9,0.92
310,0.81,0.88,0.93,0.6,0.92,0.92,0.8554,0.6799,0.8089,0.69,0.9,0.92
311,0.8,0.89,0.93,0.61,0.92,0.92,0.8547,0.6813,0.8081,0.69,0.9,0.92
312,0.81,0.87,0.92,0.54,0.91,0.92,0.8469,0.647,0.7936,0.65,0.89,0.92
313,0.79,0.88,0.93,0.53,0.92,0.92,0.8512,0.6316,0.7979,0.64,0.9,0.92
314,0.8,0.88,0.93,0.54,0.92,0.92,0.8519,0.6435,0.7979,0.65,0.9,0.92
315,0.81,0.88,0.93,0.56,0.92,0.92,0.8519,0.6581,0.8013,0.66,0.9,0.92
316,0.82,0.88,0.93,0.59,0.92,0.92,0.854,0.6819,0.8069,0.69,0.9,0.92
317,0.81,0.88,0.93,0.58,0.92,0.92,0.8526,0.6691,0.8033,0.67,0.9,0.92
318,0.79,0.88,0.92,0.58,0.91,0.92,0.849,0.6624,0.7984,0.67,0.9,0.92
319,0.8,0.88,0.92,0.59,0.91,0.92,0.8476,0.6719,0.7981,0.68,0.9,0.92
320,0.83,0.88,0.93,0.56,0.92,0.92,0.8561,0.6651,0.8041,0.67,0.9,0.92
321,0.81,0.88,0.92,0.59,0.91,0.92,0.8512,0.6738,0.8025,0.68,0.9,0.92
322,0.79,0.88,0.93,0.59,0.91,0.92,0.854,0.6672,0.8039,0.67,0.9,0.92
323,0.8,0.88,0.93,0.6,0.92,0.92,0.8547,0.6766,0.8089,0.68,0.9,0.92
324,0.86,0.88,0.93,0.6,0.92,0.92,0.8554,0.7042,0.8127,0.71,0.9,0.92
325,0.81,0.88,0.93,0.6,0.91,0.92,0.8519,0.6799,0.8039,0.69,0.9,0.92
326,0.78,0.88,0.92,0.52,0.92,0.92,0.8519,0.6216,0.7986,0.62,0.9,0.92
327,0.79,0.88,0.93,0.55,0.92,0.92,0.8526,0.6415,0.8021,0.65,0.9,0.92
328,0.8,0.88,0.93,0.55,0.92,0.92,0.8512,0.6498,0.7994,0.65,0.9,0.92
329,0.79,0.88,0.93,0.55,0.92,0.92,0.854,0.6464,0.8029,0.65,0.9,0.92
330,0.8,0.88,0.92,0.61,0.91,0.92,0.8512,0.6813,0.8045,0.69,0.9,0.92
331,0.8,0.88,0.93,0.59,0.92,0.92,0.854,0.6752,0.8068,0.68,0.9,0.92
332,0.8,0.88,0.93,0.55,0.92,0.92,0.8561,0.6449,0.805,0.65,0.9,0.92
333,0.79,0.88,0.93,0.61,0.91,0.92,0.8526,0.6748,0.8032,0.68,0.9,0.92
334,0.81,0.88,0.93,0.56,0.92,0.92,0.8512,0.6581,0.8021,0.66,0.9,0.92
335,0.8,0.88,0.93,0.57,0.92,0.92,0.8519,0.6595,0.8027,0.66,0.9,0.92
336,0.79,0.88,0.93,0.56,0.92,0.92,0.8554,0.6479,0.8027,0.65,0.9,0.92
337,0.79,0.88,0.93,0.53,0.92,0.92,0.8533,0.6351,0.7992,0.64,0.9,0.92
338,0.78,0.88,0.93,0.53,0.92,0.92,0.8568,0.6283,0.8027,0.63,0.9,0.92
339,0.78,0.87,0.93,0.51,0.92,0.92,0.8526,0.6166,0.7973,0.62,0.9,0.92
340,0.78,0.87,0.93,0.51,0.92,0.92,0.8526,0.6166,0.7959,0.62,0.89,0.92
341,0.8,0.88,0.93,0.58,0.92,0.92,0.8519,0.6657,0.8006,0.67,0.9,0.92
342,0.8,0.88,0.92,0.57,0.91,0.92,0.8505,0.6609,0.8011,0.67,0.9,0.92
343,0.82,0.88,0.93,0.58,0.92,0.92,0.8533,0.6759,0.8041,0.68,0.9,0.92
344,0.8,0.88,0.93,0.58,0.92,0.91,0.8519,0.6657,0.8021,0.67,0.9,0.92
345,0.81,0.88,0.93,0.61,0.92,0.92,0.8533,0.6846,0.809,0.69,0.9,0.92
346,0.8,0.87,0.93,0.48,0.92,0.92,0.8526,0.6052,0.794,0.6,0.89,0.92
347,0.81,0.87,0.93,0.51,0.92,0.92,0.8512,0.6307,0.7975,0.63,0.9,0.92
348,0.82,0.87,0.92,0.48,0.92,0.92,0.849,0.6127,0.7919,0.61,0.89,0.92
349,0.83,0.88,0.93,0.51,0.92,0.92,0.8554,0.6381,0.8017,0.63,0.9,0.92
350,0.82,0.87,0.92,0.51,0.92,0.92,0.8498,0.6344,0.7967,0.63,0.89,0.92
351,0.82,0.88,0.93,0.53,0.92,0.92,0.8547,0.6443,0.803,0.64,0.9,0.92
352,0.81,0.88,0.92,0.53,0.92,0.92,0.8512,0.6371,0.7979,0.64,0.9,0.92
353,0.82,0.88,0.92,0.57,0.92,0.92,0.8512,0.6664,0.8006,0.67,0.9,0.92
354,0.83,0.88,0.93,0.57,0.92,0.92,0.8547,0.6735,0.8058,0.67,0.9,0.92
355,0.79,0.88,0.93,0.51,0.92,0.92,0.8554,0.6185,0.801,0.62,0.9,0.92
356,0.82,0.87,0.93,0.48,0.92,0.92,0.854,0.6127,0.7968,0.61,0.89,0.92
357,0.84,0.88,0.92,0.56,0.92,0.92,0.8505,0.6723,0.8014,0.67,0.9,0.92
358,0.82,0.87,0.93,0.54,0.92,0.91,0.8505,0.6505,0.7996,0.65,0.9,0.92
359,0.81,0.87,0.93,0.51,0.92,0.92,0.8526,0.6257,0.7981,0.62,0.9,0.92
360,0.85,0.88,0.93,0.54,0.92,0.92,0.8554,0.6653,0.806,0.66,0.9,0.92
361,0.84,0.88,0.93,0.57,0.92,0.92,0.8561,0.6782,0.8091,0.68,0.9,0.92
362,0.81,0.87,0.93,0.5,0.92,0.92,0.8498,0.6206,0.7961,0.62,0.89,0.92
363,0.83,0.88,0.93,0.53,0.92,0.92,0.8526,0.648,0.8002,0.65,0.9,0.92
364,0.85,0.88,0.93,0.51,0.92,0.92,0.8561,0.6457,0.8025,0.64,0.9,0.92
365,0.82,0.88,0.93,0.53,0.92,0.92,0.854,0.6443,0.8009,0.64,0.9,0.92
366,0.83,0.88,0.93,0.55,0.92,0.92,0.8519,0.6639,0.8044,0.66,0.9,0.92
367,0.82,0.87,0.93,0.5,0.92,0.92,0.8547,0.6243,0.8003,0.62,0.9,0.92
368,0.85,0.88,0.93,0.58,0.92,0.92,0.8519,0.6866,0.805,0.69,0.9,0.92
369,0.84,0.88,0.93,0.57,0.92,0.92,0.8554,0.6771,0.8084,0.68,0.9,0.92
370,0.85,0.87,0.93,0.51,0.92,0.92,0.8533,0.6457,0.7998,0.64,0.9,0.92
371,0.85,0.88,0.93,0.57,0.92,0.92,0.8526,0.6808,0.8036,0.68,0.9,0.92
372,0.83,0.87,0.93,0.51,0.92,0.92,0.8512,0.6331,0.7983,0.63,0.9,0.92
373,0.82,0.88,0.93,0.53,0.92,0.92,0.8561,0.6443,0.8031,0.64,0.9,0.92
374,0.81,0.87,0.93,0.51,0.92,0.92,0.8512,0.6307,0.7988,0.63,0.9,0.92
375,0.83,0.88,0.93,0.55,0.92,0.92,0.8519,0.6639,0.8016,0.66,0.9,0.92
376,0.8,0.87,0.92,0.53,0.91,0.91,0.8469,0.6336,0.793,0.63,0.89,0.92
377,0.82,0.87,0.92,0.49,0.92,0.92,0.8505,0.6229,0.7961,0.62,0.89,0.92
378,0.84,0.87,0.92,0.53,0.92,0.92,0.8498,0.6529,0.7995,0.65,0.9,0.92
379,0.8,0.88,0.93,0.54,0.92,0.92,0.854,0.6435,0.8014,0.65,0.9,0.92
380,0.79,0.87,0.93,0.51,0.92,0.92,0.8526,0.615,0.796,0.62,0.89,0.92
381,0.84,0.88,0.93,0.53,0.92,0.92,0.8512,0.6529,0.8009,0.65,0.9,0.92
382,0.8,0.88,0.92,0.55,0.91,0.92,0.8498,0.6498,0.7978,0.65,0.9,0.92
383,0.78,0.87,0.93,0.48,0.92,0.92,0.8533,0.5979,0.7961,0.6,0.89,0.92
384,0.8,0.87,0.92,0.49,0.92,0.91,0.8455,0.6103,0.7918,0.61,0.89,0.92
385,0.81,0.87,0.93,0.5,0.92,0.92,0.8554,0.6206,0.8004,0.62,0.9,0.92
386,0.81,0.87,0.93,0.51,0.92,0.92,0.8505,0.6257,0.799,0.62,0.9,0.92
387,0.82,0.87,0.93,0.5,0.92,0.92,0.8533,0.6243,0.8004,0.62,0.9,0.92
388,0.8,0.87,0.92,0.47,0.92,0.91,0.8476,0.5947,0.792,0.59,0.89,0.92
389,0.79,0.87,0.93,0.51,0.92,0.91,0.8526,0.6185,0.8012,0.62,0.9,0.92
390,0.82,0.87,0.93,0.51,0.92,0.91,0.8498,0.6293,0.7978,0.63,0.9,0.92
391,0.79,0.87,0.92,0.47,0.92,0.92,0.8498,0.5963,0.794,0.59,0.89,0.92
392,0.82,0.87,0.93,0.49,0.92,0.91,0.849,0.6229,0.7963,0.62,0.89,0.92
393,0.81,0.87,0.93,0.47,0.92,0.92,0.8561,0.5985,0.7987,0.59,0.9,0.92
394,0.83,0.87,0.93,0.5,0.92,0.92,0.8561,0.628,0.804,0.62,0.9,0.92
395,0.81,0.87,0.93,0.49,0.92,0.91,0.8512,0.6155,0.797,0.61,0.9,0.92
396,0.8,0.87,0.92,0.47,0.92,0.92,0.8483,0.6,0.7934,0.6,0.89,0.92
397,0.79,0.87,0.93,0.49,0.92,0.92,0.854,0.6031,0.7961,0.6,0.89,0.92
398,0.81,0.87,0.93,0.47,0.92,0.92,0.8561,0.6037,0.8034,0.6,0.9,0.92
399,0.79,0.87,0.93,0.47,0.92,0.92,0.854,0.591,0.7964,0.59,0.89,0.92
400,0.81,0.87,0.93,0.47,0.92,0.92,0.8526,0.5985,0.7964,0.59,0.89,0.92
401,0.81,0.87,0.93,0.47,0.92,0.92,0.8526,0.5985,0.7963,0.59,0.89,0.92
402,0.82,0.87,0.93,0.45,0.92,0.92,0.8533,0.5956,0.7958,0.58,0.89,0.92
403,0.8,0.87,0.93,0.46,0.92,0.92,0.8561,0.5932,0.7993,0.59,0.9,0.92
404,0.8,0.87,0.93,0.51,0.92,0.92,0.854,0.622,0.8003,0.62,0.9,0.92
405,0.78,0.87,0.93,0.45,0.92,0.92,0.8568,0.5804,0.7965,0.57,0.9,0.92
406,0.8,0.87,0.92,0.46,0.92,0.92,0.8512,0.5894,0.792,0.58,0.89,0.92
407,0.77,0.87,0.93,0.47,0.92,0.92,0.854,0.5838,0.7963,0.58,0.89,0.92
408,0.83,0.87,0.93,0.5,0.92,0.92,0.8547,0.628,0.8013,0.62,0.9,0.92
409,0.8,0.87,0.93,0.46,0.92,0.92,0.8547,0.5932,0.7979,0.59,0.9,0.92
410,0.8,0.87,0.93,0.46,0.92,0.91,0.8498,0.5894,0.7923,0.58,0.89,0.92
411,0.8,0.87,0.93,0.46,0.92,0.92,0.8561,0.5932,0.7994,0.59,0.9,0.92
412,0.82,0.87,0.93,0.45,0.93,0.92,0.8554,0.5956,0.7982,0.58,0.9,0.92
413,0.79,0.87,0.93,0.48,0.92,0.92,0.854,0.6015,0.7977,0.6,0.9,0.92
414,0.82,0.87,0.93,0.45,0.93,0.92,0.8554,0.5903,0.799,0.58,0.9,0.92
415,0.78,0.86,0.93,0.45,0.92,0.91,0.8526,0.575,0.7905,0.57,0.89,0.92
416,0.82,0.87,0.93,0.48,0.93,0.92,0.8554,0.6127,0.8029,0.61,0.9,0.92
417,0.81,0.87,0.93,0.46,0.92,0.92,0.8554,0.597,0.7981,0.59,0.9,0.92
418,0.8,0.87,0.93,0.46,0.92,0.92,0.8526,0.5894,0.795,0.58,0.89,0.92
419,0.83,0.87,0.93,0.51,0.92,0.92,0.8526,0.6381,0.8019,0.63,0.9,0.92
420,0.77,0.87,0.93,0.47,0.92,0.92,0.8547,0.5891,0.7963,0.59,0.89,0.92
421,0.8,0.87,0.93,0.47,0.92,0.92,0.854,0.5947,0.7969,0.59,0.9,0.92
422,0.82,0.87,0.93,0.47,0.92,0.91,0.854,0.6023,0.7961,0.59,0.89,0.92
423,0.8,0.87,0.93,0.49,0.92,0.91,0.8512,0.6118,0.7949,0.61,0.89,0.92
424,0.8,0.87,0.93,0.43,0.92,0.92,0.8533,0.5717,0.7925,0.56,0.89,0.92
425,0.79,0.87,0.93,0.47,0.92,0.92,0.8561,0.591,0.7968,0.59,0.89,0.92
426,0.78,0.87,0.93,0.44,0.92,0.91,0.8526,0.5696,0.7938,0.56,0.89,0.92
427,0.79,0.87,0.93,0.45,0.92,0.92,0.8583,0.5787,0.7993,0.57,0.9,0.92
428,0.8,0.87,0.93,0.46,0.93,0.92,0.859,0.5932,0.801,0.59,0.9,0.93
429,0.82,0.87,0.93,0.42,0.92,0.92,0.8561,0.5726,0.7961,0.56,0.89,0.92
430,0.79,0.87,0.93,0.46,0.92,0.92,0.8568,0.5857,0.7972,0.58,0.9,0.92
431,0.8,0.87,0.93,0.45,0.93,0.91,0.8526,0.5879,0.7968,0.58,0.9,0.92
432,0.81,0.87,0.93,0.44,0.92,0.92,0.8526,0.581,0.7945,0.57,0.89,0.92
433,0.78,0.87,0.93,0.45,0.92,0.92,0.8533,0.575,0.7951,0.57,0.89,0.92
434,0.81,0.87,0.93,0.44,0.93,0.92,0.8561,0.581,0.7982,0.57,0.9,0.92
435,0.77,0.87,0.93,0.43,0.92,0.92,0.8547,0.5605,0.7917,0.55,0.89,0.92
436,0.76,0.87,0.93,0.45,0.92,0.91,0.854,0.5696,0.793,0.57,0.89,0.92
437,0.8,0.86,0.93,0.45,0.92,0.91,0.8505,0.5879,0.7905,0.58,0.89,0.92
438,0.78,0.87,0.93,0.45,0.92,0.92,0.8533,0.575,0.7922,0.57,0.89,0.92
439,0.78,0.87,0.93,0.45,0.92,0.92,0.8554,0.5767,0.7945,0.57,0.89,0.92
440,0.76,0.87,0.93,0.47,0.92,0.92,0.8611,0.5803,0.7999,0.58,0.9,0.93
441,0.81,0.87,0.93,0.49,0.93,0.92,0.8604,0.6155,0.8048,0.61,0.9,0.93
442,0.77,0.87,0.93,0.47,0.92,0.92,0.8583,0.5856,0.8021,0.59,0.9,0.92
443,0.82,0.87,0.93,0.47,0.93,0.92,0.8569,0.6023,0.8016,0.59,0.9,0.92
444,0.77,0.87,0.93,0.45,0.92,0.92,0.859,0.5732,0.797,0.57,0.9,0.93
445,0.76,0.87,0.93,0.47,0.92,0.92,0.8583,0.5769,0.7991,0.58,0.9,0.92
446,0.78,0.87,0.93,0.48,0.93,0.92,0.8618,0.5943,0.8042,0.59,0.9,0.93
447,0.76,0.87,0.93,0.44,0.93,0.92,0.8611,0.5623,0.7996,0.56,0.9,0.93
448,0.75,0.87,0.93,0.43,0.92,0.92,0.8597,0.5533,0.7979,0.55,0.9,0.93
449,0.8,0.87,0.93,0.46,0.92,0.92,0.8576,0.5894,0.7999,0.58,0.9,0.92
450,0.8,0.87,0.93,0.46,0.93,0.92,0.8604,0.5894,0.8003,0.58,0.9,0.93
451,0.83,0.87,0.93,0.47,0.93,0.92,0.8547,0.6113,0.8009,0.6,0.9,0.92
452,0.8,0.87,0.93,0.46,0.92,0.92,0.8568,0.5894,0.7993,0.58,0.9,0.92
453,0.83,0.87,0.93,0.48,0.93,0.92,0.8583,0.6165,0.8037,0.61,0.9,0.92
454,0.79,0.87,0.93,0.42,0.93,0.92,0.8597,0.5607,0.7975,0.55,0.9,0.93
455,0.8,0.87,0.93,0.46,0.93,0.92,0.8583,0.5932,0.8003,0.59,0.9,0.92
456,0.84,0.87,0.93,0.49,0.93,0.92,0.8576,0.6255,0.803,0.62,0.9,0.92
457,0.79,0.87,0.93,0.46,0.93,0.92,0.8576,0.5857,0.7995,0.58,0.9,0.92
458,0.77,0.87,0.93,0.42,0.92,0.92,0.8583,0.5531,0.7945,0.54,0.89,0.92
459,0.79,0.87,0.93,0.47,0.92,0.92,0.8597,0.5963,0.8027,0.59,0.9,0.93
460,0.82,0.87,0.93,0.45,0.92,0.92,0.8597,0.5956,0.8021,0.58,0.9,0.93
461,0.8,0.87,0.93,0.45,0.93,0.92,0.8576,0.5825,0.7983,0.57,0.9,0.92
462,0.81,0.87,0.93,0.44,0.93,0.92,0.8611,0.581,0.8017,0.57,0.9,0.93
463,0.83,0.87,0.93,0.44,0.93,0.92,0.8597,0.5889,0.8018,0.58,0.9,0.93
464,0.82,0.87,0.93,0.44,0.93,0.92,0.8583,0.5849,0.7997,0.57,0.9,0.92
465,0.84,0.87,0.93,0.42,0.93,0.92,0.8583,0.5809,0.7986,0.56,0.9,0.92
466,0.81,0.87,0.93,0.43,0.93,0.92,0.8611,0.5795,0.8018,0.57,0.9,0.93
467,0.77,0.87,0.93,0.41,0.92,0.92,0.8583,0.5475,0.794,0.54,0.89,0.92
468,0.82,0.87,0.93,0.45,0.93,0.92,0.8597,0.5956,0.8008,0.58,0.9,0.93
469,0.79,0.87,0.93,0.49,0.92,0.92,0.859,0.6031,0.8025,0.6,0.9,0.93
470,0.85,0.87,0.93,0.45,0.93,0.92,0.8597,0.6077,0.8047,0.59,0.9,0.93
471,0.79,0.87,0.93,0.44,0.92,0.92,0.8583,0.5733,0.7973,0.57,0.9,0.92
472,0.8,0.87,0.93,0.45,0.93,0.92,0.8618,0.5879,0.8002,0.58,0.9,0.93
473,0.8,0.87,0.93,0.43,0.93,0.92,0.8618,0.5717,0.7995,0.56,0.9,0.93
474,0.8,0.87,0.93,0.45,0.93,0.92,0.8569,0.5879,0.8009,0.58,0.9,0.92
475,0.81,0.87,0.93,0.45,0.93,0.92,0.8576,0.5864,0.7988,0.58,0.9,0.92
476,0.81,0.86,0.93,0.42,0.93,0.92,0.8576,0.5686,0.7958,0.55,0.89,0.92
477,0.82,0.87,0.93,0.43,0.93,0.92,0.8618,0.5835,0.8033,0.57,0.9,0.93
478,0.82,0.87,0.93,0.41,0.93,0.92,0.8618,0.5671,0.8009,0.55,0.9,0.93
479,0.79,0.87,0.93,0.39,0.93,0.92,0.8618,0.5422,0.7977,0.53,0.9,0.93
480,0.79,0.87,0.93,0.45,0.92,0.92,0.8611,0.5787,0.7993,0.57,0.9,0.93
481,0.8,0.87,0.93,0.45,0.92,0.92,0.8576,0.5825,0.7965,0.57,0.9,0.92
482,0.8,0.87,0.93,0.46,0.92,0.92,0.8618,0.5894,0.8013,0.58,0.9,0.93
483,0.81,0.87,0.93,0.45,0.92,0.92,0.8569,0.5917,0.7983,0.58,0.9,0.92
484,0.8,0.87,0.93,0.45,0.92,0.92,0.859,0.5825,0.7991,0.57,0.9,0.93
485,0.81,0.87,0.93,0.45,0.92,0.92,0.8611,0.5864,0.8021,0.58,0.9,0.93
486,0.8,0.87,0.93,0.43,0.92,0.92,0.8568,0.5717,0.7959,0.56,0.89,0.92
487,0.79,0.87,0.93,0.43,0.93,0.92,0.8618,0.5662,0.8003,0.56,0.9,0.93
488,0.79,0.87,0.93,0.43,0.92,0.92,0.8604,0.5662,0.7988,0.56,0.9,0.93
489,0.82,0.87,0.93,0.44,0.93,0.92,0.8611,0.5849,0.8023,0.57,0.9,0.93
490,0.8,0.87,0.93,0.43,0.93,0.92,0.8597,0.5756,0.8009,0.56,0.9,0.93
491,0.8,0.87,0.93,0.45,0.92,0.92,0.8618,0.5879,0.8028,0.58,0.9,0.93
492,0.81,0.87,0.93,0.44,0.93,0.92,0.8611,0.581,0.8015,0.57,0.9,0.93
493,0.78,0.87,0.93,0.43,0.92,0.92,0.8611,0.5624,0.7999,0.55,0.9,0.93
494,0.8,0.87,0.93,0.43,0.92,0.92,0.8576,0.5701,0.7964,0.56,0.89,0.92
495,0.78,0.87,0.93,0.45,0.92,0.92,0.859,0.575,0.7993,0.57,0.9,0.93
496,0.8,0.87,0.93,0.43,0.92,0.92,0.8611,0.5717,0.8013,0.56,0.9,0.93
497,0.79,0.87,0.93,0.44,0.92,0.92,0.8639,0.5733,0.8041,0.57,0.9,0.93
498,0.81,0.87,0.93,0.41,0.93,0.92,0.8625,0.5575,0.8003,0.54,0.9,0.93
499,0.79,0.87,0.93,0.36,0.92,0.92,0.8576,0.5171,0.7903,0.5,0.89,0.92
