Model,micro_recall,macro_recall,confusion_matrix
294,0.8877,0.8509,"[[1228, 17, 94], [4, 116, 32], [93, 78, 1169]]"
295,0.8891,0.8538,"[[1227, 16, 96], [3, 117, 32], [93, 74, 1173]]"
296,0.8863,0.8518,"[[1227, 14, 98], [3, 117, 32], [96, 79, 1165]]"
297,0.8880,0.8531,"[[1226, 15, 98], [3, 117, 32], [91, 78, 1171]]"
298,0.8884,0.8533,"[[1226, 15, 98], [3, 117, 32], [94, 74, 1172]]"
299,0.8884,0.8533,"[[1229, 16, 94], [3, 117, 32], [95, 76, 1169]]"
300,0.8884,0.8514,"[[1225, 17, 97], [4, 116, 32], [89, 77, 1174]]"
301,0.8891,0.8519,"[[1229, 16, 94], [4, 116, 32], [92, 76, 1172]]"
302,0.8887,0.8536,"[[1227, 14, 98], [3, 117, 32], [94, 74, 1172]]"
303,0.8866,0.8501,"[[1228, 16, 95], [4, 116, 32], [95, 79, 1166]]"
304,0.8887,0.8497,"[[1227, 16, 96], [5, 115, 32], [92, 74, 1174]]"
305,0.8887,0.8536,"[[1229, 16, 94], [3, 117, 32], [93, 77, 1170]]"
306,0.8894,0.8541,"[[1229, 16, 94], [3, 117, 32], [94, 74, 1172]]"
307,0.8859,0.8496,"[[1227, 16, 96], [4, 116, 32], [94, 81, 1165]]"
308,0.8880,0.8511,"[[1229, 15, 95], [4, 116, 32], [91, 80, 1169]]"
309,0.8894,0.8521,"[[1230, 13, 96], [4, 116, 32], [91, 77, 1172]]"
310,0.8894,0.8541,"[[1229, 13, 97], [3, 117, 32], [94, 74, 1172]]"
311,0.8880,0.8511,"[[1226, 14, 99], [4, 116, 32], [92, 76, 1172]]"
312,0.8891,0.8538,"[[1228, 14, 97], [3, 117, 32], [90, 78, 1172]]"
313,0.8877,0.8528,"[[1229, 14, 96], [3, 117, 32], [94, 79, 1167]]"
314,0.8880,0.8511,"[[1230, 13, 96], [4, 116, 32], [92, 80, 1168]]"
315,0.8884,0.8514,"[[1229, 14, 96], [4, 116, 32], [91, 79, 1170]]"
316,0.8891,0.8538,"[[1229, 14, 96], [3, 117, 32], [91, 78, 1171]]"
317,0.8894,0.8541,"[[1230, 14, 95], [3, 117, 32], [92, 77, 1171]]"
318,0.8880,0.8511,"[[1228, 14, 97], [4, 116, 32], [92, 78, 1170]]"
319,0.8884,0.8514,"[[1231, 14, 94], [4, 116, 32], [92, 80, 1168]]"
320,0.8880,0.8531,"[[1228, 14, 97], [3, 117, 32], [92, 79, 1169]]"
321,0.8877,0.8509,"[[1228, 15, 96], [4, 116, 32], [92, 79, 1169]]"
322,0.8894,0.8521,"[[1230, 13, 96], [4, 116, 32], [92, 76, 1172]]"
323,0.8866,0.8501,"[[1229, 14, 96], [4, 116, 32], [93, 82, 1165]]"
324,0.8887,0.8536,"[[1229, 14, 96], [3, 117, 32], [90, 80, 1170]]"
325,0.8880,0.8531,"[[1229, 14, 96], [3, 117, 32], [91, 81, 1168]]"
326,0.8856,0.8513,"[[1225, 17, 97], [2, 117, 33], [92, 83, 1165]]"
327,0.8891,0.8538,"[[1226, 15, 98], [3, 117, 32], [93, 73, 1174]]"
328,0.8863,0.8518,"[[1226, 14, 99], [3, 117, 32], [96, 78, 1166]]"
329,0.8870,0.8523,"[[1227, 15, 97], [2, 117, 33], [94, 79, 1167]]"
330,0.8866,0.8521,"[[1225, 15, 99], [3, 117, 32], [94, 78, 1168]]"
331,0.8870,0.8523,"[[1227, 15, 97], [3, 117, 32], [93, 80, 1167]]"
332,0.8887,0.8516,"[[1228, 14, 97], [4, 116, 32], [93, 75, 1172]]"
333,0.8859,0.8516,"[[1224, 15, 100], [3, 117, 32], [93, 80, 1167]]"
334,0.8873,0.8526,"[[1225, 15, 99], [3, 117, 32], [94, 76, 1170]]"
335,0.8877,0.8528,"[[1227, 14, 98], [3, 117, 32], [93, 78, 1169]]"
336,0.8866,0.8521,"[[1226, 14, 99], [2, 117, 33], [95, 78, 1167]]"
337,0.8877,0.8509,"[[1228, 15, 96], [3, 116, 33], [94, 77, 1169]]"
338,0.8870,0.8523,"[[1227, 15, 97], [2, 117, 33], [94, 79, 1167]]"
339,0.8856,0.8513,"[[1227, 15, 97], [2, 117, 33], [94, 83, 1163]]"
340,0.8866,0.8501,"[[1227, 14, 98], [4, 116, 32], [96, 77, 1167]]"
341,0.8873,0.8526,"[[1226, 15, 98], [3, 117, 32], [92, 79, 1169]]"
342,0.8884,0.8533,"[[1230, 14, 95], [3, 117, 32], [94, 78, 1168]]"
343,0.8894,0.8521,"[[1228, 14, 97], [4, 116, 32], [92, 74, 1174]]"
344,0.8873,0.8526,"[[1227, 15, 97], [3, 117, 32], [94, 78, 1168]]"
345,0.8863,0.8518,"[[1226, 16, 97], [2, 117, 33], [94, 80, 1166]]"
346,0.8880,0.8531,"[[1226, 15, 98], [3, 117, 32], [94, 75, 1171]]"
347,0.8877,0.8528,"[[1227, 15, 97], [3, 117, 32], [94, 77, 1169]]"
348,0.8877,0.8528,"[[1226, 15, 98], [3, 117, 32], [94, 76, 1170]]"
349,0.8866,0.8521,"[[1226, 15, 98], [3, 117, 32], [97, 76, 1167]]"
350,0.8884,0.8533,"[[1228, 15, 96], [2, 117, 33], [94, 76, 1170]]"
351,0.8891,0.8538,"[[1228, 15, 96], [2, 117, 33], [94, 74, 1172]]"
352,0.8891,0.8538,"[[1227, 15, 97], [2, 117, 33], [94, 73, 1173]]"
353,0.8873,0.8526,"[[1226, 15, 98], [3, 117, 32], [93, 78, 1169]]"
354,0.8877,0.8528,"[[1224, 15, 100], [2, 117, 33], [95, 73, 1172]]"
355,0.8884,0.8533,"[[1228, 15, 96], [3, 117, 32], [95, 75, 1170]]"
356,0.8891,0.8538,"[[1229, 15, 95], [3, 117, 32], [93, 76, 1171]]"
357,0.8873,0.8506,"[[1225, 15, 99], [2, 116, 34], [94, 75, 1171]]"
358,0.8901,0.8546,"[[1227, 14, 98], [2, 117, 33], [92, 72, 1176]]"
359,0.8894,0.8541,"[[1227, 15, 97], [2, 117, 33], [93, 73, 1174]]"
360,0.8880,0.8531,"[[1226, 15, 98], [3, 117, 32], [94, 75, 1171]]"
361,0.8884,0.8533,"[[1229, 14, 96], [3, 117, 32], [95, 76, 1169]]"
362,0.8891,0.8538,"[[1228, 14, 97], [2, 117, 33], [94, 74, 1172]]"
363,0.8873,0.8526,"[[1226, 15, 98], [2, 117, 33], [94, 77, 1169]]"
364,0.8880,0.8511,"[[1225, 14, 100], [3, 116, 33], [95, 72, 1173]]"
365,0.8884,0.8533,"[[1226, 14, 99], [2, 117, 33], [95, 73, 1172]]"
366,0.8884,0.8533,"[[1227, 14, 98], [2, 117, 33], [94, 75, 1171]]"
367,0.8880,0.8531,"[[1228, 14, 97], [2, 117, 33], [95, 76, 1169]]"
368,0.8884,0.8533,"[[1227, 14, 98], [2, 117, 33], [93, 76, 1171]]"
369,0.8898,0.8543,"[[1229, 14, 96], [2, 117, 33], [94, 73, 1173]]"
370,0.8880,0.8511,"[[1228, 15, 96], [2, 116, 34], [96, 74, 1170]]"
371,0.8887,0.8536,"[[1228, 15, 96], [2, 117, 33], [94, 75, 1171]]"
372,0.8884,0.8533,"[[1226, 15, 98], [2, 117, 33], [92, 76, 1172]]"
373,0.8877,0.8509,"[[1226, 15, 98], [2, 116, 34], [93, 76, 1171]]"
374,0.8870,0.8523,"[[1224, 15, 100], [2, 117, 33], [93, 77, 1170]]"
375,0.8880,0.8511,"[[1226, 15, 98], [3, 116, 33], [94, 74, 1172]]"
376,0.8891,0.8519,"[[1227, 14, 98], [3, 116, 33], [95, 71, 1174]]"
377,0.8891,0.8519,"[[1226, 14, 99], [2, 116, 34], [94, 71, 1175]]"
378,0.8877,0.8489,"[[1224, 15, 100], [3, 115, 34], [95, 71, 1174]]"
379,0.8880,0.8511,"[[1227, 15, 97], [3, 116, 33], [96, 73, 1171]]"
380,0.8901,0.8507,"[[1230, 15, 94], [3, 115, 34], [93, 72, 1175]]"
381,0.8863,0.8499,"[[1222, 15, 102], [3, 116, 33], [97, 72, 1171]]"
382,0.8884,0.8514,"[[1227, 15, 97], [3, 116, 33], [94, 74, 1172]]"
383,0.8866,0.8482,"[[1225, 15, 99], [3, 115, 34], [97, 73, 1170]]"
384,0.8870,0.8504,"[[1222, 15, 102], [3, 116, 33], [93, 74, 1173]]"
385,0.8863,0.8499,"[[1226, 15, 98], [3, 116, 33], [97, 76, 1167]]"
386,0.8845,0.8486,"[[1221, 16, 102], [2, 116, 34], [100, 73, 1167]]"
387,0.8852,0.8472,"[[1225, 16, 98], [2, 115, 35], [99, 75, 1166]]"
388,0.8859,0.8457,"[[1221, 16, 102], [2, 114, 36], [95, 72, 1173]]"
389,0.8852,0.8472,"[[1222, 16, 101], [2, 115, 35], [98, 73, 1169]]"
390,0.8856,0.8474,"[[1222, 16, 101], [2, 115, 35], [98, 72, 1170]]"
391,0.8884,0.8514,"[[1224, 15, 100], [2, 116, 34], [96, 69, 1175]]"
392,0.8884,0.8533,"[[1222, 14, 103], [2, 117, 33], [95, 69, 1176]]"
393,0.8873,0.8467,"[[1219, 14, 106], [3, 114, 35], [95, 66, 1179]]"
394,0.8856,0.8455,"[[1218, 15, 106], [3, 114, 35], [97, 68, 1175]]"
395,0.8863,0.8441,"[[1218, 15, 106], [4, 113, 35], [92, 70, 1178]]"
396,0.8880,0.8492,"[[1220, 15, 104], [2, 115, 35], [92, 69, 1179]]"
397,0.8891,0.8499,"[[1224, 14, 101], [2, 115, 35], [97, 65, 1178]]"
398,0.8866,0.8424,"[[1223, 15, 101], [3, 112, 37], [96, 69, 1175]]"
399,0.8870,0.8446,"[[1225, 14, 100], [3, 113, 36], [96, 71, 1173]]"
400,0.8887,0.8458,"[[1226, 14, 99], [3, 113, 36], [98, 65, 1177]]"
401,0.8877,0.8450,"[[1225, 15, 99], [3, 113, 36], [96, 69, 1175]]"
402,0.8887,0.8458,"[[1225, 17, 97], [3, 113, 36], [95, 67, 1178]]"
403,0.8891,0.8480,"[[1227, 16, 96], [3, 114, 35], [94, 70, 1176]]"
404,0.8870,0.8426,"[[1227, 15, 97], [3, 112, 37], [98, 70, 1172]]"
405,0.8877,0.8431,"[[1216, 14, 109], [6, 112, 34], [88, 67, 1185]]"
406,0.8891,0.8460,"[[1219, 14, 106], [3, 113, 36], [89, 66, 1185]]"
407,0.8891,0.8441,"[[1217, 14, 108], [5, 112, 35], [86, 66, 1188]]"
408,0.8891,0.8441,"[[1219, 14, 106], [5, 112, 35], [88, 66, 1186]]"
409,0.8873,0.8448,"[[1215, 14, 110], [4, 113, 35], [87, 69, 1184]]"
410,0.8887,0.8458,"[[1217, 14, 108], [5, 113, 34], [86, 68, 1186]]"
411,0.8880,0.8434,"[[1218, 14, 107], [6, 112, 34], [88, 68, 1184]]"
412,0.8898,0.8446,"[[1217, 14, 108], [5, 112, 35], [86, 64, 1190]]"
413,0.8880,0.8434,"[[1218, 15, 106], [5, 112, 35], [87, 69, 1184]]"
414,0.8880,0.8434,"[[1216, 15, 108], [5, 112, 35], [87, 67, 1186]]"
415,0.8891,0.8441,"[[1217, 14, 108], [5, 112, 35], [87, 65, 1188]]"
416,0.8880,0.8434,"[[1217, 14, 108], [5, 112, 35], [86, 69, 1185]]"
417,0.8877,0.8431,"[[1216, 14, 109], [5, 112, 35], [87, 68, 1185]]"
418,0.8866,0.8424,"[[1217, 15, 107], [6, 112, 34], [88, 71, 1181]]"
419,0.8880,0.8434,"[[1216, 14, 109], [5, 112, 35], [86, 68, 1186]]"
420,0.8880,0.8434,"[[1217, 14, 108], [5, 112, 35], [88, 67, 1185]]"
421,0.8880,0.8434,"[[1215, 14, 110], [5, 112, 35], [86, 67, 1187]]"
422,0.8887,0.8419,"[[1217, 14, 108], [6, 111, 35], [87, 65, 1188]]"
423,0.8880,0.8453,"[[1217, 15, 107], [5, 113, 34], [88, 68, 1184]]"
424,0.8884,0.8417,"[[1220, 14, 105], [5, 111, 36], [88, 68, 1184]]"
425,0.8884,0.8455,"[[1218, 14, 107], [5, 113, 34], [88, 68, 1184]]"
426,0.8884,0.8436,"[[1219, 14, 106], [5, 112, 35], [88, 68, 1184]]"
427,0.8873,0.8429,"[[1217, 15, 107], [5, 112, 35], [88, 69, 1183]]"
428,0.8863,0.8402,"[[1213, 15, 111], [5, 111, 36], [89, 66, 1185]]"
429,0.8866,0.8443,"[[1213, 16, 110], [5, 113, 34], [89, 67, 1184]]"
430,0.8877,0.8431,"[[1216, 14, 109], [4, 112, 36], [87, 68, 1185]]"
431,0.8887,0.8439,"[[1219, 14, 106], [5, 112, 35], [88, 67, 1185]]"
432,0.8880,0.8453,"[[1218, 15, 106], [3, 113, 36], [88, 69, 1183]]"
433,0.8880,0.8453,"[[1215, 15, 109], [4, 113, 35], [86, 68, 1186]]"
434,0.8870,0.8426,"[[1218, 15, 106], [4, 112, 36], [89, 70, 1181]]"
435,0.8856,0.8436,"[[1215, 15, 109], [4, 113, 35], [88, 73, 1179]]"
436,0.8863,0.8441,"[[1218, 16, 105], [5, 113, 34], [89, 73, 1178]]"
437,0.8866,0.8424,"[[1216, 15, 108], [6, 112, 34], [88, 70, 1182]]"
438,0.8859,0.8419,"[[1212, 16, 111], [4, 112, 36], [86, 70, 1184]]"
439,0.8845,0.8409,"[[1214, 17, 108], [4, 112, 36], [90, 72, 1178]]"
440,0.8887,0.8477,"[[1215, 17, 107], [3, 114, 35], [88, 65, 1187]]"
441,0.8884,0.8455,"[[1219, 16, 104], [4, 113, 35], [88, 69, 1183]]"
442,0.8873,0.8429,"[[1218, 16, 105], [4, 112, 36], [87, 71, 1182]]"
443,0.8894,0.8463,"[[1221, 16, 102], [3, 113, 36], [86, 70, 1184]]"
444,0.8884,0.8436,"[[1220, 16, 103], [4, 112, 36], [88, 69, 1183]]"
445,0.8877,0.8450,"[[1217, 16, 106], [3, 113, 36], [87, 70, 1183]]"
446,0.8880,0.8434,"[[1221, 16, 102], [3, 112, 37], [88, 71, 1181]]"
447,0.8880,0.8434,"[[1217, 17, 105], [4, 112, 36], [88, 67, 1185]]"
448,0.8891,0.8480,"[[1223, 15, 101], [3, 114, 35], [88, 72, 1180]]"
449,0.8873,0.8429,"[[1220, 16, 103], [3, 112, 37], [90, 70, 1180]]"
450,0.8898,0.8485,"[[1219, 15, 105], [3, 114, 35], [89, 65, 1186]]"
451,0.8898,0.8465,"[[1221, 15, 103], [3, 113, 36], [88, 67, 1185]]"
452,0.8884,0.8455,"[[1217, 16, 106], [2, 113, 37], [89, 66, 1185]]"
453,0.8891,0.8460,"[[1219, 16, 104], [3, 113, 36], [88, 67, 1185]]"
454,0.8894,0.8443,"[[1220, 15, 104], [4, 112, 36], [89, 65, 1186]]"
455,0.8898,0.8465,"[[1220, 16, 103], [3, 113, 36], [88, 66, 1186]]"
456,0.8894,0.8463,"[[1220, 16, 103], [2, 113, 37], [88, 67, 1185]]"
457,0.8909,0.8473,"[[1222, 15, 102], [3, 113, 36], [88, 65, 1187]]"
458,0.8891,0.8441,"[[1220, 17, 102], [4, 112, 36], [89, 66, 1185]]"
459,0.8898,0.8465,"[[1219, 16, 104], [3, 113, 36], [88, 65, 1187]]"
460,0.8894,0.8463,"[[1221, 15, 103], [2, 113, 37], [88, 68, 1184]]"
461,0.8905,0.8451,"[[1223, 15, 101], [4, 112, 36], [88, 66, 1186]]"
462,0.8901,0.8468,"[[1219, 15, 105], [2, 113, 37], [87, 65, 1188]]"
463,0.8891,0.8441,"[[1221, 15, 103], [3, 112, 37], [86, 70, 1184]]"
464,0.8909,0.8473,"[[1223, 16, 100], [3, 113, 36], [89, 65, 1186]]"
465,0.8891,0.8460,"[[1221, 16, 102], [3, 113, 36], [90, 67, 1183]]"
466,0.8884,0.8436,"[[1220, 16, 103], [4, 112, 36], [90, 67, 1183]]"
467,0.8898,0.8465,"[[1221, 16, 102], [2, 113, 37], [87, 68, 1185]]"
468,0.8884,0.8417,"[[1218, 17, 104], [3, 111, 38], [88, 66, 1186]]"
469,0.8887,0.8419,"[[1221, 16, 102], [3, 111, 38], [86, 70, 1184]]"
470,0.8912,0.8436,"[[1222, 16, 101], [3, 111, 38], [85, 65, 1190]]"
471,0.8891,0.8460,"[[1220, 17, 102], [2, 113, 37], [88, 68, 1184]]"
472,0.8891,0.8460,"[[1222, 15, 102], [3, 113, 36], [90, 68, 1182]]"
473,0.8891,0.8460,"[[1221, 17, 101], [2, 113, 37], [88, 69, 1183]]"
474,0.8880,0.8414,"[[1221, 16, 102], [3, 111, 38], [90, 68, 1182]]"
475,0.8887,0.8439,"[[1220, 16, 103], [2, 112, 38], [89, 67, 1184]]"
476,0.8894,0.8443,"[[1222, 16, 101], [2, 112, 38], [90, 66, 1184]]"
477,0.8898,0.8446,"[[1223, 16, 100], [2, 112, 38], [88, 68, 1184]]"
478,0.8916,0.8420,"[[1225, 17, 97], [3, 110, 39], [85, 66, 1189]]"
479,0.8891,0.8422,"[[1222, 18, 99], [4, 111, 37], [87, 69, 1184]]"
480,0.8894,0.8424,"[[1222, 16, 101], [4, 111, 37], [86, 69, 1185]]"
481,0.8891,0.8422,"[[1222, 16, 101], [4, 111, 37], [87, 69, 1184]]"
482,0.8891,0.8441,"[[1223, 16, 100], [3, 112, 37], [87, 71, 1182]]"
483,0.8887,0.8419,"[[1221, 15, 103], [3, 111, 38], [87, 69, 1184]]"
484,0.8880,0.8414,"[[1220, 15, 104], [4, 111, 37], [88, 69, 1183]]"
485,0.8870,0.8426,"[[1221, 15, 103], [4, 112, 36], [88, 74, 1178]]"
486,0.8891,0.8422,"[[1222, 16, 101], [4, 111, 37], [85, 71, 1184]]"
487,0.8880,0.8414,"[[1223, 16, 100], [3, 111, 38], [89, 71, 1180]]"
488,0.8898,0.8427,"[[1223, 15, 101], [4, 111, 37], [85, 70, 1185]]"
489,0.8887,0.8419,"[[1222, 15, 102], [3, 111, 38], [86, 71, 1183]]"
490,0.8884,0.8417,"[[1220, 16, 103], [3, 111, 38], [86, 70, 1184]]"
491,0.8887,0.8419,"[[1221, 17, 101], [4, 111, 37], [87, 69, 1184]]"
492,0.8905,0.8432,"[[1224, 16, 99], [3, 111, 38], [85, 69, 1186]]"
493,0.8891,0.8422,"[[1222, 15, 102], [4, 111, 37], [86, 70, 1184]]"
494,0.8909,0.8434,"[[1225, 16, 98], [3, 111, 38], [87, 67, 1186]]"
495,0.8894,0.8424,"[[1221, 16, 102], [4, 111, 37], [87, 67, 1186]]"
496,0.8894,0.8424,"[[1223, 16, 100], [3, 111, 38], [88, 68, 1184]]"
497,0.8909,0.8434,"[[1225, 16, 98], [3, 111, 38], [87, 67, 1186]]"
498,0.8901,0.8429,"[[1224, 17, 98], [3, 111, 38], [84, 71, 1185]]"
499,0.8887,0.8419,"[[1224, 15, 100], [4, 111, 37], [84, 75, 1181]]"
