Model,F1_Score
157,0.8896634171719138
243,0.8896719747977034
416,0.8897098772783346
261,0.8897177254280121
195,0.889743984360314
202,0.8897480863807762
268,0.8897480863807762
429,0.8897659189327012
324,0.8897684496286541
232,0.889785496576143
233,0.889785496576143
181,0.889785496576143
321,0.8898017198587233
403,0.8898030351283437
252,0.8898114336642695
7,0.8898264234450699
300,0.8898886092787625
270,0.8898886092787625
248,0.8898886092787625
230,0.8898886092787625
258,0.8898980867830499
109,0.88990747165476
312,0.88990747165476
251,0.8899249701401888
235,0.8899249701401888
245,0.8899345602709147
14,0.8899440579229252
196,0.889945288146912
229,0.8899482028227348
155,0.8899489820319255
483,0.8899521451916376
187,0.8899578557535954
287,0.8899578557535954
201,0.8899578557535954
445,0.8899578557535954
327,0.889967416953526
8,0.889967416953526
166,0.8899785730934626
130,0.8899866935154016
204,0.8899866935154016
143,0.8899964594479473
441,0.890006133804252
264,0.8900262542172879
29,0.890035671862097
304,0.890035671862097
22,0.8900711166727806
280,0.8900711166727806
284,0.8900879567868414
242,0.8900917301564348
173,0.8900923491522317
221,0.8901013225024554
255,0.8901013225024554
225,0.8901013225024554
355,0.8901067281237309
286,0.8901067281237309
296,0.8901108228499582
20,0.8901108228499582
207,0.8901352965587637
186,0.8901388554513363
335,0.8901469547211278
365,0.890161059063155
480,0.8901677875290589
352,0.8901932555816311
250,0.8901953833248382
299,0.8902054594142792
290,0.8902418731304768
198,0.8902418731304768
257,0.8902513129154757
12,0.8902513129154757
277,0.8902513129154757
307,0.8902513129154757
153,0.8902523772297759
362,0.8902773053675497
44,0.8902952629723212
150,0.8903110505553712
331,0.8903110505553712
154,0.8903122789430893
376,0.8903221059271889
479,0.8903244794186695
45,0.8903251988988665
474,0.8903339276797728
407,0.8903482595566575
108,0.8903795461736859
218,0.8903795461736859
357,0.8903795461736859
19,0.8903889256861313
339,0.8904054164931755
30,0.8904141101354275
427,0.8904274706215655
83,0.8904353426148787
156,0.8904353426148787
103,0.8904447206620486
310,0.8904545443142932
80,0.8904545443142932
223,0.8904545443142932
308,0.890464007739618
15,0.890464007739618
320,0.890464007739618
125,0.8904653788817269
478,0.8904720195148613
134,0.8904825321195042
47,0.8904826598593101
48,0.8904826598593101
145,0.8904833080835519
49,0.8904918485990199
151,0.8904932786408302
472,0.8905001160375067
400,0.8905112618884782
292,0.890514379499237
471,0.890520226750346
213,0.8905488261015864
315,0.8905504971237602
26,0.8905686542000565
175,0.8905862338937746
366,0.8905951223264109
105,0.8905951223264109
190,0.8905951223264109
209,0.8905951223264109
137,0.8905960309338308
40,0.8906045247765811
486,0.8906118296883733
41,0.8906153494318991
167,0.8906212258422586
203,0.89062212140619
444,0.89062212140619
182,0.89062212140619
23,0.8906230541439284
316,0.8906305302438398
346,0.8906317285570434
345,0.8906317285570434
349,0.8906317285570434
348,0.8906317285570434
347,0.8906317285570434
217,0.8906317285570434
430,0.8906449816745529
148,0.8906546521643933
482,0.8906598352084678
334,0.8906642316795942
34,0.8906947058784304
24,0.8906985200012415
353,0.89070141745534
271,0.8907233892205094
178,0.890732823128098
293,0.890732823128098
273,0.8907421648928119
82,0.8907514145382399
285,0.8907588540257122
25,0.8907588540257122
426,0.8907673623855966
249,0.8907684005821537
485,0.8907714473811319
425,0.8907778551496492
282,0.8907778551496492
117,0.890789235429229
373,0.8907982339976454
141,0.8907982339976454
431,0.8908061637789388
317,0.8908171789904372
159,0.8908252772161391
432,0.8908346972447697
465,0.8908358996892941
212,0.890845530973233
446,0.8908612929553953
397,0.8908720786277944
370,0.8908720786277944
377,0.8908735705250937
132,0.8909022536672838
288,0.8909022536672838
295,0.890929351674458
16,0.8909483571534332
