Model,Accuracy
35,0.8675379724478983
95,0.8897915930766513
351,0.8901448251501236
453,0.8901448251501236
458,0.8904980572235959
10,0.8904980572235959
93,0.8904980572235959
492,0.8908512892970681
97,0.8908512892970681
60,0.8912045213705404
404,0.8912045213705404
66,0.8912045213705404
67,0.8912045213705404
498,0.8912045213705404
101,0.8912045213705404
96,0.8915577534440127
92,0.8915577534440127
88,0.8915577534440127
36,0.8915577534440127
68,0.8915577534440127
499,0.8915577534440127
99,0.8915577534440127
460,0.8915577534440127
489,0.8915577534440127
493,0.8915577534440127
77,0.8919109855174849
495,0.8919109855174849
65,0.8919109855174849
64,0.8919109855174849
31,0.8919109855174849
32,0.8919109855174849
455,0.8919109855174849
456,0.8919109855174849
85,0.8919109855174849
87,0.8919109855174849
451,0.8922642175909573
135,0.8922642175909573
55,0.8922642175909573
59,0.8922642175909573
231,0.8922642175909573
4,0.8922642175909573
71,0.8922642175909573
78,0.8922642175909573
452,0.8922642175909573
94,0.8922642175909573
76,0.8922642175909573
75,0.8922642175909573
126,0.8922642175909573
401,0.8922642175909573
414,0.8922642175909573
413,0.8922642175909573
102,0.8922642175909573
405,0.8922642175909573
98,0.8922642175909573
412,0.8922642175909573
415,0.8926174496644296
147,0.8926174496644296
13,0.8926174496644296
385,0.8926174496644296
410,0.8926174496644296
104,0.8926174496644296
420,0.8926174496644296
74,0.8926174496644296
122,0.8926174496644296
100,0.8926174496644296
497,0.8926174496644296
180,0.8929706817379018
133,0.8929706817379018
144,0.8929706817379018
112,0.8929706817379018
120,0.8929706817379018
89,0.8929706817379018
136,0.8929706817379018
131,0.8929706817379018
163,0.8929706817379018
110,0.8929706817379018
237,0.8929706817379018
396,0.8929706817379018
399,0.8929706817379018
73,0.8929706817379018
454,0.8929706817379018
457,0.8929706817379018
469,0.8929706817379018
289,0.8929706817379018
470,0.8929706817379018
236,0.8929706817379018
228,0.8929706817379018
491,0.8929706817379018
70,0.8929706817379018
494,0.8929706817379018
114,0.8929706817379018
409,0.8929706817379018
487,0.8933239138113741
121,0.8933239138113741
418,0.8933239138113741
124,0.8933239138113741
449,0.8933239138113741
422,0.8933239138113741
119,0.8933239138113741
210,0.8933239138113741
408,0.8933239138113741
394,0.8933239138113741
389,0.8933239138113741
375,0.8933239138113741
326,0.8933239138113741
298,0.8933239138113741
281,0.8933239138113741
262,0.8933239138113741
241,0.8933239138113741
140,0.8933239138113741
219,0.8933239138113741
184,0.8933239138113741
192,0.8933239138113741
411,0.8933239138113741
118,0.8933239138113741
1,0.8933239138113741
52,0.8933239138113741
53,0.8933239138113741
111,0.8933239138113741
90,0.8933239138113741
91,0.8933239138113741
61,0.8933239138113741
58,0.8933239138113741
84,0.8936771458848464
388,0.8936771458848464
50,0.8936771458848464
179,0.8936771458848464
421,0.8936771458848464
450,0.8936771458848464
72,0.8936771458848464
56,0.8936771458848464
313,0.8936771458848464
160,0.8936771458848464
161,0.8936771458848464
406,0.8936771458848464
116,0.8936771458848464
392,0.8936771458848464
391,0.8936771458848464
309,0.8936771458848464
322,0.8936771458848464
21,0.8936771458848464
238,0.8936771458848464
276,0.8936771458848464
115,0.8936771458848464
113,0.8936771458848464
395,0.8936771458848464
188,0.8936771458848464
301,0.8936771458848464
496,0.8936771458848464
6,0.8936771458848464
127,0.8936771458848464
329,0.8936771458848464
142,0.8936771458848464
129,0.8936771458848464
386,0.8936771458848464
387,0.8936771458848464
259,0.8936771458848464
447,0.8936771458848464
279,0.8936771458848464
330,0.8936771458848464
254,0.8936771458848464
390,0.8940303779583186
419,0.8940303779583186
216,0.8940303779583186
437,0.8940303779583186
200,0.8940303779583186
211,0.8940303779583186
294,0.8940303779583186
195,0.8940303779583186
28,0.8940303779583186
398,0.8940303779583186
269,0.8940303779583186
267,0.8940303779583186
266,0.8940303779583186
263,0.8940303779583186
261,0.8940303779583186
260,0.8940303779583186
256,0.8940303779583186
402,0.8940303779583186
246,0.8940303779583186
244,0.8940303779583186
393,0.8940303779583186
57,0.8940303779583186
240,0.8940303779583186
283,0.8940303779583186
438,0.8940303779583186
234,0.8940303779583186
63,0.8940303779583186
226,0.8940303779583186
69,0.8940303779583186
440,0.8940303779583186
274,0.8940303779583186
139,0.8940303779583186
86,0.8940303779583186
189,0.8940303779583186
168,0.8940303779583186
380,0.8940303779583186
185,0.8940303779583186
123,0.8940303779583186
7,0.8940303779583186
128,0.8940303779583186
314,0.8940303779583186
152,0.8940303779583186
169,0.8940303779583186
183,0.8940303779583186
176,0.8940303779583186
305,0.8940303779583186
146,0.8943836100317909
323,0.8943836100317909
243,0.8943836100317909
324,0.8943836100317909
365,0.8943836100317909
318,0.8943836100317909
14,0.8943836100317909
245,0.8943836100317909
248,0.8943836100317909
300,0.8943836100317909
251,0.8943836100317909
280,0.8943836100317909
235,0.8943836100317909
483,0.8943836100317909
484,0.8943836100317909
278,0.8943836100317909
258,0.8943836100317909
355,0.8943836100317909
332,0.8943836100317909
333,0.8943836100317909
264,0.8943836100317909
268,0.8943836100317909
270,0.8943836100317909
109,0.8943836100317909
403,0.8943836100317909
372,0.8943836100317909
233,0.8943836100317909
232,0.8943836100317909
194,0.8943836100317909
196,0.8943836100317909
381,0.8943836100317909
436,0.8943836100317909
304,0.8943836100317909
297,0.8943836100317909
202,0.8943836100317909
429,0.8943836100317909
181,0.8943836100317909
448,0.8943836100317909
306,0.8943836100317909
174,0.8943836100317909
299,0.8943836100317909
417,0.8943836100317909
172,0.8943836100317909
250,0.8943836100317909
416,0.8943836100317909
22,0.8943836100317909
62,0.8943836100317909
29,0.8943836100317909
230,0.8943836100317909
284,0.8943836100317909
286,0.8943836100317909
312,0.8943836100317909
311,0.8943836100317909
164,0.8943836100317909
45,0.8947368421052632
339,0.8947368421052632
321,0.8947368421052632
335,0.8947368421052632
277,0.8947368421052632
296,0.8947368421052632
362,0.8947368421052632
287,0.8947368421052632
292,0.8947368421052632
327,0.8947368421052632
307,0.8947368421052632
357,0.8947368421052632
290,0.8947368421052632
229,0.8947368421052632
166,0.8947368421052632
187,0.8947368421052632
103,0.8947368421052632
186,0.8947368421052632
445,0.8947368421052632
24,0.8947368421052632
173,0.8947368421052632
171,0.8947368421052632
44,0.8947368421052632
20,0.8947368421052632
19,0.8947368421052632
162,0.8947368421052632
459,0.8947368421052632
480,0.8947368421052632
143,0.8947368421052632
479,0.8947368421052632
157,0.8947368421052632
155,0.8947368421052632
12,0.8947368421052632
153,0.8947368421052632
474,0.8947368421052632
198,0.8947368421052632
441,0.8947368421052632
204,0.8947368421052632
252,0.8947368421052632
225,0.8947368421052632
201,0.8947368421052632
30,0.8947368421052632
221,0.8947368421052632
218,0.8947368421052632
108,0.8947368421052632
213,0.8947368421052632
26,0.8947368421052632
130,0.8947368421052632
257,0.8947368421052632
8,0.8947368421052632
54,0.8947368421052632
255,0.8947368421052632
242,0.8947368421052632
478,0.8950900741787354
349,0.8950900741787354
348,0.8950900741787354
482,0.8950900741787354
49,0.8950900741787354
352,0.8950900741787354
486,0.8950900741787354
347,0.8950900741787354
473,0.8950900741787354
400,0.8950900741787354
471,0.8950900741787354
41,0.8950900741787354
40,0.8950900741787354
346,0.8950900741787354
407,0.8950900741787354
25,0.8950900741787354
425,0.8950900741787354
426,0.8950900741787354
427,0.8950900741787354
444,0.8950900741787354
47,0.8950900741787354
23,0.8950900741787354
15,0.8950900741787354
376,0.8950900741787354
48,0.8950900741787354
366,0.8950900741787354
472,0.8950900741787354
345,0.8950900741787354
308,0.8950900741787354
209,0.8950900741787354
167,0.8950900741787354
175,0.8950900741787354
182,0.8950900741787354
316,0.8950900741787354
315,0.8950900741787354
80,0.8950900741787354
190,0.8950900741787354
310,0.8950900741787354
82,0.8950900741787354
203,0.8950900741787354
207,0.8950900741787354
288,0.8950900741787354
285,0.8950900741787354
282,0.8950900741787354
273,0.8950900741787354
217,0.8950900741787354
271,0.8950900741787354
223,0.8950900741787354
293,0.8950900741787354
320,0.8950900741787354
178,0.8950900741787354
249,0.8950900741787354
134,0.8950900741787354
132,0.8950900741787354
331,0.8950900741787354
105,0.8950900741787354
145,0.8950900741787354
83,0.8950900741787354
150,0.8950900741787354
137,0.8950900741787354
125,0.8950900741787354
154,0.8950900741787354
156,0.8950900741787354
151,0.8950900741787354
106,0.8954433062522077
205,0.8954433062522077
220,0.8954433062522077
212,0.8954433062522077
9,0.8954433062522077
222,0.8954433062522077
485,0.8954433062522077
107,0.8954433062522077
27,0.8954433062522077
159,0.8954433062522077
430,0.8954433062522077
431,0.8954433062522077
465,0.8954433062522077
434,0.8954433062522077
435,0.8954433062522077
193,0.8954433062522077
439,0.8954433062522077
148,0.8954433062522077
34,0.8954433062522077
177,0.8954433062522077
170,0.8954433062522077
467,0.8954433062522077
16,0.8954433062522077
141,0.8954433062522077
432,0.8954433062522077
117,0.8954433062522077
370,0.8954433062522077
303,0.8954433062522077
302,0.8954433062522077
295,0.8954433062522077
353,0.8954433062522077
334,0.8954433062522077
291,0.8954433062522077
377,0.8954433062522077
373,0.8954433062522077
397,0.8954433062522077
275,0.8954433062522077
253,0.8954433062522077
361,0.8954433062522077
317,0.8954433062522077
466,0.89579653832568
379,0.89579653832568
363,0.89579653832568
149,0.89579653832568
468,0.89579653832568
191,0.89579653832568
368,0.89579653832568
371,0.89579653832568
442,0.89579653832568
359,0.89579653832568
378,0.89579653832568
197,0.89579653832568
446,0.89579653832568
81,0.89579653832568
247,0.89579653832568
325,0.89579653832568
199,0.89579653832568
384,0.89579653832568
383,0.89579653832568
227,0.89579653832568
224,0.89579653832568
3,0.89579653832568
5,0.89579653832568
33,0.89579653832568
265,0.89579653832568
215,0.89579653832568
272,0.89579653832568
208,0.89579653832568
11,0.89579653832568
336,0.89579653832568
138,0.89579653832568
464,0.89579653832568
488,0.89579653832568
158,0.89579653832568
338,0.8961497703991522
360,0.8961497703991522
475,0.8961497703991522
340,0.8961497703991522
341,0.8961497703991522
354,0.8961497703991522
342,0.8961497703991522
328,0.8961497703991522
239,0.8961497703991522
344,0.8961497703991522
343,0.8961497703991522
382,0.8961497703991522
79,0.8961497703991522
43,0.8961497703991522
42,0.8961497703991522
165,0.8961497703991522
461,0.8961497703991522
38,0.8961497703991522
367,0.8961497703991522
319,0.8961497703991522
18,0.8961497703991522
428,0.8965030024726245
39,0.8965030024726245
337,0.8965030024726245
2,0.8965030024726245
350,0.8965030024726245
37,0.8965030024726245
51,0.8965030024726245
433,0.8965030024726245
476,0.8965030024726245
358,0.8965030024726245
356,0.8965030024726245
374,0.8965030024726245
462,0.8968562345460968
463,0.8968562345460968
206,0.8968562345460968
364,0.8968562345460968
477,0.8968562345460968
214,0.8968562345460968
369,0.8968562345460968
17,0.897209466619569
490,0.897209466619569
443,0.897209466619569
