Model,ROC_AUC_Score
261,0.9432401474067108
360,0.9432682010479422
439,0.9432720198778132
429,0.943283614783967
300,0.9432870635863956
221,0.9433029017387023
362,0.9433037890712312
217,0.9433067260685682
182,0.9433088093444572
475,0.9433111890089664
257,0.9433119376193988
105,0.9433146540058248
488,0.9433478293646346
193,0.9433523919160536
220,0.9433802463352432
156,0.9433802762796604
132,0.9433956114879788
114,0.9433994162623072
361,0.9434035797585322
227,0.9434037423139404
290,0.9434050818682812
192,0.9434142662488432
328,0.943419366577552
154,0.9434194350219344
294,0.9434204739098814
153,0.9434354308407648
289,0.9434408092247774
481,0.9434491050505892
214,0.9434523243810036
426,0.9434591187081768
222,0.94347145336366
56,0.9435080283304988
292,0.943511689493846
230,0.9435169212113248
441,0.943520334263786
445,0.9435232248167206
103,0.9435266036469904
369,0.94353107942071
291,0.9435369454709472
364,0.9435372962484068
141,0.9435530680952184
152,0.943561242004474
117,0.9435650559454604
482,0.94356984949667
366,0.9435982264153858
473,0.9436000756359314
24,0.9436059991305608
490,0.94360998051584
45,0.9436121634027496
471,0.943618717563474
107,0.9436263747787536
253,0.9436301936086244
223,0.9436320611624868
357,0.94365311758784
337,0.9436878787785457
444,0.9436946596612864
167,0.9437102906471144
198,0.9437541903850896
359,0.9437835970250942
293,0.9438047530614684
206,0.9438055817273836
435,0.9438063920599824
288,0.9438288100396568
365,0.9438307778156504
106,0.9438773041067998
224,0.9439428750473488
343,0.94397934306984
341,0.94397934306984
340,0.94397934306984
344,0.94397934306984
342,0.94397934306984
483,0.9439793565142724
363,0.9439834387327934
113,0.943993984667676
348,0.9440166904804228
347,0.9440166904804228
349,0.9440166904804228
346,0.9440166904804228
377,0.9440453760099702
339,0.9441206758305872
350,0.9441285059901546
345,0.9441572489640944
356,0.9442510171568556
46,0.9443451220715336
149,0.9448484730596066
