Model,Accuracy,Precision,Recall,F1 Score,ROC AUC Score,Confusion Matrix
33,0.89579653832568,0.8940474581356154,0.89579653832568,0.8915108610077781,0.942381639129536,"[[1234, 2, 103], [6, 64, 82], [87, 15, 1238]]"
34,0.8954433062522077,0.8940948478793785,0.8954433062522077,0.8906947058784304,0.9411647273439806,"[[1233, 1, 105], [5, 61, 86], [85, 14, 1241]]"
35,0.8675379724478983,0.8643586501254048,0.8675379724478983,0.8577200382535785,0.9261800685411824,"[[1198, 2, 139], [33, 35, 84], [108, 9, 1223]]"
36,0.8915577534440127,0.8895226494341353,0.8915577534440127,0.8863909015504469,0.941796439660117,"[[1232, 2, 105], [6, 58, 88], [92, 14, 1234]]"
37,0.8965030024726245,0.8953136494489017,0.8965030024726245,0.8924233172860849,0.94236819347506,"[[1235, 1, 103], [5, 66, 81], [89, 14, 1237]]"
38,0.8961497703991522,0.8947581966154916,0.8961497703991522,0.8922210118007756,0.942841663601336,"[[1234, 2, 103], [6, 67, 79], [90, 14, 1236]]"
39,0.8965030024726245,0.8952145172141532,0.8965030024726245,0.8922819338196596,0.9419254298209436,"[[1236, 1, 102], [5, 65, 82], [89, 14, 1237]]"
40,0.8950900741787354,0.8937072788662364,0.8950900741787354,0.8906045247765811,0.941524112295916,"[[1234, 1, 104], [6, 63, 83], [89, 14, 1237]]"
41,0.8950900741787354,0.893749435322896,0.8950900741787354,0.8906153494318991,0.9422544101893348,"[[1234, 1, 104], [5, 63, 84], [89, 14, 1237]]"
42,0.8961497703991522,0.8946104947559336,0.8961497703991522,0.891952057777491,0.9427521019880944,"[[1235, 2, 102], [6, 65, 81], [89, 14, 1237]]"
43,0.8961497703991522,0.8946687043660808,0.8961497703991522,0.8919611285923895,0.9421884872491048,"[[1234, 2, 103], [6, 65, 81], [88, 14, 1238]]"
44,0.8947368421052632,0.8927707784973276,0.8947368421052632,0.8902952629723212,0.9426542225490604,"[[1235, 3, 101], [6, 63, 83], [91, 14, 1235]]"
45,0.8947368421052632,0.893366750923913,0.8947368421052632,0.8903251988988665,0.9436121634027496,"[[1230, 1, 108], [6, 63, 83], [85, 15, 1240]]"
46,0.8975626986930413,0.89614970110994,0.8975626986930413,0.8933758448523902,0.9443451220715336,"[[1235, 1, 103], [6, 65, 81], [84, 15, 1241]]"
47,0.8950900741787354,0.8937850075150635,0.8950900741787354,0.8904826598593101,0.9421560433896318,"[[1232, 1, 106], [6, 62, 84], [86, 14, 1240]]"
48,0.8950900741787354,0.8937850075150635,0.8950900741787354,0.8904826598593101,0.9421560433896318,"[[1232, 1, 106], [6, 62, 84], [86, 14, 1240]]"
49,0.8950900741787354,0.8938503579790078,0.8950900741787354,0.8904918485990199,0.9426536768273333,"[[1231, 1, 107], [6, 62, 84], [85, 14, 1241]]"
50,0.8936771458848464,0.8920554579533012,0.8936771458848464,0.888761579248495,0.9417070824633564,"[[1234, 1, 104], [6, 60, 86], [90, 14, 1236]]"
51,0.8965030024726245,0.8958228450016829,0.8965030024726245,0.8921062321917407,0.94222624288154,"[[1233, 1, 105], [5, 64, 83], [87, 12, 1241]]"
52,0.8933239138113741,0.8916085074672829,0.8933239138113741,0.8879731590173355,0.9423516684344874,"[[1233, 1, 105], [5, 57, 90], [87, 14, 1239]]"
53,0.8933239138113741,0.8911245739184397,0.8933239138113741,0.8881877648597272,0.9429968129606672,"[[1232, 3, 104], [6, 58, 88], [87, 14, 1239]]"
54,0.8947368421052632,0.8933713387409447,0.8947368421052632,0.8894901586437031,0.9417144885121972,"[[1234, 1, 104], [5, 58, 89], [86, 13, 1241]]"
55,0.8922642175909573,0.8905430416408713,0.8922642175909573,0.8870685439929542,0.9422412487012678,"[[1233, 1, 105], [5, 58, 89], [91, 14, 1235]]"
56,0.8936771458848464,0.8917087585892198,0.8936771458848464,0.8888630398926554,0.9435080283304988,"[[1233, 1, 105], [5, 60, 87], [87, 16, 1237]]"
57,0.8940303779583186,0.8923774351309606,0.8940303779583186,0.8888228346873878,0.941450614029221,"[[1233, 1, 105], [6, 58, 88], [86, 14, 1240]]"
58,0.8933239138113741,0.8916085074672829,0.8933239138113741,0.8879731590173355,0.9414233041095376,"[[1233, 1, 105], [5, 57, 90], [87, 14, 1239]]"
59,0.8922642175909573,0.8906070158749121,0.8922642175909573,0.8870785694855606,0.941634222196083,"[[1232, 1, 106], [5, 58, 89], [90, 14, 1236]]"
60,0.8912045213705404,0.8890581105879022,0.8912045213705404,0.8858847529474853,0.9423033424227472,"[[1233, 1, 105], [6, 57, 89], [92, 15, 1233]]"
61,0.8933239138113741,0.8916814952482635,0.8933239138113741,0.8884083925226629,0.942739074027684,"[[1234, 1, 104], [6, 60, 86], [91, 14, 1235]]"
62,0.8943836100317909,0.8926237269457254,0.8943836100317909,0.8891564341355099,0.9418363580128132,"[[1235, 1, 103], [6, 58, 88], [87, 14, 1239]]"
63,0.8940303779583186,0.8917274458384601,0.8940303779583186,0.8892257659870296,0.9419720936119684,"[[1234, 2, 103], [6, 60, 86], [87, 16, 1237]]"
64,0.8919109855174849,0.8899194070360367,0.8919109855174849,0.8862291375872219,0.9418143824771822,"[[1233, 1, 105], [6, 55, 91], [89, 14, 1237]]"
65,0.8919109855174849,0.8899370863442208,0.8919109855174849,0.8866112456491791,0.941630254255236,"[[1231, 1, 107], [6, 57, 89], [88, 15, 1237]]"
66,0.8912045213705404,0.889438252326657,0.8912045213705404,0.8860077182800283,0.9428129426273764,"[[1232, 1, 106], [6, 58, 88], [93, 14, 1233]]"
67,0.8912045213705404,0.8886971143841091,0.8912045213705404,0.885760771928482,0.9418177038630596,"[[1233, 2, 104], [6, 56, 90], [91, 15, 1234]]"
68,0.8915577534440127,0.8894134657692542,0.8915577534440127,0.8862390433942114,0.941884435913667,"[[1234, 1, 104], [5, 57, 90], [92, 15, 1233]]"
69,0.8940303779583186,0.8920271258074967,0.8940303779583186,0.8889852009975738,0.9421275301932616,"[[1235, 2, 102], [6, 59, 87], [89, 14, 1237]]"
70,0.8929706817379018,0.8913729995418705,0.8929706817379018,0.8879254265153379,0.9419887518746428,"[[1232, 1, 106], [6, 59, 87], [89, 14, 1237]]"
71,0.8922642175909573,0.8904995724949477,0.8922642175909573,0.8870572856390817,0.9419739287769712,"[[1233, 1, 105], [6, 58, 88], [91, 14, 1235]]"
72,0.8936771458848464,0.8920411823834613,0.8936771458848464,0.8886235700604824,0.9418124171456308,"[[1234, 1, 104], [5, 59, 88], [89, 14, 1237]]"
73,0.8929706817379018,0.8910076451269974,0.8929706817379018,0.8879462789238388,0.9417636682453852,"[[1234, 1, 104], [6, 59, 87], [90, 15, 1235]]"
74,0.8926174496644296,0.8906334494892173,0.8926174496644296,0.8875929684188234,0.9417069840745566,"[[1234, 1, 104], [6, 59, 87], [91, 15, 1234]]"
75,0.8922642175909573,0.8899598323006931,0.8922642175909573,0.8871309785991827,0.9419239503222848,"[[1234, 1, 104], [6, 58, 88], [90, 16, 1234]]"
76,0.8922642175909573,0.8905430416408713,0.8922642175909573,0.8870685439929542,0.9420104004661258,"[[1233, 1, 105], [5, 58, 89], [91, 14, 1235]]"
77,0.8919109855174849,0.8897451623203773,0.8919109855174849,0.8865811691466168,0.9414947661558564,"[[1234, 1, 104], [6, 57, 89], [91, 15, 1234]]"
78,0.8922642175909573,0.8907651494318224,0.8922642175909573,0.8877883653238987,0.942805234995476,"[[1234, 1, 104], [5, 63, 84], [97, 14, 1229]]"
79,0.8961497703991522,0.8946998562895991,0.8961497703991522,0.8917738322535851,0.9423026989233309,"[[1237, 1, 101], [6, 64, 82], [90, 14, 1236]]"
80,0.8950900741787354,0.8935986054832773,0.8950900741787354,0.8904545443142932,0.9418134383113714,"[[1235, 1, 103], [6, 62, 84], [89, 14, 1237]]"
81,0.89579653832568,0.8943987828622764,0.89579653832568,0.8917481337969854,0.9419699058361742,"[[1233, 2, 104], [6, 66, 80], [89, 14, 1237]]"
82,0.8950900741787354,0.8938125191778072,0.8950900741787354,0.8907514145382399,0.9429613071317484,"[[1233, 1, 105], [6, 64, 82], [89, 14, 1237]]"
83,0.8950900741787354,0.8934823657311854,0.8950900741787354,0.8904353426148787,0.9427177371025852,"[[1237, 1, 101], [6, 62, 84], [91, 14, 1235]]"
84,0.8936771458848464,0.8921054962850433,0.8936771458848464,0.8886334811612525,0.9429247847204176,"[[1233, 1, 105], [5, 59, 88], [88, 14, 1238]]"
85,0.8919109855174849,0.8901253040591321,0.8919109855174849,0.8867041344791597,0.9420578917008448,"[[1233, 1, 105], [6, 58, 88], [92, 14, 1234]]"
86,0.8940303779583186,0.8922485184907963,0.8940303779583186,0.8888032919794662,0.9418267006326804,"[[1235, 1, 103], [6, 58, 88], [88, 14, 1238]]"
87,0.8919109855174849,0.8901231267741624,0.8919109855174849,0.8865588509746133,0.9415219208534584,"[[1232, 1, 106], [6, 57, 89], [90, 14, 1236]]"
88,0.8915577534440127,0.8894763124055421,0.8915577534440127,0.8862494095726933,0.9421627136613618,"[[1233, 1, 105], [5, 57, 90], [91, 15, 1234]]"
89,0.8929706817379018,0.8913137554966648,0.8929706817379018,0.887773287691269,0.9424103246590834,"[[1232, 1, 106], [6, 58, 88], [88, 14, 1238]]"
90,0.8933239138113741,0.891475729402187,0.8933239138113741,0.8878048251364231,0.9413044137728872,"[[1234, 1, 104], [5, 56, 91], [87, 14, 1239]]"
91,0.8933239138113741,0.8912718544977267,0.8933239138113741,0.8881371589282817,0.9412741980225048,"[[1234, 2, 103], [6, 58, 88], [89, 14, 1237]]"
92,0.8915577534440127,0.8896162699537074,0.8915577534440127,0.8860375098426058,0.9416632719475224,"[[1233, 1, 105], [6, 56, 90], [91, 14, 1235]]"
93,0.8904980572235959,0.8885986462195432,0.8904980572235959,0.8849995762149128,0.9413301580273232,"[[1232, 1, 106], [5, 56, 91], [93, 14, 1233]]"
94,0.8922642175909573,0.890480659240484,0.8922642175909573,0.8870584249258859,0.9422417125341808,"[[1234, 1, 104], [5, 58, 89], [92, 14, 1234]]"
95,0.8897915930766513,0.8871145061412661,0.8897915930766513,0.8841884591239458,0.9407865629646274,"[[1233, 2, 104], [6, 55, 91], [94, 15, 1231]]"
96,0.8915577534440127,0.8896089789427473,0.8915577534440127,0.8858861230742696,0.9415144836379792,"[[1232, 1, 106], [6, 55, 91], [89, 14, 1237]]"
97,0.8908512892970681,0.888653186527651,0.8908512892970681,0.8849949399254888,0.9408935244232044,"[[1234, 1, 104], [6, 54, 92], [92, 14, 1234]]"
98,0.8922642175909573,0.8902301947065155,0.8922642175909573,0.886572118921504,0.941760439137202,"[[1234, 1, 104], [6, 55, 91], [89, 14, 1237]]"
99,0.8915577534440127,0.8898741430798379,0.8915577534440127,0.8865128901553049,0.9430052407863596,"[[1232, 1, 106], [6, 59, 87], [93, 14, 1233]]"
100,0.8926174496644296,0.890921465739561,0.8926174496644296,0.8872768081977735,0.9420854619536256,"[[1232, 1, 106], [5, 57, 90], [88, 14, 1238]]"
101,0.8912045213705404,0.8894361994556355,0.8912045213705404,0.885862530114662,0.9422041604015612,"[[1231, 1, 107], [6, 57, 89], [91, 14, 1235]]"
102,0.8922642175909573,0.890302893003639,0.8922642175909573,0.886733688251199,0.941636803527076,"[[1234, 1, 104], [6, 56, 90], [90, 14, 1236]]"
103,0.8947368421052632,0.8932673436811989,0.8947368421052632,0.8904447206620486,0.9435266036469904,"[[1233, 1, 105], [5, 64, 83], [89, 15, 1236]]"
104,0.8926174496644296,0.8904363396692896,0.8926174496644296,0.8877705995165928,0.942551051198158,"[[1234, 2, 103], [6, 60, 86], [92, 15, 1233]]"
105,0.8950900741787354,0.8936481665131625,0.8950900741787354,0.8905951223264109,0.9433146540058248,"[[1235, 1, 103], [6, 63, 83], [90, 14, 1236]]"
106,0.8954433062522077,0.8935573205282885,0.8954433062522077,0.8910123004576408,0.9438773041067998,"[[1235, 2, 102], [6, 63, 83], [88, 15, 1237]]"
107,0.8954433062522077,0.8940956158424472,0.8954433062522077,0.8912217098461243,0.9436263747787536,"[[1236, 1, 102], [5, 65, 82], [92, 14, 1234]]"
108,0.8947368421052632,0.893323079097003,0.8947368421052632,0.8903795461736859,0.9430109632256156,"[[1235, 1, 103], [6, 64, 82], [92, 14, 1234]]"
109,0.8943836100317909,0.8930189935640706,0.8943836100317909,0.88990747165476,0.9431592412578436,"[[1233, 1, 105], [6, 63, 83], [90, 14, 1236]]"
110,0.8929706817379018,0.8911764144570801,0.8929706817379018,0.8885764170693066,0.9431628180879338,"[[1231, 2, 106], [6, 63, 83], [91, 15, 1234]]"
111,0.8933239138113741,0.8915654873575016,0.8933239138113741,0.8887350962041629,0.9426437426141178,"[[1234, 1, 104], [6, 62, 84], [92, 15, 1233]]"
112,0.8929706817379018,0.8908097602753353,0.8929706817379018,0.8881239510912421,0.9427545363469982,"[[1234, 2, 103], [6, 60, 86], [91, 15, 1234]]"
113,0.8936771458848464,0.891824512650533,0.8936771458848464,0.8890689162753344,0.943993984667676,"[[1236, 1, 102], [6, 62, 84], [93, 15, 1232]]"
114,0.8929706817379018,0.8908150502756905,0.8929706817379018,0.8883899396293659,0.9433994162623072,"[[1237, 1, 101], [6, 62, 84], [95, 16, 1229]]"
115,0.8936771458848464,0.8920522637370006,0.8936771458848464,0.8888981864167586,0.9431926622830974,"[[1235, 1, 103], [6, 61, 85], [92, 14, 1234]]"
116,0.8936771458848464,0.8916057414417946,0.8936771458848464,0.8889758708258751,0.9424766460433964,"[[1235, 1, 103], [6, 61, 85], [90, 16, 1234]]"
117,0.8954433062522077,0.893836921762954,0.8954433062522077,0.890789235429229,0.9435650559454604,"[[1238, 1, 100], [5, 62, 85], [91, 14, 1235]]"
118,0.8933239138113741,0.8912612565752245,0.8933239138113741,0.8882795963267911,0.9430473921370311,"[[1236, 1, 102], [6, 59, 87], [91, 15, 1234]]"
119,0.8933239138113741,0.8913209667607115,0.8933239138113741,0.8882896320868535,0.9425682435714592,"[[1235, 1, 103], [6, 59, 87], [90, 15, 1235]]"
120,0.8929706817379018,0.8909471701667654,0.8929706817379018,0.8879362983369266,0.942509769457809,"[[1235, 1, 103], [6, 59, 87], [91, 15, 1234]]"
121,0.8933239138113741,0.8914994075240822,0.8933239138113741,0.8880969668774229,0.9429498827254396,"[[1235, 1, 103], [6, 58, 88], [90, 14, 1236]]"
122,0.8926174496644296,0.8906401746898666,0.8926174496644296,0.8877310887059092,0.9426324389021442,"[[1235, 1, 103], [6, 60, 86], [93, 15, 1232]]"
123,0.8940303779583186,0.8923541384845239,0.8940303779583186,0.8894526499428429,0.9431830947362162,"[[1234, 1, 104], [5, 62, 85], [90, 15, 1235]]"
124,0.8933239138113741,0.8914994075240822,0.8933239138113741,0.8880969668774229,0.9431676898612944,"[[1235, 1, 103], [6, 58, 88], [90, 14, 1236]]"
125,0.8950900741787354,0.8936405322347182,0.8950900741787354,0.8904653788817269,0.9429130462032824,"[[1235, 1, 103], [5, 62, 85], [89, 14, 1237]]"
126,0.8922642175909573,0.8899980463078787,0.8922642175909573,0.8869140099904859,0.942353927099106,"[[1236, 1, 102], [6, 57, 89], [92, 15, 1233]]"
127,0.8936771458848464,0.8920925939327642,0.8936771458848464,0.8889088029224532,0.9424364471909548,"[[1235, 1, 103], [5, 61, 86], [92, 14, 1234]]"
128,0.8940303779583186,0.8925369662232545,0.8940303779583186,0.8891357224793462,0.9424857222573896,"[[1233, 1, 105], [5, 60, 87], [88, 14, 1238]]"
129,0.8936771458848464,0.8920554579533012,0.8936771458848464,0.888761579248495,0.9430078068395884,"[[1234, 1, 104], [6, 60, 86], [90, 14, 1236]]"
130,0.8947368421052632,0.8928830178014809,0.8947368421052632,0.8899866935154016,0.9430064575074786,"[[1236, 1, 102], [6, 61, 85], [89, 15, 1236]]"
131,0.8929706817379018,0.891072004550703,0.8929706817379018,0.8880943862628573,0.9426420693934128,"[[1234, 1, 104], [6, 60, 86], [91, 15, 1234]]"
132,0.8950900741787354,0.893531206811894,0.8950900741787354,0.8909022536672838,0.9433956114879788,"[[1235, 1, 103], [6, 65, 81], [91, 15, 1234]]"
133,0.8929706817379018,0.8909895160535706,0.8929706817379018,0.8874298666597921,0.9412419643850632,"[[1235, 1, 103], [6, 56, 90], [89, 14, 1237]]"
134,0.8950900741787354,0.8933151720128762,0.8950900741787354,0.8904825321195042,0.9425848309453088,"[[1236, 1, 102], [6, 62, 84], [89, 15, 1236]]"
135,0.8922642175909573,0.8900029978096028,0.8922642175909573,0.8871422728578081,0.9422866102156956,"[[1234, 1, 104], [5, 58, 89], [90, 16, 1234]]"
136,0.8929706817379018,0.8912915374438874,0.8929706817379018,0.8884021459269573,0.9419659983952724,"[[1233, 1, 105], [5, 62, 85], [92, 15, 1233]]"
137,0.8950900741787354,0.8936302080345943,0.8950900741787354,0.8905960309338308,0.9431113075790812,"[[1236, 1, 102], [5, 63, 84], [91, 14, 1235]]"
138,0.89579653832568,0.894259322882015,0.89579653832568,0.8916099567559886,0.942641230338618,"[[1236, 1, 102], [5, 65, 82], [90, 15, 1235]]"
139,0.8940303779583186,0.8923727656095647,0.8940303779583186,0.8894514065832995,0.9430828194382438,"[[1233, 1, 105], [6, 62, 84], [89, 15, 1236]]"
140,0.8933239138113741,0.8916040669386941,0.8933239138113741,0.8882602603797246,0.941704372188036,"[[1235, 1, 103], [5, 59, 88], [91, 14, 1235]]"
141,0.8954433062522077,0.8939129360271486,0.8954433062522077,0.8907982339976454,0.9435530680952184,"[[1236, 1, 102], [6, 62, 84], [89, 14, 1237]]"
142,0.8936771458848464,0.8922139920839762,0.8936771458848464,0.8889284764750524,0.9429402076231008,"[[1233, 1, 105], [5, 61, 86], [90, 14, 1236]]"
143,0.8947368421052632,0.8929432429468247,0.8947368421052632,0.8899964594479473,0.9429949985734236,"[[1235, 1, 103], [6, 61, 85], [88, 15, 1237]]"
144,0.8929706817379018,0.890915141001532,0.8929706817379018,0.8876525896231567,0.9415877203493558,"[[1234, 1, 104], [5, 57, 90], [88, 15, 1237]]"
145,0.8950900741787354,0.8932969467511388,0.8950900741787354,0.8904833080835519,0.9429888624123204,"[[1237, 1, 101], [5, 62, 85], [90, 15, 1235]]"
146,0.8943836100317909,0.8924659759607425,0.8943836100317909,0.8894868796556326,0.9417203130069162,"[[1235, 2, 102], [6, 60, 86], [89, 14, 1237]]"
147,0.8926174496644296,0.8904074031776722,0.8926174496644296,0.8876343607042637,0.9417575363620556,"[[1234, 2, 103], [5, 59, 88], [91, 15, 1234]]"
148,0.8954433062522077,0.8938602245635281,0.8954433062522077,0.8906546521643933,0.942266166734231,"[[1236, 1, 102], [6, 61, 85], [88, 14, 1238]]"
149,0.89579653832568,0.8945437124553542,0.89579653832568,0.8915834560666961,0.9448484730596066,"[[1234, 1, 104], [6, 65, 81], [89, 14, 1237]]"
150,0.8950900741787354,0.8935467007044524,0.8950900741787354,0.8903110505553712,0.943014874944291,"[[1235, 1, 103], [6, 61, 85], [88, 14, 1238]]"
151,0.8950900741787354,0.8933562913543067,0.8950900741787354,0.8904932786408302,0.9422092772302554,"[[1236, 1, 102], [5, 62, 85], [89, 15, 1236]]"
152,0.8940303779583186,0.8923097691819026,0.8940303779583186,0.8890952682577906,0.943561242004474,"[[1236, 1, 102], [6, 60, 86], [91, 14, 1235]]"
153,0.8947368421052632,0.8933153036591167,0.8947368421052632,0.8902523772297759,0.9434354308407648,"[[1235, 1, 103], [5, 63, 84], [91, 14, 1235]]"
154,0.8950900741787354,0.8935280624733858,0.8950900741787354,0.8903122789430893,0.9434194350219344,"[[1236, 1, 102], [5, 61, 86], [89, 14, 1237]]"
155,0.8947368421052632,0.8930947706216229,0.8947368421052632,0.8899489820319255,0.9430300237638894,"[[1237, 1, 101], [5, 61, 86], [91, 14, 1235]]"
156,0.8950900741787354,0.8934823657311854,0.8950900741787354,0.8904353426148787,0.9433802762796604,"[[1237, 1, 101], [6, 62, 84], [91, 14, 1235]]"
157,0.8947368421052632,0.8930406564451476,0.8947368421052632,0.8896634171719138,0.9424207294274276,"[[1236, 1, 102], [5, 59, 88], [88, 14, 1238]]"
158,0.89579653832568,0.8943285842769895,0.89579653832568,0.8911623081347996,0.942228051157678,"[[1236, 1, 102], [5, 62, 85], [88, 14, 1238]]"
159,0.8954433062522077,0.8936480348669216,0.8954433062522077,0.8908252772161391,0.9424193354842472,"[[1236, 2, 101], [6, 62, 84], [89, 14, 1237]]"
160,0.8936771458848464,0.8917268785814843,0.8936771458848464,0.8882856566913637,0.9417659232433409,"[[1237, 1, 101], [5, 57, 90], [90, 14, 1236]]"
161,0.8936771458848464,0.8917938356036729,0.8936771458848464,0.8884410092201481,0.942366627809813,"[[1237, 1, 101], [5, 58, 89], [91, 14, 1235]]"
162,0.8947368421052632,0.8929786356161986,0.8947368421052632,0.8896533401574181,0.9413059348270636,"[[1237, 1, 101], [5, 59, 88], [89, 14, 1237]]"
163,0.8929706817379018,0.891167710972959,0.8929706817379018,0.8877548411250173,0.9417395825450008,"[[1235, 1, 103], [5, 58, 89], [91, 14, 1235]]"
164,0.8943836100317909,0.8927430094764004,0.8943836100317909,0.8894582518801094,0.9425434679272556,"[[1235, 1, 103], [6, 60, 86], [89, 14, 1237]]"
165,0.8961497703991522,0.8943362529023192,0.8961497703991522,0.8915223127595001,0.9430320673175924,"[[1237, 2, 100], [6, 62, 84], [88, 14, 1238]]"
166,0.8947368421052632,0.893277177233644,0.8947368421052632,0.8899785730934626,0.9419371356436635,"[[1234, 1, 104], [5, 61, 86], [88, 14, 1238]]"
167,0.8950900741787354,0.8933887568620086,0.8950900741787354,0.8906212258422586,0.9437102906471144,"[[1235, 2, 102], [6, 63, 83], [90, 14, 1236]]"
168,0.8940303779583186,0.8923724146986838,0.8940303779583186,0.8889654487014739,0.9422960506515806,"[[1234, 1, 104], [6, 59, 87], [88, 14, 1238]]"
169,0.8940303779583186,0.8923505375838888,0.8940303779583186,0.8891060041128691,0.9417628487461284,"[[1236, 1, 102], [5, 60, 87], [91, 14, 1235]]"
170,0.8954433062522077,0.8941701753832111,0.8954433062522077,0.8912302182060086,0.9430987070905056,"[[1234, 1, 104], [6, 65, 81], [90, 14, 1236]]"
171,0.8947368421052632,0.8927351484772993,0.8947368421052632,0.8895530809866568,0.9424880041442096,"[[1236, 1, 102], [5, 58, 89], [86, 15, 1239]]"
172,0.8943836100317909,0.8926828824728489,0.8943836100317909,0.8895851744118827,0.9429766017012144,"[[1237, 1, 101], [6, 61, 85], [92, 14, 1234]]"
173,0.8947368421052632,0.8931490340562186,0.8947368421052632,0.8900923491522317,0.9423481001599447,"[[1237, 1, 101], [5, 62, 85], [92, 14, 1234]]"
174,0.8943836100317909,0.8925400666712937,0.8943836100317909,0.8890025025281304,0.940649068589289,"[[1236, 1, 102], [5, 57, 90], [87, 14, 1239]]"
175,0.8950900741787354,0.8935730022070627,0.8950900741787354,0.8905862338937746,0.9429402259564174,"[[1237, 1, 101], [5, 63, 84], [92, 14, 1234]]"
176,0.8940303779583186,0.8925869341386844,0.8940303779583186,0.8895448460924594,0.9424870636450624,"[[1234, 1, 104], [6, 63, 83], [92, 14, 1234]]"
177,0.8954433062522077,0.894155771807284,0.8954433062522077,0.8913530621036383,0.9431006180332174,"[[1235, 1, 103], [6, 66, 80], [92, 14, 1234]]"
178,0.8950900741787354,0.8936955195894867,0.8950900741787354,0.890732823128098,0.9427544019026756,"[[1235, 1, 103], [6, 64, 82], [91, 14, 1235]]"
179,0.8936771458848464,0.8918808243767393,0.8936771458848464,0.8890787351624826,0.9428013688045368,"[[1235, 1, 103], [6, 62, 84], [92, 15, 1233]]"
180,0.8929706817379018,0.891072004550703,0.8929706817379018,0.8880943862628573,0.9424575152274084,"[[1234, 1, 104], [6, 60, 86], [91, 15, 1234]]"
181,0.8943836100317909,0.8926269539774785,0.8943836100317909,0.889785496576143,0.9425862847773242,"[[1235, 1, 103], [6, 62, 84], [90, 15, 1235]]"
