Model,GOF Specificity
412,0.9708846584546472
422,0.9705113848450916
397,0.9705113848450916
400,0.9705113848450916
415,0.9705113848450916
407,0.9701381112355356
450,0.9701381112355356
454,0.9701381112355356
457,0.9701381112355356
462,0.9701381112355356
408,0.9701381112355356
393,0.9701381112355356
406,0.9701381112355356
421,0.96976483762598
420,0.96976483762598
464,0.96976483762598
405,0.96976483762598
461,0.96976483762598
459,0.96976483762598
470,0.96976483762598
428,0.96976483762598
431,0.96976483762598
425,0.969391564016424
452,0.969391564016424
455,0.969391564016424
426,0.969391564016424
430,0.969391564016424
440,0.969391564016424
451,0.969391564016424
424,0.969391564016424
411,0.969391564016424
414,0.969391564016424
419,0.969391564016424
476,0.969391564016424
417,0.969391564016424
410,0.969391564016424
478,0.9690182904068684
429,0.9690182904068684
394,0.9690182904068684
433,0.9690182904068684
497,0.9690182904068684
409,0.9690182904068684
416,0.9690182904068684
453,0.9690182904068684
392,0.9690182904068684
472,0.9690182904068684
456,0.9690182904068684
458,0.9690182904068684
460,0.9690182904068684
494,0.9690182904068684
475,0.9690182904068684
465,0.9690182904068684
466,0.9690182904068684
423,0.9690182904068684
468,0.9690182904068684
495,0.9690182904068684
432,0.9686450167973124
398,0.9686450167973124
402,0.9686450167973124
413,0.9686450167973124
401,0.9686450167973124
427,0.9686450167973124
396,0.9686450167973124
477,0.9686450167973124
483,0.9686450167973124
391,0.9686450167973124
496,0.9686450167973124
467,0.9686450167973124
474,0.9686450167973124
484,0.9686450167973124
447,0.9686450167973124
480,0.9682717431877568
481,0.9682717431877568
376,0.9682717431877568
437,0.9682717431877568
404,0.9682717431877568
492,0.9682717431877568
493,0.9682717431877568
399,0.9682717431877568
488,0.9682717431877568
377,0.9682717431877568
471,0.9682717431877568
434,0.9682717431877568
463,0.9682717431877568
441,0.9682717431877568
395,0.9682717431877568
444,0.9682717431877568
473,0.9678984695782008
489,0.9678984695782008
358,0.9678984695782008
443,0.9678984695782008
491,0.9678984695782008
403,0.9678984695782008
490,0.9678984695782008
445,0.9678984695782008
418,0.9678984695782008
364,0.9678984695782008
449,0.9678984695782008
469,0.9678984695782008
438,0.9678984695782008
378,0.9678984695782008
365,0.9675251959686452
310,0.9675251959686452
380,0.9675251959686452
381,0.9675251959686452
369,0.9675251959686452
487,0.9675251959686452
486,0.9675251959686452
482,0.9675251959686452
479,0.9675251959686452
448,0.9675251959686452
442,0.9675251959686452
446,0.9675251959686452
354,0.9671519223590892
379,0.9671519223590892
498,0.9671519223590892
359,0.9671519223590892
343,0.9671519223590892
362,0.9671519223590892
327,0.9671519223590892
435,0.9671519223590892
302,0.9671519223590892
352,0.9671519223590892
390,0.9671519223590892
388,0.9671519223590892
383,0.9671519223590892
322,0.9667786487495336
351,0.9667786487495336
436,0.9667786487495336
439,0.9667786487495336
332,0.9667786487495336
389,0.9667786487495336
386,0.9667786487495336
382,0.9667786487495336
485,0.9667786487495336
370,0.9667786487495336
298,0.9667786487495336
375,0.9667786487495336
384,0.9667786487495336
366,0.9667786487495336
311,0.9664053751399776
295,0.9664053751399776
309,0.9664053751399776
306,0.9664053751399776
304,0.9664053751399776
346,0.9664053751399776
499,0.9664053751399776
368,0.9664053751399776
371,0.9664053751399776
367,0.9664053751399776
357,0.9664053751399776
360,0.9664053751399776
361,0.9664053751399776
355,0.9664053751399776
387,0.9660321015304218
340,0.9660321015304218
317,0.9660321015304218
372,0.9660321015304218
373,0.9660321015304218
385,0.9660321015304218
334,0.9660321015304218
356,0.9660321015304218
350,0.9660321015304218
349,0.9660321015304218
348,0.9660321015304218
293,0.965658827920866
374,0.965658827920866
316,0.965658827920866
318,0.965658827920866
312,0.965658827920866
347,0.965658827920866
275,0.965658827920866
363,0.965658827920866
328,0.965658827920866
301,0.965658827920866
299,0.965658827920866
342,0.965658827920866
335,0.965658827920866
336,0.965658827920866
337,0.965658827920866
296,0.9652855543113102
305,0.9652855543113102
286,0.9652855543113102
297,0.9652855543113102
314,0.9652855543113102
313,0.9652855543113102
353,0.9652855543113102
315,0.9652855543113102
320,0.9652855543113102
344,0.9652855543113102
330,0.9652855543113102
319,0.9649122807017544
338,0.9649122807017544
300,0.9649122807017544
329,0.9649122807017544
274,0.9649122807017544
324,0.9649122807017544
321,0.9649122807017544
341,0.9649122807017544
294,0.9645390070921984
283,0.9645390070921984
246,0.9645390070921984
271,0.9645390070921984
269,0.9645390070921984
290,0.9645390070921984
258,0.9645390070921984
282,0.9645390070921984
325,0.9645390070921984
303,0.9645390070921984
333,0.9645390070921984
331,0.9645390070921984
308,0.9645390070921984
345,0.9641657334826428
289,0.9641657334826428
323,0.9641657334826428
287,0.9641657334826428
292,0.9641657334826428
272,0.9641657334826428
223,0.9641657334826428
273,0.9637924598730868
237,0.9637924598730868
307,0.9637924598730868
264,0.9637924598730868
265,0.9637924598730868
221,0.9637924598730868
284,0.9634191862635312
219,0.9634191862635312
291,0.9634191862635312
288,0.9634191862635312
217,0.9634191862635312
218,0.9634191862635312
248,0.9634191862635312
339,0.9634191862635312
261,0.9634191862635312
270,0.9634191862635312
281,0.9634191862635312
222,0.9634191862635312
252,0.9630459126539752
255,0.9630459126539752
262,0.9630459126539752
244,0.9630459126539752
263,0.9630459126539752
280,0.9630459126539752
241,0.9630459126539752
239,0.9630459126539752
238,0.9630459126539752
285,0.9630459126539752
231,0.9630459126539752
242,0.9630459126539752
227,0.9630459126539752
229,0.9630459126539752
267,0.9626726390444196
224,0.9626726390444196
326,0.9626726390444196
266,0.9626726390444196
243,0.9626726390444196
268,0.9626726390444196
254,0.9626726390444196
232,0.9626726390444196
279,0.9626726390444196
234,0.9626726390444196
235,0.9626726390444196
276,0.9626726390444196
250,0.9622993654348636
260,0.9622993654348636
257,0.9622993654348636
220,0.9622993654348636
226,0.961926091825308
278,0.961926091825308
240,0.961926091825308
245,0.961926091825308
247,0.961926091825308
249,0.961552818215752
185,0.961552818215752
251,0.961552818215752
236,0.961552818215752
259,0.961552818215752
233,0.961552818215752
230,0.961552818215752
228,0.961552818215752
225,0.9608062709966404
277,0.9608062709966404
253,0.9604329973870848
256,0.9604329973870848
202,0.9604329973870848
215,0.9604329973870848
214,0.9604329973870848
203,0.9600597237775288
187,0.9600597237775288
216,0.9596864501679732
204,0.9596864501679732
207,0.9593131765584172
197,0.9593131765584172
210,0.9593131765584172
178,0.9593131765584172
200,0.9589399029488616
186,0.9589399029488616
195,0.9589399029488616
213,0.9589399029488616
188,0.9589399029488616
208,0.9589399029488616
146,0.9585666293393056
181,0.95819335572975
206,0.95819335572975
184,0.95819335572975
194,0.95819335572975
193,0.95819335572975
175,0.95819335572975
211,0.95819335572975
177,0.957820082120194
183,0.957820082120194
190,0.957820082120194
191,0.957820082120194
192,0.957820082120194
199,0.957820082120194
212,0.957820082120194
196,0.9574468085106383
147,0.9574468085106383
180,0.9574468085106383
201,0.9574468085106383
205,0.9570735349010824
189,0.9567002612915269
174,0.9567002612915269
145,0.9567002612915269
171,0.9567002612915269
144,0.9567002612915269
209,0.9567002612915269
176,0.9567002612915269
182,0.9563269876819708
157,0.9563269876819708
140,0.9563269876819708
143,0.9563269876819708
117,0.9563269876819708
198,0.9563269876819708
148,0.955953714072415
142,0.955953714072415
141,0.955953714072415
161,0.955953714072415
179,0.955953714072415
173,0.955953714072415
172,0.955953714072415
139,0.9555804404628592
168,0.9552071668533034
169,0.9552071668533034
154,0.9552071668533034
152,0.9552071668533034
112,0.9548338932437476
155,0.9548338932437476
125,0.9548338932437476
123,0.9548338932437476
118,0.9548338932437476
163,0.9548338932437476
113,0.9548338932437476
110,0.9548338932437476
170,0.9548338932437476
102,0.9544606196341918
121,0.9544606196341918
119,0.9544606196341918
149,0.9544606196341918
162,0.9544606196341918
158,0.9544606196341918
124,0.954087346024636
104,0.954087346024636
167,0.954087346024636
111,0.954087346024636
164,0.954087346024636
120,0.954087346024636
122,0.954087346024636
165,0.954087346024636
136,0.954087346024636
138,0.954087346024636
135,0.9537140724150802
153,0.9537140724150802
166,0.9537140724150802
151,0.9537140724150802
150,0.9537140724150802
137,0.9537140724150802
105,0.9537140724150802
160,0.9537140724150802
159,0.9537140724150802
156,0.9537140724150802
126,0.9537140724150802
128,0.9533407988055244
134,0.9533407988055244
130,0.9533407988055244
132,0.9533407988055244
127,0.9533407988055244
103,0.9529675251959686
107,0.9529675251959686
109,0.9525942515864128
114,0.9525942515864128
101,0.9525942515864128
133,0.9525942515864128
99,0.9525942515864128
106,0.952220977976857
108,0.9518477043673012
96,0.9518477043673012
98,0.9518477043673012
94,0.9514744307577454
115,0.9514744307577454
116,0.9514744307577454
100,0.9514744307577454
129,0.9514744307577454
131,0.9507278835386338
93,0.950354609929078
92,0.950354609929078
95,0.9496080627099664
88,0.9496080627099664
87,0.9492347891004106
97,0.9488615154908548
89,0.9488615154908548
84,0.948488241881299
90,0.9477416946621874
85,0.9477416946621874
91,0.9469951474430758
86,0.9469951474430758
72,0.944755505785741
71,0.9440089585666294
73,0.9402762224710712
75,0.938783128032848
74,0.9384098544232924
78,0.9376633072041808
80,0.9365434863755132
77,0.9365434863755132
83,0.9361702127659576
82,0.9361702127659576
79,0.9357969391564016
69,0.9357969391564016
81,0.93505039193729
70,0.93505039193729
76,0.9346771183277344
67,0.9335572974990668
68,0.9316909294512878
65,0.9309443822321762
66,0.927584919746174
64,0.9264650989175064
62,0.9231056364315045
60,0.9227323628219484
63,0.9219858156028368
61,0.9219858156028368
59,0.919746173945502
58,0.9175065322881673
55,0.9175065322881673
57,0.9167599850690556
56,0.9167599850690556
54,0.9148936170212766
52,0.9145203434117208
51,0.9145203434117208
53,0.914147069802165
49,0.910414333706607
41,0.9089212392683838
42,0.908547965658828
50,0.908547965658828
48,0.908174692049272
45,0.9070548712206048
46,0.9059350503919372
47,0.90481522956327
43,0.904441955953714
39,0.9040686823441584
44,0.9036954087346024
40,0.9033221351250468
38,0.9033221351250468
36,0.8936170212765957
33,0.89324374766704
32,0.89324374766704
35,0.8928704740574841
